"userId","movieId","tag","timestamp"
121,54503,"virginity",2011-03-22 04:20:49
121,59900,"Adam Sandler",2011-03-28 04:07:14
121,59900,"Below R",2011-03-28 04:07:32
121,59900,"exaggerated",2011-03-28 04:07:16
121,59900,"Israeli/Palestinian conflict",2011-03-28 04:07:19
121,59900,"over the top",2011-03-28 04:07:37
121,60756,"comedy",2011-03-22 04:24:09
121,60756,"Seth Rogen",2011-03-22 04:23:56
121,60756,"will ferrell",2011-03-22 04:24:00
121,68073,"1960s",2011-04-01 06:46:29
121,68073,"Bill Nighy",2011-04-01 06:46:32
121,68073,"meandering",2011-04-01 06:46:56
121,68073,"Philip Seymour Hoffman",2011-04-01 06:46:43
121,68073,"pirate radio",2011-04-01 06:46:48
121,68073,"rock and roll",2011-04-01 06:46:51
121,68073,"soundtrack",2011-04-01 06:47:04
121,80693,"mental illness",2011-03-29 04:51:43
121,80693,"Zach Galifianakis",2011-03-29 04:51:51
129,104,"Adam Sandler",2011-02-08 05:57:48
129,104,"golf",2011-02-08 05:57:52
129,104,"sports",2011-02-08 05:57:50
129,1359,"Arnold Schwarzenegger",2011-01-08 20:28:08
129,1359,"christmas movie",2011-01-08 20:28:12
129,1359,"Xmas theme(?)",2011-01-08 20:28:20
129,2335,"Adam Sandler",2011-02-08 05:57:26
129,2335,"American football",2011-02-08 05:57:28
129,2335,"football",2011-02-08 05:57:39
129,2335,"sport:American football",2011-02-08 05:57:34
129,2706,"high school",2011-03-06 23:14:38
129,2706,"Nudity (Topless - Notable)",2011-03-06 23:14:59
129,2706,"Nudity (Topless)",2011-03-06 23:15:01
129,2706,"sexuality",2011-03-06 23:14:49
129,2706,"teen comedy",2011-03-06 23:15:05
129,2706,"Teen movie",2011-03-06 23:15:18
129,2706,"virginity",2011-03-06 23:14:44
129,3556,"great ending",2011-03-14 03:17:53
129,3556,"high school",2011-03-14 03:17:43
129,3556,"lyrical",2011-03-14 03:18:05
129,3556,"melancholy",2011-03-14 03:17:57
129,3556,"psychology",2011-03-14 03:17:44
129,3556,"reflective",2011-03-14 03:18:02
129,3556,"suburbia",2011-03-14 03:17:59
129,3556,"suicide",2011-03-14 03:17:48
129,3556,"visually appealing",2011-03-14 03:17:58
129,4247,"David Spade",2011-02-08 05:56:14
129,4247,"fuck you it's funny",2011-02-08 05:56:17
129,4247,"movie to see",2011-02-08 05:56:18
129,4732,"stupid :)",2011-02-08 05:56:32
129,4878,"alternate timeline",2011-04-04 03:10:44
129,4878,"cult classic",2011-04-04 03:10:48
129,4878,"cult film",2011-04-04 03:10:49
129,4878,"high school",2011-04-04 03:10:53
129,4878,"mental illness",2011-04-04 03:10:46
129,4878,"music",2011-04-04 03:11:13
129,4878,"psychology",2011-04-04 03:10:45
129,4878,"sci-fi",2011-04-04 03:11:10
129,4878,"surreal",2011-04-04 03:11:06
129,4878,"thought-provoking",2011-04-04 03:10:54
129,4878,"time travel",2011-04-04 03:10:59
129,5449,"Adam Sandler",2011-02-08 05:57:09
129,5449,"Al Sharpton",2011-02-08 05:57:03
129,5449,"Winona Ryder",2011-02-08 05:57:06
129,8528,"Ben Stiller",2011-02-08 05:58:13
129,8528,"comedy",2011-02-08 05:58:22
129,8528,"funny",2011-02-08 05:58:23
129,8528,"Funny as hell",2011-02-08 05:58:25
129,8528,"Idiotic",2011-02-08 05:58:19
129,8528,"seen more than once",2011-02-08 05:58:26
129,8528,"sports",2011-02-08 05:58:27
129,8528,"Vince Vaughn",2011-02-08 05:58:15
129,8528,"wasted potential",2011-02-08 05:58:31
129,8641,"Ben Stiller",2011-02-08 05:55:22
129,8641,"Judd Apatow movie",2011-02-08 05:55:13
129,8641,"Paul Rudd",2011-02-08 05:55:17
129,8641,"Seth Rogen",2011-02-08 05:55:26
129,8641,"Steve Carell",2011-02-08 05:55:16
129,8641,"Steve Carrell",2011-02-08 05:55:15
129,33880,"avante garde",2011-01-24 02:14:37
129,33880,"bittersweet",2011-01-24 02:14:41
129,33880,"deadpan",2011-01-24 02:14:39
129,33880,"FATHERS AND SONS",2011-01-24 02:14:42
129,33880,"independent film",2011-01-24 02:14:54
129,33880,"Indie",2011-01-24 02:14:57
129,33880,"irreverent",2011-01-24 02:14:44
129,33880,"SEXUAL AWAKENING",2011-01-24 02:14:52
129,33880,"unique",2011-01-24 02:14:49
129,33880,"weird",2011-01-24 02:14:50
129,52952,"coming of age",2011-03-01 00:52:21
129,52952,"friendship",2011-03-01 00:52:25
129,52952,"tattoo",2011-03-01 00:52:41
129,52952,"teenager",2011-03-01 00:52:38
129,55280,"delusion",2011-02-05 21:06:03
129,55280,"delusional",2011-02-05 21:06:00
129,55280,"dork people",2011-02-05 21:06:06
129,55280,"emotional",2011-02-05 21:06:09
129,55280,"family affair",2011-02-05 21:06:12
129,55280,"mental illness",2011-02-05 21:05:53
129,55280,"real doll",2011-02-05 21:06:17
129,55280,"small town",2011-02-05 21:05:56
129,60756,"brother-brother relationship",2011-02-08 05:55:43
129,60756,"ending",2011-02-08 05:55:56
129,60756,"Highly quotable",2011-02-08 05:55:52
129,60756,"let down",2011-02-08 05:55:49
129,60756,"movie to see",2011-02-08 05:55:44
129,60756,"Seth Rogen",2011-02-08 05:55:39
129,60756,"will ferrell",2011-02-08 05:55:46
129,61132,"Ben Stiller",2011-02-08 05:54:43
129,61132,"Hollywood",2011-02-08 05:54:59
129,61132,"irreverent",2011-02-08 05:54:53
129,61132,"Jack Black",2011-02-08 05:54:42
129,61132,"Robert Downey Jr.",2011-02-08 05:54:35
129,61132,"satire",2011-02-08 05:54:37
129,61132,"Tom Cruise",2011-02-08 05:54:46
129,61132,"Vietnam War",2011-02-08 05:54:48
129,80094,"handcam-real style",2011-01-08 16:42:33
129,80350,"funny",2011-01-17 21:16:58
129,80350,"parody",2011-01-17 21:17:01
129,80350,"vampires",2011-01-17 21:17:00
129,80489,"action",2011-01-17 21:15:02
129,80489,"Criminal = good Police = bad",2011-01-17 21:14:46
129,80489,"one dimensional characters except for Affleck. Ending trite.",2011-01-17 21:14:53
129,80489,"too much love interest",2011-01-17 21:15:07
129,80549,"Emma Stone",2011-01-17 21:15:31
129,80549,"funny dialogues",2011-01-17 21:15:33
129,80549,"plot",2011-01-17 21:15:35
129,80549,"sexuality",2011-01-17 21:15:43
129,80549,"typical",2011-01-17 21:15:38
129,80549,"Unreal reactions",2011-01-17 21:15:41
129,80846,"plot twist",2011-03-06 23:14:03
129,80862,"documentary",2011-01-24 02:15:27
129,80862,"makes you think",2011-01-24 02:15:29
129,80862,"Not what was expected but still good",2011-01-24 02:15:25
129,80862,"social networking",2011-01-24 02:15:31
129,81537,"drug use",2011-02-08 05:54:06
129,81537,"road trip",2011-02-08 05:54:14
129,81537,"Robert Downey Jr.",2011-02-08 05:54:02
129,81537,"Zach Galifianakis",2011-02-08 05:54:04
129,81834,"boring",2010-11-26 03:54:09
129,81834,"camping trip",2010-11-26 03:54:31
129,81834,"emma watson",2010-11-26 03:54:39
133,4973,"beautifully filmed",2014-04-11 18:30:40
133,4973,"quirky",2014-04-11 18:30:36
133,4973,"romance",2014-04-11 18:30:34
133,4973,"stylized",2014-04-11 18:30:06
133,4973,"visually appealing",2014-04-11 18:30:31
133,4973,"whimsical",2014-04-11 18:30:24
133,7158,"culture clash",2014-04-13 05:32:39
133,7158,"heartbreaking",2014-04-13 05:32:43
133,7158,"intense",2014-04-13 05:32:56
133,7158,"sad but good",2014-04-13 05:33:00
190,1270,"Steven Spielberg",2012-02-12 19:29:39
190,1270,"time travel",2012-02-12 19:29:41
190,2011,"sci-fi",2012-02-12 19:29:36
190,2011,"time travel",2012-02-12 19:29:33
190,2012,"time travel",2012-02-12 19:29:30
205,1966,"manhattan",2008-01-31 09:23:27
205,1966,"upper class",2008-01-31 09:23:27
208,72,"whit stillman meets Diner",2006-02-05 03:35:02
208,8645,"actress too old",2006-02-12 16:28:24
208,8645,"too upper class",2006-02-12 16:28:24
208,27727,"wild and fresh",2006-02-05 22:04:45
208,40819,"whit stillman meets diner",2006-02-05 03:33:50
208,41573,"utterly predictable ensemble flick",2006-01-16 21:10:27
271,84772,"Simon Pegg",2011-04-09 21:36:24
279,916,"Audrey Hepburn",2012-02-23 02:01:01
279,916,"black and white",2012-02-23 02:01:40
279,916,"classic",2012-02-23 02:01:07
279,916,"Gregory Peck",2012-02-23 02:00:59
279,916,"imdb top 250",2012-02-23 02:01:18
279,916,"Italy",2012-02-23 02:01:21
279,916,"love story",2012-02-23 02:01:09
279,916,"National Film Registry",2012-02-23 02:01:26
279,916,"need to own",2012-02-23 02:01:11
279,916,"romantic comedy",2012-02-23 02:01:16
279,916,"Rome",2012-02-23 02:01:30
279,916,"royalty",2012-02-23 02:01:14
279,916,"slapstick",2012-02-23 02:01:35
279,916,"zest for life",2012-02-23 02:01:37
279,4246,"based on a book",2012-02-23 01:52:03
279,4246,"British",2012-02-23 01:52:01
279,4246,"Hugh Grant",2012-02-23 01:51:46
279,4246,"Jane Austen",2012-02-23 01:51:51
279,4246,"romantic comedy",2012-02-23 01:51:57
279,8533,"chick flick",2011-05-06 06:00:51
279,8533,"sentimental",2011-05-06 06:01:03
279,55872,"Freddie Highmore",2012-02-06 01:56:31
279,55872,"inspirational",2012-02-06 01:56:29
279,55872,"love of music",2012-02-06 01:56:26
279,55872,"power of music",2012-02-06 01:56:22
279,55872,"uplifting and compelling",2012-02-08 00:45:57
316,34405,"Firefly",2006-06-17 10:00:12
316,34405,"scifi",2006-06-17 10:00:15
316,34405,"western",2006-06-17 10:00:07
316,45186,"Ethan Hunt Should Stop Hogging The Screen!",2006-06-17 09:58:42
318,260,"1970s",2015-02-20 22:42:49
318,260,"fantasy",2015-02-20 22:42:49
318,260,"sci-fi",2015-02-20 22:42:49
318,115149,"Action",2015-02-21 15:58:30
318,115149,"Revenge",2015-02-21 15:58:03
318,115149,"Willem Dafoe",2015-02-21 15:59:43
320,1197,"must show",2006-04-25 11:33:21
320,1396,"must show",2006-04-25 11:33:30
320,2011,"must show",2006-04-25 11:34:18
320,2012,"must show",2006-04-25 11:35:15
320,2502,"must show",2006-04-25 11:33:18
320,2762,"twist",2006-04-25 11:33:52
320,2959,"twist",2006-04-25 11:30:58
320,3996,"overrated",2006-04-25 11:32:28
320,6016,"violent",2006-04-25 11:31:10
320,7438,"violent",2006-04-25 11:32:44
342,32,"post-apocalyptic",2012-01-25 18:02:10
342,32,"psychology",2012-01-25 18:02:15
342,32,"time travel",2012-01-25 18:02:06
342,50,"organized crime",2012-01-31 16:58:31
342,50,"twist ending",2012-01-31 16:58:22
342,50,"twists & turns",2012-01-31 16:58:48
342,318,"friendship",2012-09-01 22:59:19
342,318,"masterplan",2015-02-08 19:48:18
342,318,"Morgan Freeman",2012-09-01 22:59:15
342,318,"prison escape",2015-02-08 19:48:18
342,318,"redemption",2015-02-08 19:48:18
342,318,"revenge",2012-09-01 22:59:27
342,356,"bittersweet",2012-09-01 23:00:28
342,356,"classic",2012-09-01 23:00:34
342,356,"vietnam war",2012-09-01 23:00:44
342,608,"crime gone awry",2012-01-25 17:47:41
342,750,"black comedy",2013-03-17 23:02:19
342,750,"British",2013-03-17 23:02:09
342,750,"cold war",2013-03-17 23:02:23
342,750,"comedy",2013-03-17 23:02:25
342,750,"Peter Sellers",2013-03-17 23:02:04
342,750,"satire",2013-03-17 23:02:13
342,750,"satirical",2013-03-17 23:02:12
342,750,"Stanley Kubrick",2013-03-17 23:01:53
342,1079,"British",2012-09-08 17:08:10
342,1079,"John Cleese",2012-09-08 17:07:59
342,1079,"quirky",2012-09-08 17:07:48
342,1136,"Monty Python",2012-01-31 16:55:38
342,1136,"parody",2012-01-31 16:55:32
342,1136,"satire",2012-01-31 16:55:50
342,1175,"atmospheric",2012-09-01 22:49:29
342,1175,"post-apocalyptic",2012-09-01 22:49:27
342,1175,"surreal",2012-09-01 22:49:23
342,1193,"psychological",2012-01-31 16:56:04
342,1193,"psychology",2012-01-31 16:56:07
342,1201,"Clint Eastwood",2013-03-17 18:41:01
342,1201,"Ennio Morricone",2013-03-17 18:41:04
342,1201,"Italian",2013-03-17 18:41:18
342,1201,"music",2013-03-17 18:41:21
342,1201,"Sergio Leone",2013-03-17 18:41:09
342,1252,"mystery",2012-01-31 16:57:33
342,1252,"twists & turns",2012-01-31 16:57:33
342,1625,"Michael Douglas",2012-03-05 16:55:52
342,1625,"Mystery",2012-03-05 16:55:55
342,1625,"plot twist",2012-03-05 16:56:24
342,1625,"psychological",2012-03-05 16:55:59
342,1625,"Sean Penn",2012-03-05 16:56:40
342,1625,"twist ending",2012-03-05 16:56:30
342,1625,"unrealistic",2012-03-05 16:56:36
342,1653,"eugenics",2012-09-01 23:03:13
342,1653,"future",2012-09-01 23:03:41
342,1653,"genetic engineering",2012-09-01 23:03:18
342,1653,"genetics",2012-09-01 23:03:16
342,1653,"powerful ending",2012-09-01 23:03:37
342,1653,"racism",2012-09-01 23:03:28
342,1784,"funny",2013-03-17 18:27:48
342,1784,"Jack Nicholson",2013-03-17 18:27:31
342,1784,"obsessive compulsive disorder",2013-03-17 18:27:36
342,1784,"psychology",2013-03-17 18:27:33
342,1784,"quirky",2013-03-17 18:27:51
342,1784,"relationships",2013-03-17 18:27:42
342,2329,"Edward Norton",2012-09-01 22:52:09
342,2329,"Neo-Nazis",2012-09-01 22:52:11
342,2329,"politics",2012-09-01 22:52:22
342,2329,"powerful ending",2012-09-01 22:52:19
342,2329,"racism",2012-09-01 22:52:12
342,2329,"tense",2012-09-01 22:52:16
342,2329,"thought-provoking",2012-09-01 22:52:14
342,2571,"post-apocalyptic",2012-01-25 17:52:01
342,2571,"sci-fi",2012-01-25 17:51:58
342,2571,"virtual reality",2012-01-25 17:52:04
342,3000,"adventure",2012-03-14 18:42:03
342,3000,"anime",2012-03-14 18:41:53
342,3000,"fantasy world",2012-03-14 18:41:49
342,3000,"surreal",2012-03-14 18:41:47
342,3359,"coming of age",2013-09-18 19:30:15
342,3359,"coming-of-age",2013-09-18 19:30:18
342,3359,"cycling",2013-09-18 19:30:04
342,3363,"classic",2014-03-07 21:21:01
342,3363,"coming of age",2014-03-07 21:20:55
342,3363,"friendship",2014-03-07 21:20:59
342,4848,"BORING!",2012-02-14 18:38:47
342,4848,"Nudity (Full Frontal)",2012-02-14 18:40:09
342,4848,"pretentious",2012-02-14 18:38:47
342,4973,"slow paced",2012-03-14 18:40:00
342,4978,"characters",2012-09-01 22:44:28
342,4978,"romance",2012-09-01 22:44:28
342,4993,"adventure",2012-01-25 17:57:23
342,4993,"characters",2012-01-25 17:57:23
342,4993,"epic",2012-01-25 17:57:23
342,4993,"fantasy world",2012-01-25 17:57:23
342,4993,"fighting",2012-01-25 17:58:03
342,4993,"photography",2012-01-25 17:58:03
342,5282,"ending",2012-09-01 22:37:35
342,5282,"lawyers",2012-09-01 22:38:03
342,5282,"military court",2012-09-01 22:38:19
342,5291,"multiple storylines",2012-01-25 17:49:23
342,5291,"nonlinear",2012-01-25 17:49:36
342,6016,"disturbing",2012-01-31 17:50:26
342,6016,"drama",2012-01-25 17:50:58
342,6016,"multiple storylines",2012-01-31 17:50:31
342,6016,"realistic",2012-01-25 17:50:58
342,6365,"action packed",2012-01-25 17:52:49
342,6365,"dystopia",2012-01-25 17:52:36
342,6365,"unrealistic characters",2012-01-25 17:55:43
342,6539,"cliche",2012-09-01 22:42:31
342,6539,"Johnny Depp",2012-09-01 22:42:31
342,6539,"magic realism",2012-09-01 22:42:31
342,6539,"modernism",2012-09-01 22:42:31
342,6539,"photography",2012-09-01 22:42:31
342,6539,"too long",2012-09-01 22:42:31
342,6953,"multiple storylines",2013-03-09 17:48:29
342,6953,"psychological",2013-03-09 17:48:24
342,6953,"Sean Penn",2013-03-09 17:48:20
342,7090,"atmospheric",2012-09-01 22:48:07
342,7090,"colours",2012-09-01 22:48:08
342,7090,"martial arts",2012-09-01 22:48:07
342,7090,"photography",2012-09-01 22:48:07
342,8914,"dialogue driven",2012-09-08 17:17:44
342,8914,"mindfuck",2012-09-08 17:17:33
342,8914,"plot holes",2012-09-08 17:17:38
342,8914,"sci-fi",2012-09-08 17:17:31
342,8914,"time travel",2012-09-08 17:17:29
342,31410,"Biography",2014-11-08 20:39:08
342,31410,"disturbing",2014-11-08 20:39:02
342,31410,"excellent performance",2014-11-08 20:40:23
342,31410,"historical",2014-11-08 20:39:06
342,31410,"World War II",2014-11-08 20:39:00
342,44191,"comic book",2012-09-01 22:51:12
342,44191,"dark",2012-09-01 22:51:32
342,44191,"dystopia",2012-09-01 22:51:09
342,44191,"England",2012-09-01 22:51:26
342,44191,"inspirational",2012-09-01 22:51:24
342,44191,"Natalie Portman",2012-09-01 22:51:15
342,44191,"politics",2012-09-01 22:51:18
342,44191,"thought-provoking",2012-09-01 22:51:05
342,44191,"visually appealing",2012-09-01 22:51:22
342,47044,"action packed",2012-09-01 22:40:25
342,47044,"characters",2012-09-01 22:39:51
342,47044,"Miami",2012-09-01 22:39:51
342,47044,"shallow",2012-09-01 22:39:51
342,47044,"unrealistic",2012-09-01 22:39:50
342,47044,"unrealistic action",2012-09-01 22:40:25
342,47044,"unrealistic plot",2012-09-01 22:39:51
342,48043,"atmospheric",2012-09-01 22:55:32
342,48043,"death",2012-09-01 22:55:45
342,48043,"emotional",2012-09-01 22:57:02
342,48043,"multiple storylines",2013-03-17 18:29:57
342,48043,"Music",2012-09-01 22:57:20
342,48043,"nonlinear",2012-09-01 22:57:26
342,48043,"surreal",2012-09-01 22:57:14
342,48043,"thought-provoking",2012-09-01 22:57:48
342,48043,"visually appealing",2012-09-01 22:55:30
342,48774,"disturbing",2012-09-01 23:04:32
342,48774,"dystopia",2012-09-01 23:04:29
342,48774,"ending",2012-09-01 23:05:52
342,48774,"future",2012-09-01 23:04:38
342,48774,"sci-fi",2012-09-01 23:04:24
342,48774,"violence",2012-09-01 23:04:43
342,51662,"americanized movie",2012-01-31 18:01:25
342,51662,"based on a comic",2012-01-31 17:59:46
342,51662,"based on comic",2012-01-31 17:59:52
342,51662,"blood",2012-01-31 18:00:10
342,51662,"Frank Miller",2012-01-31 18:00:44
342,51662,"stylized",2012-01-31 17:59:32
342,52328,"atmospheric",2012-09-08 17:25:21
342,52328,"dark",2012-09-08 17:25:02
342,52328,"despair",2012-09-08 17:24:56
342,52328,"ending twist",2012-09-08 17:24:43
342,52328,"great soundtrack",2012-09-08 17:25:07
342,52328,"madness",2012-09-08 17:25:23
342,52328,"psychological",2012-09-08 17:25:25
342,52328,"psychology",2012-09-08 17:24:46
342,52328,"slow paced",2012-09-08 17:25:12
342,52328,"spaceships",2012-09-08 17:24:30
342,54372,"French",2015-01-31 20:03:48
342,54372,"murder mystery",2015-01-31 20:03:52
342,54372,"twist ending",2015-01-31 20:03:50
342,55442,"coming of age",2012-09-05 07:42:30
342,55442,"Middle East",2012-09-05 07:42:36
342,55442,"politics",2012-09-05 07:41:29
342,55442,"revolution",2012-09-05 07:42:00
342,55442,"social commentary",2012-09-05 07:42:34
342,55908,"entirely dialogue",2012-01-31 18:41:16
342,55908,"Excellent use of dialogue",2012-01-31 18:41:00
342,55908,"immortality",2014-11-08 20:33:18
342,55908,"intellectual",2012-01-31 18:40:46
342,55908,"sci-fi",2012-01-31 18:40:54
342,55908,"thought-provoking",2012-01-31 18:40:50
342,55908,"Underrated",2012-01-31 18:41:23
342,55908,"unique",2012-01-31 18:40:52
342,58559,"Atmospheric",2012-01-31 18:03:43
342,58559,"Batman",2012-01-31 18:03:25
342,58559,"Heath Ledger",2012-01-31 18:03:51
342,58559,"superhero",2012-01-31 18:03:05
342,58559,"vigilante",2012-01-31 18:03:16
342,63082,"India",2013-03-17 18:34:08
342,63082,"love story",2013-03-17 18:34:23
342,63082,"Oscar (Best Picture)",2013-03-17 18:34:57
342,63082,"photography",2013-03-17 18:34:43
342,63082,"romance",2013-03-17 18:34:15
342,63082,"shallow plot",2013-03-17 18:35:29
342,63082,"social commentary",2013-03-17 18:34:12
342,63082,"violence",2013-03-17 18:35:01
342,63082,"visually appealing",2013-03-17 18:34:51
342,64614,"Clint Eastwood",2012-01-31 17:49:02
342,64614,"culture clash",2012-01-31 17:49:06
342,64614,"gangs",2012-01-31 17:48:57
342,64614,"redemption",2012-01-31 17:49:17
342,68954,"emotional",2012-01-25 17:48:45
342,68954,"friendship",2012-01-25 17:48:27
342,70286,"action",2012-01-31 17:03:16
342,70286,"alien invasion",2012-01-31 17:02:43
342,70286,"aliens",2012-01-31 17:02:14
342,70286,"sci-fi",2013-03-17 18:42:28
342,70286,"social commentary",2012-01-31 17:02:11
342,72167,"boring plot",2012-01-25 18:01:17
342,72167,"nonsensical",2012-01-25 18:00:59
342,72167,"stupid",2012-01-25 18:00:59
342,72167,"stupid characters",2012-01-25 18:00:59
342,73321,"beautiful scenery",2012-09-01 22:53:40
342,73321,"Bible",2012-09-01 22:53:27
342,73321,"characters",2012-09-01 22:54:05
342,73321,"Christianity",2012-09-01 22:53:25
342,73321,"Denzel Washington",2012-09-01 22:53:08
342,73321,"dystopic future",2012-09-01 22:53:10
342,73321,"fight scenes",2012-09-01 22:53:54
342,73321,"plot holes",2012-09-01 22:53:14
342,79357,"nonlinear",2013-03-17 18:31:44
342,79357,"Nudity (Topless)",2013-03-17 18:31:20
342,79357,"sci-fi",2013-03-17 18:31:12
342,79357,"time travel",2013-03-17 18:31:16
342,79357,"too long",2013-03-17 18:31:29
342,83302,"cheating",2014-03-22 22:54:17
342,83302,"cold",2014-03-22 22:53:42
342,83302,"husband-wife relationship",2014-03-22 22:54:30
342,83302,"lack of identification",2014-03-22 22:54:37
342,83302,"thought-provoking",2014-03-22 22:54:10
342,83302,"unlikable characters",2014-03-22 22:53:53
342,89118,"disturbing",2015-01-31 19:57:16
342,89118,"long revenge",2015-01-31 19:57:19
342,89118,"spanish",2015-01-31 19:58:13
342,89118,"unpredictable",2015-01-31 19:57:04
342,90746,"animation",2012-03-01 19:34:56
342,91077,"coma",2012-03-14 18:36:39
342,91077,"drama",2012-03-14 18:37:09
342,91077,"emotional",2012-03-14 18:36:32
342,91077,"family bonds",2012-03-14 18:37:21
342,91077,"George Clooney",2012-03-14 18:36:55
342,91077,"Hawaii",2012-03-14 18:36:42
342,96610,"future",2014-03-23 12:38:25
342,96610,"sci-fi",2014-03-23 12:38:29
342,96610,"time travel",2014-03-23 12:38:31
342,96610,"violent",2014-03-23 12:38:33
