Person.id|Post.id|creationDate
21990232557176|1099511632598|2011-10-26T13:26:16.374+0000
28587302322530|1099511632598|2012-04-16T19:14:26.126+0000
10995116288020|1924145353585|2012-07-06T09:40:00.434+0000
19791209304700|1924145353585|2012-07-06T13:57:59.768+0000
26388279068206|1924145353585|2012-07-04T13:08:35.834+0000
8796093024837|1786706401214|2012-05-08T19:49:39.853+0000
21990232560053|1374389541043|2012-04-18T09:47:12.453+0000
13194139542675|1374389541091|2011-10-20T00:15:51.430+0000
4398046518993|687194773885|2011-08-03T04:32:09.456+0000
24189255813579|687194773885|2012-05-12T04:39:55.877+0000
6597069766993|1374389541300|2012-02-01T17:04:20.827+0000
19791209310293|1374389541300|2012-07-10T08:24:16.232+0000
21990232565727|1374389541304|2012-01-28T12:36:49.380+0000
8796093026629|687194774037|2012-06-11T10:22:16.435+0000
15393162790796|962072681151|2012-06-15T11:04:29.918+0000
8796093032050|1236950588284|2011-07-30T18:17:20.793+0000
2199023259490|824633728326|2011-01-23T06:46:07.525+0000
6597069776307|824633728326|2011-01-24T10:05:21.361+0000
10995116280366|824633728326|2011-01-22T22:53:38.929+0000
13194139543072|824633728326|2011-03-22T13:06:48.053+0000
17592186051623|824633728326|2011-07-05T15:35:25.712+0000
19791209308927|824633728326|2011-08-19T15:57:15.261+0000
26388279069209|824633728326|2012-01-29T16:48:11.609+0000
28587302330856|824633728326|2012-04-10T06:48:05.264+0000
30786325588351|824633728326|2012-06-04T19:08:49.345+0000
10995116285387|1099511635743|2011-08-18T11:32:33.938+0000
15393162796861|1786706403198|2012-07-31T16:24:40.913+0000
26388279070362|962072682720|2012-07-30T06:06:04.909+0000
19791209303099|1374389543479|2011-10-13T23:23:45.599+0000
15393162794868|1374389544231|2011-11-03T02:43:40.569+0000
4398046521187|1374389544231|2011-11-04T08:57:23.726+0000
2199023255798|1374389544231|2012-04-19T21:19:14.052+0000
26388279076187|824633731658|2012-03-15T19:17:04.128+0000
24189255821300|1099511639060|2011-11-27T09:25:22.577+0000
6597069776811|1511828499733|2012-07-13T13:23:22.841+0000
28587302332565|1786706406772|2012-06-18T07:29:47.594+0000
28587302327733|687194779249|2012-09-02T00:58:51.765+0000
4398046513869|1924145360653|2012-08-25T03:46:42.612+0000
13194139535632|687194779622|2012-03-13T08:03:48.826+0000
4398046512826|1374389547099|2012-01-19T23:39:22.509+0000
13194139543218|1099511640368|2011-06-22T12:40:18.938+0000
10995116284808|962072687320|2011-08-12T09:49:04.382+0000
13194139533618|1924145361732|2012-06-20T22:44:30.738+0000
10995116286821|1374389548009|2012-08-04T05:56:08.753+0000
24189255821184|2061584315418|2012-08-15T14:17:54.305+0000
28587302329552|1786706408656|2012-08-24T04:55:50.192+0000
2199023265291|2061584315866|2012-09-07T04:23:59.496+0000
17592186054833|2061584315866|2012-09-09T02:41:48.887+0000
30786325588221|2061584315866|2012-09-07T08:20:34.074+0000
21990232556897|1649267455524|2012-08-01T05:58:32.925+0000
10995116285387|1099511641698|2012-03-03T02:37:40.523+0000
4398046519372|1924145362551|2012-07-28T12:31:05.658+0000
6597069768780|1374389548678|2012-09-07T23:06:44.412+0000
8796093032680|1374389548737|2012-06-24T19:01:32.968+0000
583|962072688714|2011-04-19T18:36:13.490+0000
2199023260804|962072688714|2011-04-21T18:16:30.088+0000
6597069766998|962072688714|2011-04-18T08:13:31.288+0000
8796093025056|962072688714|2011-04-22T03:25:39.667+0000
10995116283038|962072688714|2011-04-21T16:49:01.592+0000
13194139543046|962072688714|2011-04-18T12:50:38.950+0000
17592186051288|962072688714|2011-06-29T04:29:43.807+0000
21990232561749|962072688714|2011-09-20T10:15:06.674+0000
26388279075417|962072688714|2012-03-12T01:57:47.937+0000
30786325583508|962072688714|2012-06-13T12:37:46.989+0000
9954|2061584316499|2012-07-26T17:55:34.545+0000
7924|1236950595686|2011-07-11T21:24:42.715+0000
4398046515423|1236950595686|2011-07-12T14:33:03.250+0000
6597069775816|1236950595686|2011-07-07T07:22:12.352+0000
10995116279006|1236950595686|2011-07-07T07:15:18.469+0000
13194139537939|1236950595686|2011-07-11T12:36:43.418+0000
15393162797069|1236950595686|2011-07-09T16:24:02.645+0000
19791209307907|1236950595686|2011-09-12T07:28:26.778+0000
24189255817250|1236950595686|2011-12-07T02:49:12.343+0000
30786325579222|1236950595686|2012-07-09T14:12:17.496+0000
32985348843736|1236950595686|2012-08-28T19:29:00.866+0000
4398046513464|2061584316605|2012-08-13T02:50:59.377+0000
6597069772461|2061584316605|2012-08-11T19:31:10.369+0000
8796093030398|2061584316605|2012-08-12T00:25:58.094+0000
10995116287361|2061584316605|2012-08-12T22:12:57.284+0000
15393162794610|2061584316605|2012-08-13T08:20:24.202+0000
19791209302941|2061584316605|2012-08-11T20:27:31.872+0000
24189255815044|2061584316605|2012-08-10T17:44:20.943+0000
28587302327472|2061584316605|2012-08-14T07:34:47.236+0000
32985348836980|2061584316605|2012-09-02T03:16:01.826+0000
9954|824633735849|2011-02-04T09:55:08.945+0000
4398046515726|824633735849|2011-02-04T15:54:27.225+0000
6597069775904|824633735849|2011-02-04T07:34:52.645+0000
10995116279125|824633735849|2011-02-08T10:19:36.581+0000
13194139538435|824633735849|2011-02-03T09:17:56.955+0000
15393162797529|824633735849|2011-04-01T14:00:17.377+0000
19791209308415|824633735849|2011-09-04T22:15:44.523+0000
24189255817517|824633735849|2011-12-13T23:19:09.565+0000
30786325579731|824633735849|2012-06-13T15:16:41.411+0000
15393162790796|824633735905|2011-05-10T21:01:49.213+0000
8796093022928|824633736032|2011-02-15T00:59:42.955+0000
6597069773744|1236950597810|2012-01-26T03:49:17.327+0000
10995116285352|1236950597810|2012-08-30T19:48:26.965+0000
15393162795012|1236950597810|2011-09-15T20:51:47.373+0000
21990232563758|1236950597810|2012-06-05T08:33:11.759+0000
1933|1236950597858|2012-07-26T00:21:44.310+0000
6597069766998|1236950597858|2012-04-02T16:51:02.931+0000
10995116280720|1236950597858|2012-04-29T19:58:31.105+0000
15393162793892|1236950597858|2012-08-17T10:35:05.979+0000
26388279067734|1236950597858|2012-04-23T02:52:04.826+0000
6597069769133|1924145365253|2012-08-10T02:10:18.320+0000
17592186051288|1924145365253|2012-07-26T21:18:58.305+0000
2817|1786706411837|2012-04-22T04:13:06.150+0000
6597069770377|1786706411837|2012-04-15T09:44:08.518+0000
10995116287288|1786706411837|2012-05-18T10:00:26.575+0000
19791209309786|1786706411837|2012-04-13T20:47:49.948+0000
30786325580114|1786706411837|2012-08-08T02:12:46.861+0000
19791209305989|1786706411852|2012-04-18T08:55:18.380+0000
6597069772210|1236950598044|2012-06-30T11:22:47.415+0000
8796093022435|1099511645062|2011-05-27T04:10:14.714+0000
13194139535025|1099511645062|2011-05-25T14:03:35.089+0000
15393162794239|1099511645062|2011-05-27T14:23:49.718+0000
17592186054446|1099511645062|2011-05-27T01:14:20.676+0000
24189255817504|1099511645062|2011-12-20T09:39:16.791+0000
28587302326479|1099511645062|2012-04-05T12:36:46.293+0000
13194139535025|1786706412515|2012-04-01T15:58:43.773+0000
15393162794239|1786706412515|2012-04-01T17:28:41.670+0000
8824|1374389552346|2012-02-02T13:05:54.884+0000
13194139543795|1374389552346|2011-09-29T17:42:33.365+0000
19791209302941|1374389552346|2012-07-27T16:36:57.262+0000
28587302326479|1374389552346|2012-04-24T23:29:01.986+0000
2199023262543|1786706412837|2012-08-19T12:22:54.430+0000
15393162793892|1786706412837|2012-06-01T00:37:35.334+0000
24189255814889|1786706412837|2012-07-26T14:50:20.864+0000
2199023261912|1099511645491|2011-06-19T11:57:18.077+0000
13194139541772|1099511645491|2012-03-16T16:35:16.692+0000
19791209302941|1099511645491|2012-08-28T02:36:29.072+0000
28587302332703|1099511645491|2012-06-22T01:40:09.099+0000
10995116282724|1374389552454|2012-04-05T19:41:00.489+0000
17592186044737|1374389552454|2012-02-21T11:18:46.298+0000
17592186048633|1099511645574|2011-12-09T15:56:59.678+0000
26388279071088|1099511645574|2012-06-28T14:11:04.830+0000
8796093022435|1099511645579|2012-08-08T00:41:58.809+0000
13194139543795|1099511645579|2011-10-29T18:52:18.579+0000
19791209304796|1099511645579|2011-09-14T01:01:52.551+0000
28587302332929|1099511645579|2012-07-10T22:18:20.533+0000
19791209309385|1511828506072|2011-12-17T04:13:49.169+0000
6597069772604|2061584319967|2012-08-11T07:18:23.586+0000
28587302326221|2061584319967|2012-08-11T00:02:01.822+0000
6597069766961|1924145366607|2012-06-21T11:20:52.919+0000
19791209309385|1924145366607|2012-06-25T11:25:13.211+0000
2199023256154|1236950599304|2011-10-24T14:12:15.776+0000
2199023261325|1374389552801|2012-07-28T08:56:56.983+0000
15393162797108|1374389552803|2011-12-24T11:26:11.251+0000
2199023259756|1649267459820|2012-07-22T09:33:05.171+0000
19791209310155|962072692470|2011-10-12T14:17:09.220+0000
15393162796423|1099511645977|2011-08-10T06:46:18.792+0000
32985348835088|1924145367588|2012-08-10T09:36:12.875+0000
13194139544265|1924145367724|2012-06-03T16:17:23.511+0000
21990232559344|1924145367724|2012-06-06T22:58:57.650+0000
26388279069964|1924145367724|2012-06-05T18:25:46.756+0000
28587302330792|1924145367724|2012-06-04T03:34:19.342+0000
2199023262058|1511828507350|2012-05-11T14:56:11.939+0000
10995116281717|1511828507350|2012-06-21T06:32:38.746+0000
21990232557903|1511828507350|2012-08-02T21:33:33.801+0000
28587302330792|1511828507350|2012-06-27T16:29:34.019+0000
8796093028554|1786706414314|2012-07-30T20:21:19.083+0000
21990232559668|1786706414314|2012-08-29T14:20:49.986+0000
2199023256668|1786706414364|2012-08-08T06:37:06.550+0000
17592186052326|1786706414364|2012-07-10T06:21:30.072+0000
30786325583279|1786706414364|2012-08-06T05:39:59.586+0000
15393162789815|1786706414366|2012-06-17T00:35:25.132+0000
28587302328264|1786706414366|2012-07-20T22:23:17.702+0000
10995116284670|1374389555953|2011-10-28T23:31:09.168+0000
28587302328584|1786706416493|2012-07-30T14:27:08.384+0000
2199023263448|1511828510207|2011-12-12T17:27:39.753+0000
13194139533859|1511828510207|2011-12-13T03:05:39.246+0000
21990232561230|1511828510207|2011-12-14T06:32:07.101+0000
24189255820751|1099511650312|2012-02-10T11:43:18.444+0000
19791209304051|1099511650582|2012-06-27T04:06:14.628+0000
8796093030364|1099511650666|2012-04-01T13:22:15.248+0000
2199023257930|1786706418709|2012-08-16T13:49:49.486+0000
32985348835199|1786706418719|2012-09-08T08:52:47.470+0000
17592186053137|1236950604974|2011-11-07T02:37:39.368+0000
13194139538127|1374389558661|2011-09-20T00:33:02.138+0000
10995116286561|1786706419397|2012-03-29T19:31:32.973+0000
24189255821547|1786706419397|2012-03-29T01:16:29.155+0000
8796093027686|1236950605699|2012-07-26T22:49:13.551+0000
2199023257135|1374389559203|2011-12-14T22:53:29.272+0000
28587302332407|1374389559203|2012-08-17T07:13:17.333+0000
24189255813453|1236950605762|2012-08-09T05:24:38.212+0000
24189255811663|1236950605772|2012-08-26T19:24:33.340+0000
21990232560559|1236950605774|2011-10-31T14:09:39.035+0000
30786325583825|1924145373466|2012-08-17T02:23:15.658+0000
19791209304154|1236950606171|2012-03-06T21:23:49.252+0000
24189255821058|1374389559696|2012-03-23T20:23:22.609+0000
21990232565935|1924145373647|2012-09-08T05:16:04.160+0000
2199023255817|1374389560165|2011-11-06T21:12:24.065+0000
4398046517184|1374389560165|2011-11-07T17:35:34.179+0000
10995116278570|1374389560165|2011-11-09T18:41:53.311+0000
15393162791447|1374389560165|2011-11-06T06:05:16.733+0000
19791209302377|1374389560165|2011-11-09T02:26:54.358+0000
21990232562436|1374389560165|2011-11-06T22:46:14.715+0000
26388279075769|1374389560165|2012-03-20T23:13:22.198+0000
32985348835502|1374389560165|2012-08-12T03:08:50.485+0000
4398046518002|1649267467159|2012-03-06T17:25:16.488+0000
10995116281711|1649267467159|2012-03-04T16:43:14.320+0000
4398046517184|1649267467216|2012-01-20T08:10:53.283+0000
10995116278570|1649267467216|2012-01-18T09:46:32.042+0000
15393162791447|1649267467216|2012-01-20T06:25:32.034+0000
19791209302377|1649267467216|2012-01-19T00:34:27.696+0000
21990232562436|1649267467216|2012-01-20T06:31:08.194+0000
26388279075769|1649267467216|2012-03-21T08:22:46.337+0000
17592186054401|1649267467294|2012-02-22T20:36:58.342+0000
13194139535625|1649267467707|2012-05-05T17:09:52.062+0000
2199023255798|1924145374844|2012-07-01T06:11:39.375+0000
10995116281275|1924145374844|2012-08-02T05:53:34.752+0000
19791209301403|1924145374844|2012-07-07T11:23:50.181+0000
24189255818453|1924145374844|2012-07-20T17:06:29.857+0000
26388279067805|1786706421963|2012-03-22T18:55:15.575+0000
15393162795047|1786706422224|2012-04-29T17:44:29.346+0000
17592186054756|1786706422226|2012-04-11T09:36:55.893+0000
17592186050346|1786706422229|2012-07-08T17:38:54.299+0000
19791209306156|1786706422234|2012-04-22T08:37:38.007+0000
15393162789174|2061584329207|2012-09-09T10:09:52.757+0000
6597069774643|1374389561866|2012-05-31T05:11:15.505+0000
19791209301990|1374389561866|2012-01-28T04:56:38.350+0000
13194139534982|1374389562014|2012-07-23T19:57:43.560+0000
24189255811663|1511828515656|2011-12-23T13:13:06.472+0000
19791209304051|1511828515722|2011-11-27T17:56:45.532+0000
17592186046110|1511828515828|2011-12-07T18:51:58.025+0000
17592186046110|1786706422802|2012-05-08T13:39:15.673+0000
15393162796592|1786706422853|2012-05-11T02:43:18.404+0000
17592186052664|1786706423207|2012-09-10T02:31:13.971+0000
4398046512167|1924145376774|2012-07-03T12:19:49.755+0000
4398046513186|1649267470370|2012-03-08T07:47:19.956+0000
24189255812733|1649267470370|2012-03-08T04:11:23.975+0000
10995116288226|1649267470481|2012-08-01T00:27:11.581+0000
13194139543168|1649267470489|2012-03-03T08:58:22.616+0000
26388279068177|1511828517021|2012-07-21T20:20:20.533+0000
19791209303315|1786706424012|2012-07-14T00:27:39.782+0000
1564|1924145377509|2012-08-04T03:43:48.855+0000
21990232560132|1924145377510|2012-09-10T06:20:53.390+0000
21990232561048|1649267470690|2012-08-18T17:51:11.930+0000
2199023258743|1924145377945|2012-08-17T17:00:19.378+0000
15393162791608|1924145377953|2012-07-11T19:13:07.580+0000
19791209301554|2061584331672|2012-09-02T18:37:05.751+0000
6597069769456|1924145379049|2012-06-24T13:39:59.153+0000
24189255820795|962072706072|2011-12-22T21:54:27.223+0000
26388279068863|1374389566523|2012-07-28T16:26:20.974+0000
26388279068863|687194799176|2012-03-26T06:00:14.447+0000
30786325585795|1649267473531|2012-08-24T12:26:26.623+0000
24189255817517|137438985422|2012-01-31T07:20:49.123+0000
15393162791578|412316892378|2011-07-02T17:00:55.428+0000
24189255815731|1511828520276|2012-04-09T02:01:19.365+0000
6597069777354|274877939099|2012-07-29T13:25:21.387+0000
26388279068863|549755846062|2012-08-04T23:18:29.000+0000
19791209301812|1374389567401|2012-07-05T10:03:06.674+0000
30786325585048|412316893140|2012-08-29T19:40:29.335+0000
2783|1099511660623|2012-07-23T13:59:04.263+0000
32985348840689|687194800263|2012-09-06T12:35:32.366+0000
4398046518346|274877940035|2010-06-10T13:08:29.743+0000
30786325579845|274877940035|2012-06-11T00:31:16.537+0000
2199023262209|274877940500|2011-06-17T17:13:49.897+0000
26388279067771|1374389568289|2012-04-23T01:02:38.869+0000
21990232556605|824633754437|2012-07-25T08:34:04.688+0000
2199023262209|687194801023|2012-05-28T16:17:05.304+0000
8796093030364|687194801024|2012-04-27T04:27:45.836+0000
19791209300771|1236950614945|2012-07-25T03:18:29.045+0000
19791209300771|1236950614949|2012-07-23T16:42:57.470+0000
28587302331852|1511828522056|2012-04-27T15:33:31.362+0000
6597069770886|1374389568845|2012-04-18T07:07:10.536+0000
13194139537986|549755848061|2012-06-06T18:42:15.256+0000
7297|1924145382924|2012-07-05T12:38:46.719+0000
17592186052746|1649267476069|2012-02-22T22:01:51.269+0000
4398046513018|412316894950|2011-06-29T03:11:48.800+0000
4398046520894|962072708890|2012-06-25T06:58:37.894+0000
4398046520887|824633755550|2011-08-19T21:19:23.510+0000
30786325578932|412316895932|2012-06-12T22:25:36.829+0000
9796|412316896064|2010-08-31T11:19:55.992+0000
4398046519684|412316896064|2010-08-30T17:25:50.634+0000
8796093030543|412316896064|2010-09-25T20:34:59.057+0000
15393162792240|412316896064|2011-05-08T22:18:04.465+0000
19791209304154|412316896064|2011-09-03T14:14:01.778+0000
24189255818526|412316896064|2012-01-26T04:40:13.072+0000
28587302329523|412316896064|2012-03-31T06:58:16.327+0000
32985348842021|412316896064|2012-09-06T14:42:33.844+0000
6597069768154|274877942661|2010-12-07T20:45:48.807+0000
13194139540364|274877942661|2011-03-18T08:13:10.900+0000
24189255815935|274877942661|2012-04-05T23:26:59.094+0000
30786325579399|274877942661|2012-08-26T21:49:01.368+0000
4398046519684|1786706430894|2012-04-14T15:44:16.756+0000
15393162792630|1786706430894|2012-06-13T14:45:03.147+0000
26388279072385|1786706430894|2012-07-16T02:30:44.101+0000
4398046519587|274877942750|2010-12-26T05:50:20.366+0000
15393162790398|274877942750|2011-10-13T01:23:29.274+0000
24189255814564|274877942750|2012-06-18T13:00:11.446+0000
4398046518826|412316896239|2011-01-13T20:42:50.915+0000
13194139536407|412316896239|2012-04-10T04:08:08.733+0000
21990232559534|412316896239|2012-05-10T13:27:49.891+0000
2199023260582|1099511663656|2012-08-21T22:02:25.830+0000
8796093025074|1099511663656|2012-06-20T02:16:32.178+0000
17592186048525|1099511663656|2012-08-25T18:32:00.800+0000
26388279074404|1099511663656|2012-04-17T05:46:50.389+0000
2199023266471|687194803280|2011-04-05T19:23:54.847+0000
10995116279592|687194803280|2011-04-20T02:03:52.767+0000
19791209300058|687194803280|2012-03-29T11:19:27.136+0000
28587302322537|687194803280|2012-04-21T00:29:59.006+0000
30786325585162|274877942954|2012-07-29T21:05:26.070+0000
3627|549755850196|2012-04-16T04:20:40.444+0000
30786325585162|1099511664173|2012-09-09T04:27:40.140+0000
10995116286164|1374389571348|2012-06-04T15:32:16.251+0000
2199023259200|1099511664563|2011-06-27T11:00:43.844+0000
24189255811566|1099511665360|2012-08-24T12:21:49.887+0000
28587302324670|687194804968|2012-08-15T09:23:20.841+0000
24189255819727|412316898049|2012-04-21T19:16:57.887+0000
4398046520894|549755851652|2011-04-15T13:19:41.906+0000
24189255811566|1511828526036|2012-08-08T13:47:36.738+0000
8796093031057|1099511665888|2012-07-20T09:12:27.965+0000
21990232557756|1099511665895|2012-08-11T19:20:54.200+0000
4398046517155|1786706433282|2012-04-25T21:01:06.658+0000
6597069775816|1374389572940|2012-04-11T00:26:22.244+0000
21990232557756|687194805683|2011-10-25T21:09:59.587+0000
8137|1924145387015|2012-05-17T07:39:10.383+0000
9850|962072712877|2011-10-14T17:27:00.739+0000
10995116285723|1374389573364|2012-03-07T10:13:15.387+0000
2199023261462|1924145387319|2012-07-18T15:18:41.265+0000
4398046517643|1924145387473|2012-06-16T01:02:17.183+0000
15393162792505|962072713335|2011-04-20T09:01:57.294+0000
15393162794693|824633760280|2012-03-29T23:13:26.848+0000
2199023263799|824633760475|2012-06-16T01:37:58.786+0000
10995116285850|1786706434808|2012-05-17T07:27:24.810+0000
13194139535717|1511828527991|2011-12-23T17:45:29.626+0000
6597069772009|687194807222|2010-12-11T02:33:42.957+0000
28587302326757|1099511667974|2012-04-14T14:33:05.646+0000
2199023265729|1924145389331|2012-06-04T21:26:36.657+0000
6597069777240|1924145389331|2012-06-06T10:00:35.077+0000
15393162793919|1924145389331|2012-06-07T00:23:59.154+0000
21990232562305|1924145389331|2012-06-03T03:38:50.950+0000
28587302332560|1924145389331|2012-06-08T01:02:53.711+0000
2199023259002|1924145389438|2012-06-04T01:17:20.791+0000
4398046514225|1924145389469|2012-06-03T14:18:50.499+0000
8796093029500|1924145389469|2012-06-08T13:57:19.994+0000
15393162796696|1924145389469|2012-06-04T09:08:45.510+0000
24189255815856|1924145389469|2012-06-04T01:23:40.248+0000
30786325580979|1924145389469|2012-07-27T22:48:25.507+0000
2199023260091|1924145389622|2012-06-03T21:57:43.072+0000
6597069775936|1924145389622|2012-06-05T06:27:47.143+0000
15393162791313|1924145389622|2012-06-04T15:19:42.640+0000
21990232561230|1924145389622|2012-06-03T18:42:36.570+0000
28587302330270|1924145389622|2012-06-03T17:54:15.017+0000
2199023259002|962072715418|2012-04-22T15:48:33.112+0000
15393162788865|962072715418|2012-04-10T08:28:55.128+0000
28587302326757|962072715418|2012-08-08T10:01:19.305+0000
15393162791313|1786706436264|2012-06-07T16:10:14.598+0000
30786325579755|1786706436264|2012-07-22T12:39:40.540+0000
6597069775936|1511828529326|2012-07-11T18:19:59.310+0000
21990232563408|1511828529326|2012-01-19T08:43:30.742+0000
10995116284808|962072715486|2011-03-15T15:23:18.261+0000
4398046520894|962072715494|2012-06-28T12:26:15.034+0000
15393162796696|962072715494|2012-07-05T01:45:50.326+0000
28587302332830|962072715494|2012-07-02T09:47:42.100+0000
4398046518895|1236950622539|2012-01-08T02:06:59.695+0000
15393162791313|1236950622539|2012-05-03T07:34:21.700+0000
28587302330793|1236950622539|2012-08-28T17:47:45.614+0000
15393162798801|412316902438|2012-02-11T08:48:44.523+0000
13194139535717|1924145390677|2012-07-02T09:44:12.929+0000
13194139536845|1924145390718|2012-07-23T21:49:25.495+0000
13194139535717|1236950623508|2011-09-23T14:54:07.687+0000
2199023264648|1649267483984|2012-03-01T02:17:50.783+0000
6597069776101|549755856248|2010-10-26T20:24:12.896+0000
19791209305904|549755856248|2011-08-04T11:08:57.936+0000
10995116288226|1786706437703|2012-04-18T04:14:42.055+0000
24189255814531|1786706437703|2012-04-14T11:03:59.921+0000
13194139540856|1374389578455|2012-03-27T06:25:52.809+0000
13194139540856|1649267485471|2012-08-22T11:30:15.659+0000
2199023259756|962072718242|2011-05-06T12:24:03.774+0000
10995116279452|962072718242|2011-05-04T22:55:25.710+0000
21990232557823|962072718242|2011-11-10T15:53:32.508+0000
19791209309385|549755858030|2011-09-17T00:49:23.375+0000
26388279070362|962072719409|2012-02-01T08:15:24.562+0000
19791209306653|2061584347209|2012-08-05T03:45:08.060+0000
10995116280587|1511828533426|2012-01-08T23:13:49.713+0000
13194139537520|1236950626632|2012-08-01T07:14:06.216+0000
24189255815044|824633766354|2012-03-25T22:29:09.258+0000
2199023264388|824633766490|2011-02-10T21:29:21.361+0000
8796093031506|824633766490|2011-02-12T16:03:31.498+0000
17592186047200|824633766490|2011-06-01T17:13:47.916+0000
28587302324670|824633766490|2012-04-11T11:26:52.117+0000
30786325577977|824633766654|2012-07-12T03:38:16.086+0000
8796093026755|1649267488082|2012-02-25T08:54:08.306+0000
6597069767242|1649267488168|2012-02-21T12:27:00.627+0000
10995116287870|1649267488168|2012-02-21T18:19:40.754+0000
21990232561749|1649267488168|2012-02-22T06:55:44.311+0000
8796093031057|1649267488191|2012-02-20T23:42:16.290+0000
2199023258743|824633768372|2011-02-17T05:53:12.911+0000
9116|1511828535771|2011-12-18T13:40:18.609+0000
21990232559573|1511828535776|2011-11-21T13:42:37.531+0000
15393162792902|1099511675504|2011-11-26T06:56:17.996+0000
3219|1099511675544|2012-04-28T12:49:19.453+0000
6597069777107|1236950629088|2012-02-15T12:53:29.232+0000
17592186052272|1374389582778|2011-10-27T09:51:28.920+0000
8796093023907|1374389582823|2011-10-23T02:25:05.927+0000
32985348840984|1374389582823|2012-08-17T16:51:35.031+0000
30786325583086|1374389582966|2012-08-04T05:59:29.225+0000
24189255811566|1236950629591|2012-01-16T06:24:59.611+0000
17592186045238|1511828536578|2012-08-20T12:50:26.870+0000
10995116286821|1236950629669|2011-10-03T01:42:14.632+0000
15393162797405|824633769410|2012-02-24T14:42:52.158+0000
19791209302191|1099511676427|2011-10-30T00:39:26.329+0000
30786325585162|1511828536913|2012-09-08T00:32:15.147+0000
2199023257239|1374389583860|2011-10-11T03:49:22.554+0000
30786325585661|1511828538449|2012-07-16T22:23:10.556+0000
8796093022938|1374389585104|2011-09-22T03:30:33.168+0000
13194139542264|1374389585104|2011-09-24T04:54:46.800+0000
24189255811940|1374389585104|2012-01-17T12:11:11.779+0000
2199023263067|1786706445834|2012-05-22T04:59:00.628+0000
19791209300828|1786706445834|2012-06-13T04:14:16.784+0000
8796093022938|1236950632009|2012-01-09T13:23:38.623+0000
17592186049259|1236950632009|2011-10-06T23:44:54.068+0000
2199023265381|1649267492477|2012-02-26T08:44:22.741+0000
19791209300828|1649267492477|2012-03-23T00:31:30.546+0000
10995116280723|1099511678618|2011-09-26T16:52:43.266+0000
8796093025833|1236950632134|2011-09-08T16:19:04.022+0000
28587302325563|1236950632134|2012-06-16T20:44:01.148+0000
