person1,person2,friendsSince
5505,4105,41106
5577,8689,41450
3532,6124,42454
8483,55,42246
9723,2180,43675
2608,4419,39530
8956,8307,36662
8695,5424,42620
5136,9929,38197
216,3854,42792
265,2720,40068
4519,5245,38615
7392,9381,43858
1360,8027,43721
1180,9108,41162
9563,5725,43394
1844,8168,39576
124,4473,36881
195,2534,38888
1595,4383,42689
3322,7024,43618
8387,2757,43321
1498,5495,38209
1603,7977,37194
4132,9212,38384
8247,120,41376
2676,5717,36910
3950,7025,41960
8927,4552,41109
9180,6930,38292
7140,2594,38981
5503,6875,38734
2070,7604,41479
3985,7436,36540
7839,7584,42462
1376,1999,44118
8565,8259,42523
836,8395,40657
877,2555,38575
6835,4898,36902
7082,8830,38458
9348,8278,38759
6241,3737,38212
7683,6027,43102
986,2681,41466
4259,8612,38516
7718,9024,41308
6050,4758,37633
9212,1694,38472
2533,4642,40224
1855,6920,36916
2395,5329,43772
5901,5777,43733
9101,1955,41599
2450,5295,40620
8770,1197,43423
4062,5479,38468
3407,8891,38017
7058,9943,42744
1281,2709,40592
3309,3288,36538
3768,6162,42263
6339,468,43150
9542,2677,37592
8829,1951,41336
9677,512,40630
7790,8740,43625
4583,2424,40188
4050,1761,37983
8824,7037,43231
8798,3700,42605
1328,6442,39363
8978,3489,42806
9081,2168,43783
7061,8122,38881
5225,8131,41859
2919,6112,44136
3012,3470,42102
5580,3483,40116
9721,5262,43912
2833,574,41570
1554,8910,43896
7968,4796,41217
753,2046,37077
9219,6584,36850
1294,9403,40502
121,8179,40705
5893,9002,43773
3471,4218,37141
8111,6756,39195
1346,7065,39355
3770,1901,40732
1972,5926,36935
7547,5049,41426
6139,7014,36892
9999,9611,38041
5839,2605,43750
6482,1388,44160
9123,2807,42733
8166,5456,41255
483,5773,42054
8405,6656,41714
3561,3878,39602
7855,929,39862
7390,7530,37651
1827,2357,39429
9763,4831,41377
1343,8615,41464
1373,9296,37753
9298,2994,40665
8971,6698,42606
6824,2104,41523
2802,5182,41347
827,4374,39189
2929,6265,41777
1925,7348,36901
4391,4816,37515
580,7202,42572
9747,4844,39740
6367,1037,39664
2308,7124,44179
6046,5961,37170
4018,3493,41683
4109,3872,38103
5387,1549,40057
91,1838,38347
5104,7545,38252
4833,3235,39674
2405,7495,40091
6492,1788,42812
1283,9473,41005
3107,5985,38661
7633,9573,36721
2480,744,40899
5493,6845,42011
7610,4924,41907
9737,6031,43766
2834,1641,43139
6484,5777,41544
5494,1384,42972
2989,1604,37404
6119,2425,41606
77,36,37901
8350,8057,36528
2382,6480,40954
9231,6569,41355
8328,9689,42698
7118,9921,43511
4742,2770,39257
346,725,41418
395,4688,38385
7887,5937,42017
2492,6989,41799
1540,6415,42838
5558,8598,38761
2596,3249,38664
655,7884,41476
5434,8899,42319
618,9566,37158
5211,5119,42867
4655,5630,43837
4745,9587,40277
8079,5120,43843
3919,4691,40603
1430,1179,43770
4328,3198,42532
6447,3640,40735
4328,608,40640
1536,8366,39150
7059,7023,40573
3650,4488,42884
8876,9385,38103
2615,5898,40928
2073,457,37705
6435,3242,41197
5510,5929,38177
3364,7408,38391
394,8928,43409
5243,4858,40232
9532,2617,39206
9366,5313,38134
5045,7575,38693
6634,2494,37802
355,9990,36855
7419,802,39765
5186,3286,39092
7425,8994,41082
5243,5816,37337
6777,6689,38034
7749,963,39683
3745,9486,39984
147,1270,41742
3630,3288,43886
3119,9946,38656
1205,383,38911
324,3630,36701
1502,2540,40794
4789,8111,37756
3511,2655,44144
8041,4586,38176
1406,409,37942
3733,5457,37159
2047,8918,37134
7356,1950,41089
3676,1965,41321
9366,4086,36822
9074,7647,37996
4447,661,43807
342,1325,41744
1129,7867,40386
499,6363,40185
318,3413,42230
1357,5021,43758
8398,3678,39336
4103,2165,40177
1211,7258,42771
980,3070,41423
5808,9912,43650
1389,3402,39476
6893,8307,41877
5736,9135,43774
4532,1626,40016
3444,5664,42626
8793,9245,36797
6530,1480,41377
9178,4407,43582
2680,5272,37848
344,1418,43955
8158,3308,39588
7094,2161,43722
5007,5587,42665
8676,24,40466
3240,1856,38798
2427,1640,37102
9622,1183,41041
1186,7550,40902
3732,9785,40977
598,9876,37255
373,6955,41285
5065,2502,38117
4062,6528,39726
5789,5384,38274
4417,6851,40788
6381,6791,42305
1072,4926,42683
6650,1572,38577
7351,6072,40302
3966,8629,39632
1378,3474,41450
2181,2394,43235
1821,1225,38356
6567,3072,42844
2839,5832,39673
4147,8138,38577
3366,6248,38083
8975,8868,36554
7145,1995,43994
2270,999,41356
7019,3612,43792
5101,6441,41887
8375,2196,38447
3820,4821,37558
5002,1465,40615
5754,7746,38857
3570,8840,43029
9386,2920,41968
1045,5115,39308
4593,2739,43074
3381,7492,42705
5984,3566,37913
1162,288,39386
7098,5033,38925
4292,1800,37092
2459,8527,40447
4185,3618,38685
9143,7531,41066
1508,5622,41212
6860,7031,44188
1554,6546,42570
4557,9364,39727
483,4955,39978
5794,9762,39421
2835,9611,41148
8217,2945,42958
1603,9553,41167
6050,8015,39395
6411,3700,41712
5858,7698,38980
4389,3436,42083
7920,4905,37197
415,1722,37056
4728,3428,40760
7045,7143,41740
3195,3779,37838
7448,2850,43434
1052,8145,43376
7405,5900,39463
4321,1526,38074
5102,6426,38505
4549,9760,41933
1030,2162,41526
4046,6363,37697
4407,8298,40406
2220,2166,39482
6055,1617,40498
7272,7340,43234
9664,370,40841
9364,4986,41908
4778,8831,39840
7694,3846,37522
3997,8955,43225
5295,6577,44036
1740,1771,37723
5687,3974,37259
5315,9492,38501
4315,8956,36783
9006,9882,42603
8587,2631,41762
8989,8158,41413
3504,9995,39787
8828,8391,38693
2342,2681,41357
1726,2840,40115
6774,6851,37800
9857,8057,38951
334,757,38118
7642,9257,40802
8949,4223,43758
6825,1728,43320
1625,8058,39393
3201,5043,41891
5145,7695,41851
3459,1844,40743
3756,4109,43851
7129,738,43490
2243,9606,39677
1357,6891,40291
7560,8317,39156
8996,8290,39287
3990,8177,43946
9243,480,40643
1660,4706,40808
436,6791,42828
1270,7495,41782
9374,454,40114
4962,6525,40455
6749,9743,43736
5,1947,36911
3365,3712,39575
6901,8182,42666
9586,6755,38314
5610,7631,37625
7859,8672,37752
4319,7718,39939
1299,30,41414
4686,7651,40339
173,9227,37655
9590,4178,42849
7008,3682,43422
3863,9664,38685
9839,9943,39370
4584,2182,38018
9893,9878,37929
7757,2488,43710
6955,2381,41238
5280,6606,41823
2966,1301,43492
8767,6284,39950
2700,8064,42990
3765,4705,43740
9656,2939,42056
9732,5986,37019
4403,8046,43622
3900,8581,40652
5974,1455,40896
9573,2908,39843
5102,8339,37127
4477,9171,42961
6919,8900,39473
8006,3636,37313
4724,2012,44184
4618,521,39967
9565,565,38853
5009,3054,40739
143,106,36704
7985,3480,37821
2556,9928,36617
5013,9053,40988
1499,8197,44097
2762,8544,40014
7454,6816,37724
7388,9034,43969
2468,9294,36754
5209,7211,43952
9888,9474,43202
2395,7595,40884
5887,3658,41111
8670,9663,36833
8730,9349,43874
7829,934,38854
6597,6137,40261
4380,9511,37304
2457,959,37726
6344,9852,37082
8155,9263,39395
1194,5362,36630
1677,7259,43380
6531,9950,43676
5768,9202,39306
8149,6545,43568
3700,651,41760
1465,7818,36555
7810,1539,41043
5186,8104,41780
6958,2678,42298
6640,4445,37394
9269,2015,38865
1653,4669,40376
4519,6183,44172
1070,4819,38682
6873,904,38858
8837,4120,37850
5836,7563,36827
9892,4921,43314
1725,9223,41601
879,7699,37967
2732,4549,38094
2795,873,40039
4097,6790,38888
1584,9991,42374
8392,5574,38355
9614,3635,43624
6981,4651,38168
4691,5834,36611
5809,3926,39130
1079,9248,40723
9790,8572,43583
9652,5101,37777
8135,3920,37652
8758,4361,40665
6040,1811,36597
5937,9311,40700
4373,9439,37526
6200,5833,38668
7048,7728,37579
5468,7421,37062
5311,6345,41566
393,9131,39759
7493,9718,39953
9600,5651,36580
8386,7903,43153
7569,639,36933
119,2219,42733
1633,7733,42345
7465,5227,39451
9949,1677,37624
2136,6335,41348
4246,5098,38316
3878,9904,43380
8374,2712,40294
1668,1683,44147
1132,1790,42969
5453,3805,41016
717,1631,37101
4565,9692,40878
9185,1907,42139
1086,219,36715
6137,8627,43121
8218,3297,43870
5886,8936,39873
9201,2018,39080
4763,2631,42103
8824,334,42351
4026,4849,40667
8329,4312,37595
2389,6835,38190
2800,7405,40266
5872,5242,37854
3843,7839,41397
3270,2738,41932
3477,3659,41945
4412,6171,43321
2355,1869,39465
9061,8298,41407
1327,9884,38118
7230,2365,37960
2304,2370,39551
5043,8642,42534
9799,5582,39478
5214,2366,38861
2512,4079,43079
3237,2724,37430
3755,2049,42892
2177,5768,43302
1272,8820,40883
9670,8628,39428
3670,1109,41500
9885,3756,38775
2935,9734,42247
6391,3294,39186
2834,4827,37392
7456,3765,40412
3896,9940,42315
2722,4793,37367
8127,4825,39453
5381,2988,42949
7107,7337,40590
2385,9134,41397
1383,125,42422
8005,3677,39380
2868,5127,43074
7450,1237,41313
4015,7787,38245
1418,5897,39692
6021,9397,37413
9915,8164,42217
5339,8446,40532
6943,8771,39185
7971,6202,37375
9556,3574,40795
2571,1037,38641
2659,8110,38019
6381,8862,42850
7543,7059,37031
998,8036,43838
4561,6213,43056
917,1712,38753
3326,8848,40189
1157,9810,43822
2357,2668,40722
3986,2815,41864
8733,1396,43352
8773,4697,38731
6891,3065,40565
9797,5355,37672
1741,8011,41040
8250,5803,42958
254,3921,40945
4092,495,38516
9720,2712,40801
3619,9625,44176
1169,2570,40448
4077,8447,42091
8685,5622,41470
9072,4434,42333
4416,5021,40079
5060,4981,40620
1404,4663,43083
9151,4472,38719
8901,9941,37353
3487,2984,43837
6608,9240,41007
5029,2763,41690
6417,5788,39192
249,8322,37776
9590,7839,40995
7872,1075,41650
6457,8843,42565
6612,9165,42254
3014,3739,42833
8657,2263,42753
1850,3970,42970
559,9362,36827
7497,7486,37366
2051,932,40307
3569,5815,44156
8582,9307,37053
3787,944,39316
7915,3790,38720
8893,4636,42071
6613,177,40859
1236,7438,39148
6672,9841,40051
2525,6763,40395
2791,5923,42600
9041,1501,40790
8657,4899,42116
2536,4114,41798
4615,330,38245
6768,6479,42628
1936,2078,43420
8564,1930,42826
7310,1488,36724
4642,1653,37148
7507,1488,42369
1047,8749,39273
6198,9707,37432
1028,5586,37226
5960,6119,42492
3557,5173,36921
8160,1848,40620
5883,9806,42981
8797,8289,41492
3671,7373,37111
4317,3283,42412
5650,2751,39830
2922,8974,42385
1361,2933,43041
5354,5804,38020
5654,4834,36853
5981,4929,38570
331,269,37498
2482,1456,43865
7713,8147,40191
1946,9907,38214
2621,3436,43604
5986,3968,42699
7159,40,38557
7275,7364,39045
7320,2370,37314
9095,9031,42344
553,9354,37460
8963,2255,42711
9968,8422,41565
1931,5375,36932
1694,6509,43851
2606,5683,37173
3101,8571,38513
7473,3768,38746
3861,2343,42503
4345,4899,40052
746,3539,42096
5519,3292,42612
9533,3640,43882
8804,7553,37342
5482,1565,42190
2540,165,41453
6899,2269,37548
7662,9512,41423
5358,4266,42467
1447,4408,42198
92,3224,41198
9130,5760,42214
1105,5321,41656
9259,1408,37395
5524,9491,43132
3516,7720,40883
1660,4356,38569
8449,4851,42486
6554,9754,38743
4801,918,40349
5462,8285,43790
6164,3815,39334
5451,680,39933
5424,7530,37780
9740,2309,39770
2611,7507,42191
6682,7988,40285
5613,7395,42641
8275,3379,37728
2661,6474,39860
5166,5773,41894
6296,4077,42053
2836,9701,41887
4720,9518,41088
2510,8738,43638
1733,1323,40496
8878,7357,43953
4788,4813,39022
5747,3513,38296
2081,7380,39694
9813,6168,38058
9772,6559,38915
8506,7256,40045
7538,7645,43307
1296,9602,37584
2200,4565,40256
7101,862,37235
83,3105,37616
2298,8788,43038
8766,2240,40289
6541,915,38748
4130,4634,41239
5072,6975,41802
1608,7811,42298
9270,9323,43976
7124,3258,40699
8037,3233,43227
2525,8286,41897
4806,617,40538
2383,1299,44119
1588,5419,38143
6751,3780,37448
6092,5053,43881
2755,8155,43561
3435,9319,43495
9514,2899,36681
1033,7311,40865
7667,1644,37069
9551,799,39386
3112,473,40525
6559,6741,40448
1437,4071,39268
7453,9835,42635
6466,6768,39364
2328,6096,40480
8489,7226,36646
9057,9861,44071
9516,4064,38570
5420,6996,44142
3401,1205,39525
7350,829,43333
3587,82,39993
8239,2449,39318
9503,8139,38092
2691,9513,38206
4673,9952,37404
9783,3090,42763
5229,7899,43845
2727,9675,43632
7128,1457,43385
8048,1510,36879
3523,4799,39194
2113,4738,44001
6415,1527,43420
8915,5046,39103
4300,4371,44192
1032,5645,40607
5666,8543,43925
350,9244,41282
1626,7005,44023
5153,7115,37439
1376,8179,40952
2446,55,37979
7933,9683,41818
9862,9474,38882
7,1608,40161
7199,1397,36769
1122,4512,42247
3183,6523,39317
7011,6756,43040
5196,8607,39780
5248,734,39545
8536,8969,43400
7433,9744,43562
17,1828,36844
1218,105,43611
7172,3742,42605
2340,3193,41006
7811,3825,38169
8473,8807,43772
1061,5755,44125
4053,9811,43590
5392,8980,37438
44,5345,42558
1703,292,42158
1131,8689,42679
4487,4604,42707
1725,5355,40624
6053,9805,39550
2249,4619,40793
1662,6043,42970
46,7685,37417
4179,4730,39990
8062,2745,40969
838,5769,36693
7557,9487,40165
2213,3954,37530
3558,7946,42474
9996,6469,40447
6269,2623,42135
344,6230,40355
358,5519,39818
5507,9557,40548
1337,8064,43646
1259,4207,39916
2386,9403,37293
5844,4052,40579
6447,8397,40181
8922,8210,39878
9278,6706,36804
2313,6854,38644
5194,1923,43693
3290,8947,40258
5132,5327,43328
6103,3947,41598
7501,3294,38962
790,9459,40724
1285,8455,38339
6942,5252,41756
7575,5170,40792
6829,3887,42445
2466,1645,38561
9598,3133,42065
8932,5640,38092
7721,419,42890
9666,7085,40153
2131,1248,43061
1602,4334,39924
6758,5840,39224
1049,4416,39226
878,8193,40479
8399,238,41320
3423,2733,42898
3015,1510,39702
9690,2161,38186
2478,758,37953
2378,7333,38918
6534,5166,36843
8957,7955,37184
8643,2271,42003
5194,9284,37491
9578,5472,39576
6754,9566,38774
8007,1360,39618
5136,8931,39254
7613,3776,38613
3989,7339,42488
6056,6809,40007
4384,302,43901
3029,3402,41541
731,4656,41398
8888,384,42011
2437,5080,39516
4747,1478,37294
427,1589,37825
4237,1443,41639
7134,5338,41161
4545,2501,43066
7607,4957,44132
9285,985,42647
9330,5357,36694
1207,5308,38768
9782,665,39505
4719,5036,42755
4957,7473,41389
1488,7146,37202
7041,7616,39859
9050,4143,40022
4655,4917,37812
4470,4444,40789
1966,8012,42781
127,1142,43726
2812,8537,42446
2725,3370,43034
5825,8457,40309
9329,1187,39583
424,4522,43500
2712,8949,37101
5279,2720,41749
7411,705,39286
5982,2532,40822
9172,7329,37764
1346,9269,36746
804,1042,41759
1081,8223,39838
2484,8104,43942
5506,3927,40456
7378,7740,38939
8051,8154,42319
8447,8276,39168
1164,3225,37459
6775,9252,41469
8835,7026,42789
6189,2663,43845
1185,7261,39954
7452,2086,39380
1342,6212,42087
1405,6260,36536
8266,4792,37242
7297,9560,43168
9495,2402,43401
8879,2458,40852
755,9247,44075
8940,5293,39896
4317,4536,38422
3037,9131,42455
2607,3355,40643
9574,6333,40596
6016,9484,40964
6342,6822,41064
6014,3161,38851
634,1760,38695
1995,4681,41660
8300,6377,37016
2008,5016,43171
6108,6363,37915
7846,5030,38620
1887,2790,37004
2325,3822,41790
233,9183,38047
2995,387,43675
8062,7192,41451
9746,9679,40317
1903,6773,39848
6045,8738,40859
2339,9666,43629
5235,7916,39773
8727,97,41138
6513,2590,42560
6851,8579,39813
4109,6737,43011
4231,7392,43023
9052,8742,42071
842,8620,43248
4480,7016,38466
7010,1913,40719
1887,877,38492
4582,5623,37031
4439,425,43925
3724,1053,42735
6652,2872,39224
862,1603,41183
1224,4210,41048
426,4959,43712
5069,354,40625
3606,3203,40632
9160,8460,38168
9387,8534,39669
2506,4958,44010
1626,3355,39078
7375,3220,39542
6210,4962,41061
5944,2536,42665
3960,7696,43287
7028,9481,41428
9516,8705,40211
342,3745,41355
4889,5727,37865
4670,7586,41065
23,7385,42549
6992,274,42681
1206,2779,38082
8901,883,40391
1951,7048,40218
3142,4507,39709
587,997,42023
8605,2651,42740
1108,4756,39316
2718,8813,37820
9254,3678,37845
625,3826,41486
5387,8847,41331
3865,9461,40763
146,1499,39647
8974,1077,37153
7417,6416,36749
1885,4099,41957
141,620,42010
5809,5536,38454
3858,3007,42620
1894,548,39797
2980,5111,42906
6858,6073,37090
7065,8170,42277
2138,9310,42666
8532,7594,41304
8657,7667,37509
943,1643,36836
7877,3336,41592
1266,9806,39143
9023,89,43595
453,6338,39678
6505,6577,38351
8158,9579,42379
4772,2592,41757
5717,5182,43172
1069,881,42174
8016,1656,40688
7486,4417,41189
6827,594,41616
626,9710,43712
2026,105,39242
6623,1282,36772
7129,4027,43297
7053,6338,43443
2528,4601,36772
4494,3228,43475
4630,5543,41669
348,744,41671
972,1547,42145
3554,5737,44169
3452,8273,37626
5703,5940,42047
2659,4623,37166
9458,4844,37600
7246,1267,40412
4224,927,41606
9387,7084,40798
4579,2455,38605
8425,9962,38898
2633,3538,37769
7718,9791,37347
2056,713,37811
4412,7416,43569
3367,5672,38453
3992,4308,38630
2257,393,41415
1834,8064,44104
5706,964,39397
6552,4112,43897
7574,9136,39208
6458,4754,37355
2038,2999,38041
3625,1272,37444
9487,9003,40379
3072,6649,41309
9144,7811,42691
5059,5902,43661
4216,751,40285
6501,6243,41901
9832,2318,41027
9297,7719,41747
7550,387,40699
4260,5672,36602
2798,8620,39415
2913,8806,42023
5506,7922,39717
676,7567,40589
8096,4919,43099
8283,2275,42633
5114,8663,37784
2367,4890,41149
6068,1515,41550
4081,634,38559
8890,4428,41841
545,3594,39369
8907,9164,39566
9436,8844,43704
1550,4421,42439
8041,2094,38923
8920,2050,43196
8921,9573,37780
9410,4636,38993
6133,4710,41230
7297,2015,41782
5269,10000,38148
1989,2699,41707
1163,6927,39790
9529,1490,43649
6842,6693,40391
6386,1748,38873
8728,3613,40100
8347,1769,38335
5354,6415,37196
4836,5900,41033
1516,583,36970
3915,7907,43340
7698,2339,39056
5908,9188,40648
5555,5120,39009
6620,4957,40435
2124,2639,37593
1643,7301,39573
495,3925,36569
7886,8093,39777
4991,2370,40549
8539,9485,41369
3860,1149,43265
8774,8412,39614
5236,1318,43366
6053,7668,37633
2143,8368,37856
8160,8532,40708
4404,8825,43655
6379,5085,39985
8286,2165,37255
2544,8782,40110
7675,6063,39499
77,7544,41754
5350,8564,42065
6143,4081,37719
2243,1729,36811
2877,8646,42381
1288,472,40884
9488,4592,43291
8805,34,38939
5438,5202,44163
9523,2637,41809
3878,1972,44082
6847,4700,43032
8605,4377,37772
6715,5571,40199
4217,5657,40151
6638,3681,37128
4962,3798,40447
2034,1832,38521
7903,7470,40564
7575,6111,41098
5162,2084,40028
7154,7094,39600
5337,1846,37998
6763,3680,37369
1710,1554,43695
8163,5217,41399
9148,5002,36718
3379,5818,43089
7842,6300,39198
8898,2703,43319
8266,5103,38368
9555,3499,38498
4877,1923,38613
7219,4738,43958
6835,1247,43812
4509,2953,41429
1234,6044,41191
5680,3831,41628
4524,4297,38964
6316,5005,37839
476,6484,42986
4532,7704,43003
8186,816,41857
7057,3611,42679
9519,7127,43074
7570,2885,36956
8309,3416,41588
9368,5726,37315
8503,251,37620
5322,8061,40338
1157,9066,36889
5897,1956,41917
1698,3040,39562
9478,881,41093
2575,1314,44110
4790,5770,41883
9978,49,42711
8214,7046,38515
3223,2520,41841
7959,1306,42671
5402,5489,42930
9956,6769,39733
1176,8126,40114
1194,9768,43336
763,4988,39485
2301,6421,36757
6203,8987,40929
6239,600,40281
2002,1980,43497
5372,521,42579
1385,3514,43380
7302,6529,42632
8125,9626,39974
2547,1412,38448
1562,5783,41109
3752,409,37074
2127,9594,43768
4700,9533,42189
4993,6310,38456
7948,3987,43688
5482,1183,40036
1852,3343,37312
609,7782,36736
9054,1925,43563
2642,7025,44035
5598,7204,40284
2164,8738,38254
780,5024,41212
6130,8777,41368
6143,9364,41579
3166,5096,38937
1772,9284,37957
5651,5994,39345
1264,9130,39881
1199,9357,41760
3969,8421,42577
6564,8351,37250
5461,8391,42015
8986,8044,42437
6656,7474,40664
9843,1099,39380
1149,8437,41532
8509,2897,38310
809,6042,39830
9044,3189,37799
2386,6963,40452
3386,4540,40963
9544,2218,36873
3167,4209,38534
4730,6868,42005
7492,6362,37285
1804,1084,38766
8130,703,42846
3480,8979,37876
6500,121,36611
1290,1164,41402
8755,1569,38396
8964,1842,37494
7347,248,36755
1054,4707,42389
4611,6112,43646
3426,163,37405
8849,2192,42231
8133,9840,43620
3753,8717,40033
3885,6580,36643
214,782,39920
6585,3623,41146
7921,1495,44160
2059,8017,39876
6684,9974,39190
1917,1122,43855
7012,4166,40708
7005,1050,38077
3381,3073,39806
6687,9304,44104
3358,9742,43953
6257,1298,39025
5108,5401,40933
7806,1762,38374
6981,2785,39533
2562,7855,38937
5159,406,40267
8779,2969,39909
496,8416,42051
6338,9037,37743
6081,5561,37462
6368,6764,38724
4402,2918,40576
2188,6563,41445
6725,8798,42523
108,4482,37135
2249,2035,36640
7180,145,43868
1377,584,40478
238,1932,40568
3898,8353,40019
5271,8761,41965
9798,2742,43084
4876,2448,42368
8598,4943,38572
5496,9096,36762
2096,4591,42730
6521,1961,42772
2769,7890,39344
5155,8554,39254
3430,3410,42045
3270,2665,38700
5125,3823,43228
8291,4448,44025
3594,1984,40099
8995,7009,40904
8146,9352,41485
2155,5049,43161
6518,7454,39668
9586,3497,38911
5841,9864,41425
1700,2989,37650
4771,5557,37635
2055,7267,38483
1582,716,40118
6115,9672,38950
7832,959,41237
1339,2594,43670
3506,9390,41823
1914,7560,39757
4613,4069,41797
3956,6128,38533
3501,4578,36714
6319,4550,40005
829,3348,43085
2617,6324,38886
3277,5303,43428
3987,2948,37260
1104,1856,36744
7780,4975,42450
8484,204,37921
7760,977,39933
8515,6960,36937
4832,8954,43315
479,1257,38417
4051,7494,37486
4680,5989,41851
6533,997,40685
5565,5308,39953
2437,1113,41434
5521,470,39238
3320,4510,43387
6800,6263,38664
1661,2891,41954
463,5932,42513
1197,685,39032
1622,2929,41780
7728,7848,42671
7968,1582,38908
8274,1171,43333
5974,357,37170
2269,6225,39711
3838,4542,40190
1624,2836,37186
1563,3420,43625
8873,412,39097
9028,1978,40787
8480,487,40166
10,1870,42254
2078,8782,38802
6370,3963,41262
8256,6352,39459
4667,609,42554
7799,6166,37475
9427,9468,38605
5378,9417,40209
9281,2422,43552
4335,2549,38835
