Comment.id|Person.id
412318209853|150
412318209986|150
412319472979|150
412321521336|150
412323347385|150
549756075328|150
549757163233|150
549760441519|150
549760668269|150
549762262978|150
687194989054|150
687194996586|150
687196958529|150
687199845354|150
824634827155|150
824636578418|150
824638211740|150
824638348484|150
824640208373|150
962073272203|150
962075070426|150
962077231973|150
962079217110|150
1099512713499|238
1099516017834|238
1099516233339|238
1236953102898|238
1374389905324|238
1374390766509|238
1374391666533|238
1374393924713|238
1374394402032|238
1374394688884|238
137439677013|238
137441061174|238
137443581710|238
1511829854773|238
1511832792343|238
1649267812214|238
1649270262712|238
1649273904201|238
1786708757172|238
1786710935339|238
1924146129402|238
1924148304898|238
1924150293617|238
2061585322277|238
2061588692273|238
274878069582|238
274878775948|238
274880589631|238
274880590314|238
274880590728|238
274882227725|238
274884381313|238
412321180672|238
412323334674|238
543422|238
549756544736|238
549756544775|238
549758495762|238
549760018872|238
549760994295|238
611697|238
687195378354|238
687197588600|238
824634274900|238
824635828508|238
824636769937|238
962073397410|238
962073884805|238
962076995017|238
1236950786800|250
1374390484157|250
1374393756966|250
1511828694390|250
1649267488232|250
1786706441243|250
1786712686639|250
1924148416300|250
2061587370042|250
412319400538|250
549755982491|250
687194971859|250
687194997869|250
687195435472|250
687197504418|250
824636259663|250
962072779420|250
962074801026|250
1924150439723|267
1236951252540|290
1374389879743|290
1374392324398|290
1374395972898|290
1511833563712|290
1786707212567|290
1786710872685|290
1924147465800|290
1924150571472|290
2061589471691|290
412322083487|290
549760293982|290
687197805705|290
824635822010|290
824638943834|290
962077059769|290
1099511997480|296
1099513927587|296
1099518137136|296
1236952904920|296
1374389770621|296
1374390223168|296
1374390632020|296
1374391768927|296
1374394114001|296
137441135757|296
1511828684649|296
1511829357789|296
1511831074919|296
1511833243426|296
1649268386339|296
1649270580899|296
1786706504655|296
1786708717738|296
1786709534356|296
1924145673719|296
1924147588336|296
1924148431353|296
1924150471631|296
2061585214828|296
2061586625676|296
2061586627716|296
2061587090904|296
2061590778623|296
274878491472|296
274880089362|296
274880955014|296
274884383523|296
412317057158|296
412317606372|296
549756183934|296
549756678894|296
549756844855|296
549757174517|296
549758312882|296
687194964121|296
687195569599|296
687196128045|296
687198965352|296
824634466501|296
824636020807|296
824638083627|296
962072956512|296
962073456009|296
962074856705|296
962076892432|296
1099511649619|318
1099512278114|318
1099514376618|318
1099518091184|318
1236953084943|318
1374389607863|318
1374390629531|318
1374392524656|318
1374394074516|318
1374394219489|318
1374395982766|318
137443263094|318
137444060252|318
1511829032625|318
1511831327925|318
1649267595046|318
1649269946003|318
1649273904902|318
1786707212568|318
1786708981062|318
1924145789103|318
1924147827809|318
1924149888014|318
2061584945780|318
2061586751339|318
2061588841533|318
274878451295|318
274882429357|318
274884354890|318
412318059958|318
412319364279|318
412321170938|318
412321973957|318
412323308427|318
549756200615|318
549756841743|318
549758292854|318
549758317799|318
549758653756|318
549758758053|318
549760923394|318
687194968756|318
687195794944|318
687197353024|318
687197749721|318
687198977529|318
824633793762|318
824634367406|318
824636199605|318
824636797953|318
824638943777|318
962073321257|318
962075296120|318
962076939315|318
1099514156063|344
1236953718139|344
1374389629141|344
1374391724072|344
1374396079422|344
1511829407013|344
1511833135994|344
1649271899362|344
1786708677874|344
1786710998531|344
1924149661506|344
1924150561377|344
2061587300936|344
274884202244|344
274884231106|344
412323156554|344
687194990613|344
687196956624|344
687197749802|344
824636840893|344
824640016798|344
962074863676|344
962077061863|344
962078998959|344
962079220020|344
1099514004102|345
1236951317495|345
1374390264004|345
1374392248988|345
1374394209075|345
137439793146|345
137443264278|345
1511828556601|345
1511832854367|345
1786706778800|345
1786711069360|345
1786711070407|345
1924147655959|345
1924150024332|345
2061588976958|345
274878777970|345
274880273687|345
274883015657|345
412317243483|345
412319803373|345
412321969635|345
412323345775|345
549755882078|345
549760124823|345
549760925725|345
687197143446|345
824634366003|345
824635019171|345
824638824117|345
962073059135|345
962073971789|345
1924147594695|367
1099512751674|378
1099515918422|378
1099517934957|378
1236952694519|378
1236955688727|378
1374390572674|378
1374390660500|378
1374390660846|378
1374392480152|378
1374393825591|378
137439434850|378
1374395930241|378
137443796882|378
1511830842572|378
1511834883802|378
1649268565827|378
1649271983383|378
1786709160157|378
1924146470383|378
1924148434834|378
1924150450453|378
2061589395897|378
274878023086|378
274880671826|378
274882154701|378
274883014204|378
274883019589|378
412319624764|378
412321971183|378
4843836|378
5105872|378
549757928312|378
549758884789|378
549760703117|378
687194882305|378
687196872765|378
687199872628|378
824634337547|378
824635834744|378
824636807008|378
824638288538|378
962072985161|378
962077153539|378
1099511796911|407
1099517924772|407
1236953127499|407
1374389907469|407
1374390044196|407
1374392416605|407
137439255536|407
137441835726|407
1511828713458|407
1511831231089|407
1649267611246|407
1649271654095|407
1786707263254|407
1786712909957|407
1924147526982|407
1924150506072|407
2061585279100|407
2061586897378|407
2199025925279|407
274878279757|407
274880789309|407
274884204059|407
274884204142|407
274884204248|407
2882261|407
412319407452|407
412319407796|407
412319408023|407
412321180892|407
549756128119|407
687194990643|407
687195069262|407
687197649792|407
824634421185|407
824637933180|407
962073047094|407
962076994470|407
1374389624257|443
1786706483325|443
1786708819093|443
412319578644|443
687197485658|443
1374391922149|454
137441130850|454
1786708783601|454
2061584779693|454
2199025579991|454
412318965832|454
687197242154|454
962074852096|454
1099511944819|459
1099512623476|459
1099512811095|459
1099513849314|459
1099514518992|459
1236950748938|459
1236953219562|459
1236955454238|459
1374389717108|459
1374390291066|459
1374390469482|459
1374390705343|459
1374390865147|459
1374392238067|459
1374392522881|459
1374394084082|459
1374394406606|459
1374395855561|459
137439709772|459
137441994393|459
137443502601|459
137445473211|459
1511829288062|459
1511830771365|459
1511831612613|459
1649267679280|459
1649268489296|459
1649270428896|459
1649271941451|459
1649273961553|459
1786706926651|459
1786707456793|459
1786708751557|459
1786710751063|459
1786711137208|459
1924145530933|459
1924146575284|459
1924147994846|459
1924148306062|459
1924150073114|459
2061584476621|459
2061585404382|459
2061587259236|459
2199023432139|459
274878318078|459
274878318536|459
274878319026|459
274878707064|459
274880504231|459
274880504341|459
274880794659|459
274882404483|459
274882455513|459
274882687586|459
274884427052|459
412316896026|459
412317606380|459
412319405847|459
412319457841|459
412321215735|459
412321812823|459
412323186278|459
412323471147|459
4771623|459
4784777|459
549756572909|459
549758319964|459
549760169084|459
549762426056|459
6520543|459
6520725|459
687195567547|459
687195675163|459
687197113475|459
687197892306|459
687199046006|459
687199634095|459
687201287777|459
745796|459
757610|459
758202|459
758798|459
759270|459
759984|459
824634033793|459
824635832223|459
824636241909|459
824636359602|459
824636536032|459
824636609180|459
824638460852|459
824638673226|459
824640042640|459
962073582012|459
962074944674|459
962075532345|459
962077223573|459
962079284547|459
1236950902405|465
1236957080980|465
1374391872886|465
1374394427421|465
137441052480|465
137441450844|465
137443540266|465
1649267559404|465
1649271672491|465
1786711287631|465
2061586712548|465
274878025522|465
274880244811|465
274882266151|465
2882566|465
2882607|465
2882650|465
412317934251|465
4359368|465
549758310976|465
687195088694|465
687195225171|465
687197264932|465
687201267947|465
824636009473|465
824640220986|465
962075143048|465
1236953587482|471
1649273904911|471
274880913973|471
274882685245|471
412319865582|471
4778518|471
4781431|471
4783516|471
1099512223913|555
1099514616658|555
1099517935459|555
1236952681226|555
1236957046304|555
1374389940776|555
1374390490839|555
1374392136046|555
1374392459176|555
1374393961813|555
1374394616136|555
137439668971|555
137441560108|555
137443380994|555
137444053141|555
1511831048638|555
1511833366237|555
1511835025431|555
1649272315778|555
1786707178486|555
1786709266146|555
1786712860975|555
1924147604157|555
1924149836252|555
2061584927294|555
2061587054909|555
2061590726881|555
274878623238|555
274880089574|555
274880513335|555
274880514117|555
274882341693|555
274882342453|555
274884519631|555
274884519714|555
412317519533|555
412317760783|555
412319115193|555
412319744239|555
412322001054|555
549757996220|555
549758741884|555
549760249315|555
549762351358|555
687196866138|555
687197878674|555
824634986640|555
824638754073|555
824640333544|555
962075687677|555
962079287034|555
1374392465830|583
1374393942447|583
137445517285|583
1786710801349|583
412321528792|583
824633735932|583
1099513974515|609
1236955160987|609
1374389840625|609
1374390818771|609
137439257814|609
1374394299429|609
137443352070|609
1511829229916|609
1511833305458|609
1649268489059|609
1649271878629|609
1786706619891|609
1786710793970|609
1786712913511|609
1924146694482|609
1924151955490|609
2061588529289|609
2576134|609
2576213|609
2576280|609
2576363|609
274877909704|609
274880450691|609
274880483431|609
274882687398|609
274882730920|609
412317166318|609
412321259086|609
4777307|609
4780285|609
4782963|609
549756540776|609
549760631278|609
549762420680|609
687194997977|609
687197700405|609
824633753910|609
824634029394|609
824636296568|609
824638544831|609
962072677101|609
962077438794|609
1099514167211|619
1374392073983|619
1374395962137|619
1511831494024|619
1924150491594|619
2538993|619
274880087311|619
274880087974|619
274880913350|619
274883049122|619
549758155939|619
549762197282|619
687195461033|619
824635900940|619
962074853877|619
1099516703281|668
1236955684036|668
1374392430965|668
1374394609956|668
137444058355|668
1511833296769|668
1511833592491|668
1786709295201|668
1924145704357|668
1924150404451|668
2061589357730|668
274883016879|668
412321970427|668
412323476920|668
549760739449|668
549760924817|668
824636614706|668
962077152714|668
1099512499142|683
1236950952299|683
1374389906715|683
1374392636722|683
1374393854795|683
137439538286|683
137439538818|683
1511829159712|683
1649268703950|683
1649271897739|683
1786707267305|683
1786710612490|683
1924146219541|683
1924149804146|683
2061585010555|683
274878278461|683
274878778795|683
412317444851|683
412323435001|683
549756399174|683
549758915237|683
549760997853|683
549762389432|683
687197412736|683
824634592761|683
962073546402|683
962075320134|683
1099515846704|687
1374390856922|687
137443316789|687
1511832706645|687
1649271657252|687
1786708752837|687
1924150104156|687
2199027475726|687
274880593167|687
274882270768|687
549756718767|687
549756719506|687
6605819|687
6606144|687
6606326|687
687199954629|687
824635044687|687
962075360267|687
1236951713439|702
1786706770152|702
1924146720883|702
549760636133|702
1236953019324|709
1511830917997|709
2061584967342|709
274878776532|709
549756683989|709
549756923571|709
824634591238|709
824636151173|709
1374390864865|768
2061585095065|768
274882690411|768
4776411|768
4776896|768
4777223|768
4777735|768
4778056|768
4778453|768
4779047|768
4779221|768
4779722|768
4779867|768
4780394|768
4780852|768
4781333|768
4781577|768
4781973|768
4782232|768
4782656|768
4783653|768
4784173|768
4784533|768
4784858|768
962075799205|768
1099511932211|772
1099518056190|772
1236950917721|772
1374389782012|772
1374391856846|772
1374391857064|772
1374392463584|772
1374394230751|772
137441668836|772
1511831231977|772
1649270506208|772
1786708717031|772
1924145595915|772
1924148294367|772
2061586623301|772
2061590731167|772
274878212819|772
274882603382|772
274882603705|772
412317165991|772
412319799467|772
4520195|772
549757173518|772
549760299831|772
549760994407|772
687195084599|772
824634026072|772
824638241128|772
962075389370|772
962077854420|772
1511830656803|788
412323345316|788
1099512568554|870
1099516371133|870
1099516854574|870
1236951667563|870
1236957075697|870
1374390100653|870
1374390475944|870
1374394566805|870
1374394735280|870
137439703406|870
137443263301|870
137444067262|870
137444067283|870
137444067429|870
137444067450|870
1511829238317|870
1511832692478|870
1649268294748|870
1649271886146|870
1786706628084|870
1786708801504|870
1786711272376|870
1924145703185|870
1924147943739|870
1924151948305|870
2061586771969|870
2061588612472|870
2199024329642|870
274878671410|870
274882217947|870
274884432632|870
274884433080|870
412317934438|870
412321892614|870
412323386774|870
549760018193|870
549760550788|870
687195708821|870
687199799408|870
824634367515|870
824634807246|870
824638458246|870
962073408832|870
962075200955|870
962077788167|870
1786708704510|893
1924148182825|893
1649268251388|932
1786708818833|932
1924146158746|932
1924148182856|932
549758486696|932
1786707214432|933
824634366684|933
962073318873|933
1374392479675|939
1511829005326|939
1924145441536|939
412317377048|939
412319805364|939
549756331981|939
824636665902|939
1099512042383|941
1099513884574|941
1236951584178|941
1374389923150|941
1374390304577|941
1374390821173|941
1374392163086|941
1374394365996|941
1511829124608|941
1511831259301|941
1511833484161|941
1649271672131|941
1786707075673|941
1924145875584|941
1924147604055|941
2061586582997|941
274877979257|941
274879107943|941
274880163884|941
274880678047|941
274883020867|941
412317075251|941
412317630145|941
412321857580|941
549756228012|941
549756541497|941
549756541646|941
549758068600|941
549758585102|941
549758585179|941
549758585250|941
549760298606|941
687195495050|941
687196916554|941
687197747548|941
824634787276|941
962072746640|941
962073373523|941
962074931151|941
962075445692|941
962075765163|941
1374390495599|959
1649268711782|959
1786711308002|959
2061585573025|959
549762183107|959
1099513782912|974
1236951857387|974
1374389636200|974
1374390563289|974
1374390823097|974
1374391708105|974
1374392442237|974
1374392662792|974
1374395840467|974
137441058903|974
1511830662290|974
1649267752311|974
1649269970369|974
1786707517269|974
1786709524859|974
1924146471522|974
1924150042140|974
1924151693409|974
2061587373211|974
2061590607582|974
274878180783|974
274882500466|974
412317026763|974
412318964887|974
549755853958|974
549756407099|974
549760407504|974
687195795908|974
687196872993|974
824634030322|974
824638288169|974
824640112652|974
962072998299|974
962077522065|974
137438955636|976
1374396142198|976
137443310867|976
1511828889806|976
1649271868113|976
1786710980744|976
1924150229472|976
274877909460|976
274882266342|976
274884383527|976
2933138|976
412317262079|976
412321446325|976
4359964|976
549755817249|976
549760485608|976
687197700520|976
962072677219|976
962075607577|976
962077492941|976
1236957186863|985
1374391926411|985
1511828710529|985
1786707387074|985
1924146339874|985
2061585293671|985
549755817112|985
6605959|985
6606193|985
687194770205|985
687194998681|985
687199028215|985
1099511739550|987
1099512711820|987
1099513979060|987
1099514537849|987
1099514688074|987
1099518016258|987
1236951691597|987
1236953062349|987
1236954936659|987
1236955000596|987
1374389639481|987
1374389850484|987
1374390625703|987
137439065271|987
1374390820599|987
1374391734943|987
1374391886165|987
1374392316327|987
1374393789721|987
1374393926530|987
1374394085896|987
1374394220790|987
1374395966277|987
137439706688|987
137440213061|987
137441362562|987
137445361043|987
137445433548|987
1511828650566|987
1511829208431|987
1511829765434|987
1511830973405|987
1511831376837|987
1511833133632|987
1511835042982|987
1649269553703|987
1649269943757|987
1649272305217|987
1649274011806|987
1786707080366|987
1786708622194|987
1786708876298|987
1786709448551|987
1786710740443|987
1786710946374|987
1786711412780|987
1786712949809|987
1924145828296|987
1924147492544|987
1924147850854|987
1924149603504|987
1924149994057|987
1924151780103|987
2061585083904|987
2061586589604|987
2061587355675|987
2061589303558|987
2199027510643|987
274878387440|987
274878660216|987
274878660307|987
274878660386|987
274878660517|987
274879017494|987
274880511813|987
274880792383|987
274880793240|987
274880981910|987
274884206941|987
412317175881|987
412317580741|987
412317581290|987
412317623567|987
412317879316|987
412318118911|987
412318120195|987
412319008606|987
412319746266|987
412323160319|987
549756129456|987
549756897992|987
549757073649|987
549758268987|987
549758594780|987
549760015810|987
549760487303|987
549762112150|987
549762388951|987
549762389649|987
687194879087|987
687194929841|987
687195082693|987
687195851561|987
687197118619|987
687197269774|987
687197548564|987
687201225240|987
753115|987
824634473814|987
824635822017|987
824635917204|987
824636581234|987
824636581438|987
824637972402|987
824640141759|987
962072779041|987
962073394146|987
962073987101|987
962074874681|987
962075228441|987
962076876385|987
962077675398|987
1099512713413|998
1099516191478|998
1236953573384|998
1374390319212|998
1374390671455|998
1374391920468|998
1374392529370|998
1374394430831|998
1374396161197|998
1511828645260|998
1649268658254|998
1649272144509|998
1786707479983|998
1786709399912|998
1924146489309|998
1924150105580|998
2061586834783|998
274880980494|998
412317017563|998
412319667027|998
549756541491|998
549756888686|998
549758620419|998
549760732679|998
549762229636|998
687197246253|998
687199686187|998
687199729928|998
687199729968|998
824634805838|998
824636199806|998
824638550111|998
824638617083|998
962077592981|998
1099512289485|1050
1099516701517|1050
1236952784857|1050
1374389674097|1050
1374391634432|1050
1374391848294|1050
1374392556529|1050
1374394263757|1050
1374396074731|1050
137441200139|1050
137443610087|1050
137443682463|1050
1511829707775|1050
1511831510810|1050
1649268818288|1050
1649272512062|1050
1786707214658|1050
1786708758031|1050
1924145767329|1050
1924147880210|1050
1924150255428|1050
2061586514893|1050
2061589030830|1050
2061590836110|1050
2199028160821|1050
274880005357|1050
274880154247|1050
274880154665|1050
274880793804|1050
274880794029|1050
274882563641|1050
274882683530|1050
412317279116|1050
412317760474|1050
412318961206|1050
412319118198|1050
412319118325|1050
412319320951|1050
412319800826|1050
412321517892|1050
412321931182|1050
412321931537|1050
412321931919|1050
412323393272|1050
4776974|1050
4780544|1050
4783129|1050
549756233956|1050
549758061164|1050
549760252751|1050
549760518388|1050
549760888111|1050
549760930824|1050
549760931105|1050
549762353062|1050
687197502917|1050
687199424182|1050
824634303871|1050
824635968326|1050
824638211720|1050
824638648887|1050
962074868126|1050
962077452362|1050
1099512906269|1077
1649268588554|1077
1099516790958|1079
1374389710388|1079
1374392348527|1079
1374395932667|1079
1649267589796|1079
1786711534514|1079
2061585298824|1079
412317505155|1079
549760294051|1079
687197580398|1079
824636533555|1079
962077154646|1079
1099511790698|1103
1099514130828|1103
1099516256078|1103
1236955023649|1103
1374390563638|1103
1374390901156|1103
1374393975917|1103
137439703396|1103
137440025339|1103
137440026227|1103
137441320471|1103
1511830802710|1103
1649267771651|1103
1786706749997|1103
1786708897714|1103
1924146419977|1103
1924150261145|1103
2061586797574|1103
2061589190891|1103
274878215039|1103
274878657305|1103
274880410037|1103
274880913887|1103
274883048796|1103
412317168267|1103
412317627000|1103
412317724505|1103
412321302838|1103
549756153711|1103
549756678617|1103
549758820621|1103
549760442525|1103
611651|1103
611858|1103
687195884290|1103
687199210377|1103
687199211144|1103
824634060636|1103
824634489085|1103
824638163403|1103
865364|1103
962073058309|1103
962073324676|1103
962077115018|1103
1099513867842|1125
1099516701871|1125
1236956961398|1125
1374389620248|1125
1374392475327|1125
1374394628455|1125
137443610959|1125
1649272144589|1125
1924146725030|1125
2061584492961|1125
274880789296|1125
274882981007|1125
412323240186|1125
549760471339|1125
549760518351|1125
687195969646|1125
687199470350|1125
824634922833|1125
824640172479|1125
962073876561|1125
962077060009|1125
962077237842|1125
1099514679435|1129
1374394150167|1129
2061584776197|1129
412317577251|1129
549760296157|1129
824638197363|1129
1236955661632|1131
1511830887685|1131
1649272215557|1131
1786711603244|1131
1924145915521|1131
1924148416562|1131
2061585670574|1131
274878891069|1131
274878891435|1131
274878891519|1131
274878891588|1131
274878891661|1131
274878891769|1131
274878891854|1131
274878891940|1131
274878892028|1131
274882679110|1131
412317239504|1131
412323470452|1131
4777720|1131
4780607|1131
4783126|1131
549756841521|1131
549760545244|1131
549762142351|1131
687195751433|1131
824636344197|1131
962077454207|1131
1236951336761|1148
137439111585|1148
1374394167141|1148
1511829455210|1148
1649272074980|1148
1924148117904|1148
274878064812|1148
274878065485|1148
412317617091|1148
549756572750|1148
757586|1148
758195|1148
758621|1148
759274|1148
759792|1148
824636839280|1148
962075159433|1148
1236953054407|1160
1374391690119|1160
1374392163029|1160
1374394531472|1160
1511833136075|1160
1649267817927|1160
1649271856150|1160
1786710746368|1160
1924145598986|1160
1924149763837|1160
2061584882701|1160
2061584882973|1160
2061590785246|1160
274878318185|1160
274878318560|1160
274878318879|1160
274878319132|1160
274882795442|1160
412321593824|1160
412323341961|1160
549755885427|1160
549762293642|1160
687199429570|1160
824638356794|1160
962072745237|1160
962077311598|1160
1099511740432|1161
1099512664770|1161
1099512911323|1161
1099514535873|1161
1099516231405|1161
1236950852440|1161
1236953269912|1161
1236956906358|1161
1374389630890|1161
1374390176435|1161
1374390530205|1161
1374391928141|1161
1374392279788|1161
1374392609358|1161
1374393902346|1161
1374394107274|1161
1374394404461|1161
1374394659578|1161
137440024976|1161
137440025615|1161
137441051848|1161
137443718590|1161
137443719671|1161
1511829149526|1161
1511829603342|1161
1511832695387|1161
1511833452612|1161
1649268083372|1161
1649269888369|1161
1649272197934|1161
1786706538538|1161
1786707562328|1161
1786709083810|1161
1786711280830|1161
1786712720327|1161
1924146312799|1161
1924147552507|1161
1924149953838|1161
1924150410646|1161
2061585266179|1161
2061588627560|1161
2061589266471|1161
274878548887|1161
274883006786|1161
412317672152|1161
412318029135|1161
412321066069|1161
412321626326|1161
549756215787|1161
549756610232|1161
549756610528|1161
549758667417|1161
549760139467|1161
549760580436|1161
6564283|1161
687196050998|1161
687197100400|1161
687199532869|1161
687201378436|1161
824634888562|1161
824636795711|1161
824638820858|1161
962072946163|1161
962074815252|1161
962075363017|1161
962079093211|1161
1374390072775|1182
1511830916654|1182
2061586792065|1182
687194998134|1182
962074803004|1182
1924150542177|1184
1099518153510|1219
1374392070175|1219
1511833352114|1219
1786711415512|1219
1924150211193|1219
274884432277|1219
274884433016|1219
412323386396|1219
687194994756|1219
687197482270|1219
962077537979|1219
1099514015357|1222
1236953484383|1222
1374390414533|1222
1374391902147|1222
137439258030|1222
137445561928|1222
137445562694|1222
137445563600|1222
137445564845|1222
137445565307|1222
1511830874961|1222
1649271740398|1222
1786709298140|1222
1924145794243|1222
1924149647477|1222
2061585486418|1222
274878669040|1222
412318060863|1222
549760013179|1222
687197134815|1222
687197749197|1222
687197749853|1222
824635043564|1222
824636624324|1222
1099511703899|1242
1099512514151|1242
1099517935445|1242
1236955683290|1242
137438953951|1242
1374390161841|1242
1374390504207|1242
1374390820710|1242
1374390863379|1242
1374392085665|1242
137439403636|1242
137439435251|1242
1374395986614|1242
137439936630|1242
137440211486|1242
137443986302|1242
1511829059278|1242
1511831154916|1242
1649268225173|1242
1649270553435|1242
1786707198924|1242
1786708945797|1242
1924145425382|1242
1924146677235|1242
1924149964668|1242
2061585085881|1242
2061585601059|1242
2104019|1242
274879100248|1242
274879204073|1242
274880946150|1242
274883016861|1242
412317128970|1242
412317129144|1242
412318965224|1242
412321893765|1242
412323345121|1242
549756082486|1242
549757071683|1242
549757172048|1242
549760485475|1242
549760545109|1242
549760923080|1242
549762198261|1242
687194767871|1242
687196872654|1242
687201219616|1242
824633799114|1242
824634317443|1242
824634606492|1242
824635079083|1242
824636841591|1242
824640172481|1242
962074002905|1242
962077425078|1242
1099511941176|1259
1099516459475|1259
1236953696074|1259
1374390058604|1259
1374390815562|1259
1374392442269|1259
1374393810397|1259
1374395960104|1259
137441203156|1259
137445480300|1259
1649268492594|1259
1786706967390|1259
1786709373904|1259
1924145473797|1259
1924149649928|1259
2061589446300|1259
274880673268|1259
274882685304|1259
412317174359|1259
412319111315|1259
412322003888|1259
412323387304|1259
4274891|1259
4776961|1259
4778217|1259
4781087|1259
4781669|1259
4783205|1259
549756127798|1259
549758036261|1259
549758579947|1259
687194892666|1259
687197017876|1259
687197144703|1259
687197503457|1259
687197838587|1259
824635971760|1259
824636261219|1259
824636699131|1259
962075020053|1259
962077450254|1259
1099516263909|1269
1236954954233|1269
137438986623|1269
137439020386|1269
1374393908061|1269
1374395956744|1269
137443310496|1269
1511832860728|1269
1649272160521|1269
1786709289232|1269
1924147750471|1269
1924150360696|1269
2061589020661|1269
274877909023|1269
274880404275|1269
274882341269|1269
274882342354|1269
274884382797|1269
412323219700|1269
4358745|1269
4360258|1269
549755817127|1269
549756830941|1269
549758918379|1269
549760249120|1269
687197265908|1269
824634589596|1269
824638095372|1269
824638358199|1269
962077686751|1269
1099512493632|1274
1099514415118|1274
1099516676069|1274
1236950864629|1274
1236952955758|1274
1374389656415|1274
1374390401247|1274
1374391756889|1274
1374392505317|1274
1374393835811|1274
1374394736028|1274
1374396152146|1274
137439819763|1274
137439820181|1274
137440209878|1274
137440209974|1274
137441287119|1274
137441287172|1274
137441287206|1274
1511830821749|1274
1511832789315|1274
1511834906646|1274
1649268163504|1274
1649270352013|1274
1649270549650|1274
1649274018128|1274
1786707564928|1274
1786709182408|1274
1786710737521|1274
1786711409269|1274
1786713023098|1274
1924146570396|1274
1924148319168|1274
1924150563215|1274
2061584601933|1274
2061585361490|1274
2061587397375|1274
2061589516385|1274
274878318141|1274
274878318421|1274
274878318765|1274
274878319129|1274
274878772536|1274
274880877637|1274
274882497891|1274
274882863153|1274
412317270685|1274
412317581016|1274
412317582397|1274
412318030246|1274
412319194039|1274
412319194123|1274
412321451389|1274
412321561783|1274
549756569449|1274
549756679695|1274
549756719057|1274
549757070494|1274
549758036250|1274
549758784796|1274
549760576009|1274
549760739232|1274
549762197778|1274
549762390310|1274
687195259760|1274
687196960087|1274
687197775924|1274
687199767084|1274
756055|1274
758143|1274
758564|1274
759158|1274
759812|1274
824634389501|1274
824636095900|1274
824636773452|1274
824638727891|1274
962073843994|1274
962075261499|1274
962075727359|1274
962075782146|1274
962077265389|1274
962077680570|1274
1071476|1355
1099512349662|1355
1099513744871|1355
1099516136214|1355
1236951240659|1355
1236952702582|1355
1236953625689|1355
1236956893079|1355
1374390072761|1355
1374390340113|1355
1374390563587|1355
1374390833205|1355
1374391808681|1355
1374392654373|1355
1374394182122|1355
1374394590183|1355
137439537882|1355
137439538637|1355
137439852523|1355
137439934528|1355
137440025347|1355
137440026115|1355
137440250938|1355
137441528406|1355
137443871907|1355
1511828499529|1355
1511829423371|1355
1511829842603|1355
1511829848167|1355
1511832871507|1355
1511834909138|1355
1649268109426|1355
1649269558744|1355
1649270133300|1355
1649272315297|1355
1786707137479|1355
1786708502997|1355
1786708894008|1355
1786709230398|1355
1786711269747|1355
1924146070302|1355
1924147465857|1355
1924148039394|1355
1924149731956|1355
2061584560992|1355
2061585656661|1355
2061586471230|1355
2061589421825|1355
274878121502|1355
