Person.id|Person.id|creationDate
15393162793009|28587302324596|2012-05-04T16:31:32.629+0000
15393162795040|15393162795728|2011-05-17T08:35:42.281+0000
15393162795040|24189255820130|2011-12-12T07:01:14.472+0000
15393162796879|17592186047246|2011-05-27T10:12:57.276+0000
15393162796879|21990232556180|2011-11-03T17:55:08.849+0000
15393162796879|21990232563643|2011-11-13T08:54:31.232+0000
15393162796879|24189255820751|2012-01-12T17:52:20.198+0000
15393162796879|28587302323430|2012-04-02T20:53:30.903+0000
15393162796879|28587302329807|2012-03-28T22:31:56.448+0000
15393162796879|30786325583279|2012-06-02T11:42:36.121+0000
15393162797860|30786325581208|2012-05-27T06:22:27.755+0000
17592186048163|17592186050346|2011-07-02T07:31:42.840+0000
17592186048827|19791209303924|2011-08-03T20:53:13.133+0000
17592186048827|26388279070362|2012-02-20T15:22:50.142+0000
17592186048827|30786325587384|2012-07-12T04:23:17.640+0000
17592186050570|17592186055309|2011-05-15T11:00:22.925+0000
17592186050570|26388279068150|2012-02-16T20:25:46.765+0000
17592186050570|30786325583367|2012-06-13T17:39:58.784+0000
17592186053080|17592186053279|2011-06-21T18:39:39.097+0000
17592186053080|21990232561537|2011-11-08T20:24:07.993+0000
17592186053080|26388279074929|2012-02-22T06:51:46.602+0000
19791209301794|19791209301798|2011-09-06T16:39:08.118+0000
19791209301794|26388279066936|2012-03-05T15:29:27.103+0000
19791209305935|19791209307927|2011-08-22T06:08:09.729+0000
19791209305935|21990232563628|2011-09-12T17:37:40.657+0000
19791209305935|26388279066989|2012-03-11T06:03:28.070+0000
19791209305935|26388279072738|2012-02-09T02:44:02.582+0000
19791209305935|32985348835374|2012-07-15T12:22:18.885+0000
19791209306628|24189255811663|2011-12-16T07:57:57.859+0000
19791209307908|21990232565935|2011-10-09T20:54:45.604+0000
21990232556027|28587302333071|2012-03-23T13:12:58.767+0000
21990232556585|26388279074404|2012-02-22T14:41:41.247+0000
21990232556585|30786325583545|2012-05-17T02:46:04.776+0000
21990232558653|21990232561110|2011-11-01T15:10:39.524+0000
21990232558653|24189255815044|2011-12-09T11:52:04.914+0000
21990232558653|26388279072405|2012-03-11T08:49:58.573+0000
21990232558653|28587302327020|2012-03-29T17:28:15.509+0000
21990232558653|30786325588227|2012-06-05T02:04:56.366+0000
21990232560132|21990232561008|2011-11-28T06:28:35.343+0000
21990232560132|21990232565179|2011-11-03T09:43:10.000+0000
21990232560132|24189255813948|2011-12-30T09:39:13.381+0000
21990232560132|24189255818493|2011-12-19T20:26:20.347+0000
21990232560132|26388279070243|2012-03-22T10:26:13.333+0000
21990232560132|26388279073063|2012-01-24T13:01:12.901+0000
21990232560132|28587302325529|2012-05-05T09:27:58.601+0000
21990232560132|28587302327805|2012-04-10T08:04:13.515+0000
21990232560132|30786325579745|2012-07-05T07:54:40.920+0000
21990232560132|30786325587996|2012-07-25T21:24:18.715+0000
21990232560132|32985348837876|2012-09-10T09:09:10.798+0000
21990232560726|28587302322537|2012-04-01T16:55:01.330+0000
21990232561712|21990232562149|2011-11-13T00:05:02.835+0000
21990232561712|28587302324313|2012-04-25T10:20:56.518+0000
21990232561712|30786325578585|2012-07-18T08:20:03.794+0000
21990232561712|32985348836496|2012-08-29T19:56:49.013+0000
21990232563931|24189255816445|2012-01-02T02:55:54.908+0000
21990232563931|28587302330388|2012-04-23T14:00:32.112+0000
21990232563931|30786325588483|2012-07-12T07:48:32.536+0000
24189255812290|24189255814729|2011-12-29T12:32:12.406+0000
24189255812290|30786325583564|2012-06-15T07:01:32.174+0000
24189255814220|24189255814531|2012-01-07T06:54:02.879+0000
24189255815734|28587302329321|2012-04-25T16:40:21.425+0000
24189255816395|26388279074032|2012-01-14T23:32:04.681+0000
24189255816395|30786325578329|2012-06-14T04:26:10.109+0000
24189255818167|30786325583545|2012-06-10T19:59:34.715+0000
24189255818453|32985348839032|2012-08-30T00:15:59.682+0000
26388279066636|32985348838000|2012-08-07T08:03:47.555+0000
26388279074936|32985348843572|2012-08-30T08:13:28.106+0000
28587302331372|30786325583918|2012-06-16T19:49:23.955+0000
30786325583274|32985348840094|2012-08-08T23:06:19.501+0000
30786325586267|32985348839201|2012-08-07T12:41:32.866+0000
2099|4398046515585|2010-07-26T05:04:32.465+0000
2099|13194139540372|2011-03-13T13:53:42.827+0000
3067|5950|2010-01-19T18:15:47.272+0000
3067|21990232556410|2011-10-03T15:22:48.854+0000
3067|32985348834375|2012-08-06T19:36:25.317+0000
3601|19791209303201|2011-08-30T15:35:32.389+0000
3601|28587302332397|2012-04-23T04:57:40.232+0000
7375|15393162797600|2011-03-27T00:24:00.034+0000
7375|32985348840689|2012-07-21T18:02:53.059+0000
2199023256181|8796093030364|2010-11-04T10:53:03.932+0000
2199023256181|21990232561706|2011-09-28T14:19:13.135+0000
2199023256181|30786325587255|2012-06-03T02:53:05.662+0000
2199023258430|26388279068372|2012-03-16T03:15:10.479+0000
2199023258732|13194139535632|2011-02-05T06:51:10.460+0000
2199023260149|6597069777240|2010-09-10T11:10:15.980+0000
2199023262021|4398046511734|2010-05-21T06:59:46.449+0000
2199023262021|4398046518826|2010-05-25T03:18:10.953+0000
2199023262021|6597069773131|2010-08-15T09:42:51.287+0000
2199023262021|8796093025148|2010-10-25T03:46:49.157+0000
2199023262021|10995116285557|2011-01-11T09:23:26.641+0000
2199023262021|15393162790398|2011-05-03T21:31:34.823+0000
2199023262021|15393162798806|2011-05-25T03:08:08.800+0000
2199023262021|19791209300474|2011-09-13T08:13:09.776+0000
2199023262021|21990232559534|2011-10-18T21:15:09.057+0000
2199023262021|24189255815935|2012-01-11T00:15:54.882+0000
2199023262021|26388279069792|2012-01-31T08:14:22.864+0000
2199023262021|28587302327183|2012-04-19T19:16:40.733+0000
2199023262021|30786325579731|2012-05-21T10:05:02.277+0000
2199023262021|32985348838113|2012-08-03T13:44:00.551+0000
2199023264241|17592186053214|2011-06-03T19:20:59.340+0000
4398046511870|15393162794383|2011-05-13T07:44:24.811+0000
4398046513209|15393162790796|2011-05-15T19:40:41.989+0000
4398046513209|32985348840590|2012-08-16T14:29:29.130+0000
4398046515291|15393162799262|2011-04-02T07:23:00.772+0000
4398046515291|26388279067534|2012-01-31T12:13:28.023+0000
4398046515291|32985348842653|2012-09-01T06:56:59.254+0000
4398046517793|24189255811566|2011-12-15T01:29:38.084+0000
4398046518021|8796093027686|2010-10-15T08:54:57.794+0000
4398046518021|21990232557756|2011-09-20T11:43:01.549+0000
4398046518355|10995116278570|2010-11-16T19:56:13.453+0000
6597069766983|6597069767242|2010-08-26T00:28:14.142+0000
6597069766983|24189255819178|2011-12-14T01:13:40.789+0000
6597069772777|17592186054422|2011-06-03T02:34:53.450+0000
6597069772777|28587302332507|2012-05-04T03:26:01.824+0000
6597069773276|13194139541919|2011-03-10T09:32:06.720+0000
6597069773276|26388279069371|2012-02-28T04:11:49.922+0000
6597069773901|26388279068863|2012-04-05T17:22:47.033+0000
6597069774386|26388279074032|2012-01-08T19:55:27.323+0000
6597069774399|8796093029500|2010-09-07T22:42:31.821+0000
6597069774399|13194139541175|2011-01-30T07:57:33.470+0000
6597069774399|15393162796696|2011-05-07T17:31:34.719+0000
6597069774399|19791209304154|2011-09-04T18:25:50.478+0000
6597069774399|24189255815856|2012-01-21T01:38:11.500+0000
6597069774399|26388279077192|2012-03-13T13:21:35.018+0000
6597069774399|30786325580979|2012-07-27T21:10:40.196+0000
6597069775011|13194139534982|2011-02-10T17:57:24.874+0000
6597069775011|17592186053700|2011-07-03T18:07:29.072+0000
6597069775011|28587302322837|2012-05-22T19:00:06.416+0000
6597069775498|10995116288226|2010-12-14T03:17:43.884+0000
6597069775498|17592186052746|2011-07-19T03:18:34.902+0000
6597069775498|24189255814531|2011-12-28T18:56:13.626+0000
6597069775498|32985348835144|2012-08-04T07:23:06.605+0000
6597069775990|32985348834174|2012-07-19T15:48:53.933+0000
6597069776311|32985348834585|2012-08-04T10:34:04.755+0000
8796093023060|13194139535660|2011-02-23T09:19:11.915+0000
8796093023060|17592186051393|2011-05-31T01:28:14.014+0000
8796093023060|26388279067534|2012-01-21T08:56:57.312+0000
8796093023060|32985348834483|2012-08-07T09:32:50.044+0000
8796093024398|10995116284099|2010-11-24T00:42:28.209+0000
8796093024398|17592186046393|2011-05-20T02:03:36.010+0000
8796093024398|26388279068863|2012-03-31T11:28:20.995+0000
8796093024398|32985348838726|2012-09-12T01:05:59.247+0000
8796093024830|30786325580879|2012-06-20T21:23:19.447+0000
8796093026215|19791209306653|2011-08-14T00:23:51.008+0000
8796093026215|30786325584137|2012-06-11T11:56:08.874+0000
8796093027599|8796093032680|2010-11-07T21:16:24.993+0000
8796093027599|13194139539544|2011-02-05T08:54:27.142+0000
8796093027599|17592186051803|2011-07-13T17:32:40.954+0000
8796093027599|24189255817201|2011-12-07T04:55:46.552+0000
8796093027599|30786325577977|2012-07-10T22:44:24.598+0000
8796093028953|13194139539592|2011-02-16T16:08:51.036+0000
10995116288599|17592186046293|2011-07-07T16:51:11.466+0000
10995116288599|28587302322548|2012-05-09T00:18:51.595+0000
13194139534485|19791209300507|2011-09-20T20:35:05.618+0000
13194139534485|32985348840984|2012-08-16T22:13:13.072+0000
13194139537106|13194139541678|2011-02-20T19:19:55.913+0000
13194139537106|19791209310673|2011-08-16T13:25:40.536+0000
13194139537106|28587302329478|2012-04-19T23:21:30.713+0000
13194139538042|13194139541333|2011-03-10T23:31:08.187+0000
13194139538042|17592186051281|2011-06-09T09:11:48.655+0000
13194139538042|21990232565935|2011-10-23T02:06:25.170+0000
13194139538042|28587302330916|2012-04-05T05:47:56.961+0000
13194139538958|24189255811663|2011-12-02T07:11:24.897+0000
13194139540756|17592186052552|2011-06-22T08:13:52.854+0000
13194139540756|24189255818787|2011-12-06T18:48:42.824+0000
13194139541819|21990232560431|2011-09-27T01:21:27.084+0000
13194139542197|24189255819727|2012-01-10T08:20:30.257+0000
13194139543486|24189255816675|2011-12-25T22:00:07.447+0000
13194139543680|24189255811726|2011-12-13T11:49:06.120+0000
17592186046713|26388279073397|2012-02-28T01:11:22.005+0000
17592186047759|19791209300656|2011-09-11T12:36:58.179+0000
17592186047759|21990232565722|2011-10-26T17:41:17.185+0000
17592186047759|30786325583111|2012-06-11T04:41:14.803+0000
17592186048261|17592186052272|2011-07-08T17:31:47.822+0000
17592186048261|19791209300634|2011-07-20T14:17:49.258+0000
17592186048261|19791209305754|2011-09-06T23:18:37.498+0000
17592186048261|21990232556900|2011-09-23T20:09:05.945+0000
17592186048261|21990232562571|2011-09-25T06:14:53.935+0000
17592186048261|24189255814717|2011-11-29T20:51:56.061+0000
17592186048261|26388279067635|2012-02-24T03:05:03.529+0000
17592186048261|26388279071545|2012-03-01T06:00:50.753+0000
17592186048261|28587302323035|2012-04-27T05:17:02.167+0000
17592186048261|28587302327385|2012-03-13T12:13:39.992+0000
17592186048261|30786325578585|2012-07-17T22:22:51.664+0000
17592186048261|30786325582142|2012-05-18T06:37:18.718+0000
17592186048261|32985348838332|2012-09-03T09:03:31.461+0000
17592186048592|19791209302312|2011-09-17T16:33:04.043+0000
17592186048592|21990232555834|2011-11-03T01:19:19.225+0000
17592186048592|28587302332672|2012-05-17T19:58:44.376+0000
17592186052116|19791209300326|2011-08-15T09:53:37.893+0000
17592186052116|21990232559668|2011-11-03T01:47:41.561+0000
17592186052116|26388279076689|2012-01-29T16:42:51.904+0000
17592186052116|30786325585514|2012-05-27T15:30:20.855+0000
17592186054222|28587302328013|2012-04-22T17:04:51.611+0000
19791209304664|24189255813453|2012-01-15T10:15:00.681+0000
19791209304664|30786325579738|2012-06-25T17:46:13.185+0000
19791209306659|21990232559411|2011-10-26T20:37:17.177+0000
19791209306659|24189255816799|2011-12-06T06:04:18.702+0000
19791209306659|26388279072385|2012-02-16T08:58:37.436+0000
19791209306659|28587302328935|2012-05-27T07:43:25.123+0000
19791209306659|30786325588579|2012-06-13T05:05:14.338+0000
21990232562436|24189255811164|2012-01-13T21:49:59.014+0000
21990232562436|24189255820694|2011-12-08T06:48:27.447+0000
21990232562436|28587302326221|2012-05-04T05:12:02.194+0000
21990232562436|30786325583846|2012-07-16T14:18:53.618+0000
21990232562878|26388279072835|2012-03-10T14:58:45.583+0000
21990232564330|28587302332407|2012-04-04T01:20:36.526+0000
21990232564501|30786325582657|2012-06-12T05:14:28.997+0000
24189255818939|26388279075391|2012-03-17T03:16:16.353+0000
24189255818939|28587302331417|2012-04-03T07:50:37.452+0000
24189255818939|32985348844100|2012-07-20T08:31:18.664+0000
26388279067350|26388279069399|2012-03-02T14:28:43.769+0000
26388279068275|26388279070844|2012-03-26T03:20:17.272+0000
26388279068275|26388279077262|2012-03-16T05:46:07.474+0000
26388279068275|28587302332507|2012-04-25T02:18:12.230+0000
26388279068275|32985348837383|2012-08-26T14:09:33.988+0000
26388279068856|32985348840904|2012-08-07T17:01:54.577+0000
26388279073058|32985348839032|2012-08-25T04:25:05.427+0000
28587302327183|28587302328194|2012-04-30T05:45:43.541+0000
28587302327183|30786325580480|2012-05-12T03:02:50.895+0000
28587302327183|32985348835870|2012-08-21T04:44:16.211+0000
28587302330388|32985348842375|2012-08-25T16:15:12.048+0000
28587302332899|30786325578932|2012-06-22T02:12:41.004+0000
30786325580358|32985348840852|2012-08-09T14:43:27.909+0000
30786325581635|32985348837383|2012-08-31T22:37:31.976+0000
30786325581812|32985348833378|2012-09-10T04:23:29.931+0000
32985348840984|32985348842270|2012-08-11T13:44:25.192+0000
6243|2199023265157|2010-03-24T08:02:07.130+0000
6243|10995116286571|2010-11-20T09:17:31.432+0000
6243|26388279071153|2012-02-13T10:07:56.853+0000
7650|28587302330973|2012-04-06T16:26:06.739+0000
9399|10985|2010-02-13T17:21:42.515+0000
9399|6597069772461|2010-08-22T06:08:31.977+0000
9399|24189255814889|2011-12-01T07:44:02.927+0000
9399|30786325585909|2012-06-06T22:33:57.294+0000
2199023259981|19791209304467|2011-08-13T22:11:40.944+0000
2199023261329|4398046511332|2010-06-05T12:23:19.914+0000
2199023261329|15393162790347|2011-04-26T11:28:10.740+0000
2199023261329|21990232565135|2011-11-14T16:55:40.633+0000
2199023262694|2199023263311|2010-04-13T08:54:01.617+0000
2199023262694|15393162793719|2011-05-10T06:08:30.564+0000
2199023262694|21990232563359|2011-11-20T21:44:11.133+0000
2199023262694|26388279072639|2012-03-25T08:39:36.953+0000
2199023263826|8796093029002|2010-10-15T00:13:44.284+0000
2199023264999|4398046515899|2010-06-22T08:42:25.082+0000
2199023264999|8796093025074|2010-11-23T14:11:37.817+0000
2199023264999|10995116284371|2010-12-12T05:20:22.429+0000
2199023264999|13194139542772|2011-01-08T20:00:01.632+0000
2199023264999|19791209303550|2011-08-09T03:23:12.528+0000
2199023264999|26388279068206|2012-02-19T18:43:22.053+0000
2199023264999|28587302331581|2012-05-17T03:14:04.460+0000
2199023264999|30786325588250|2012-05-28T00:33:07.798+0000
2199023265900|4398046519418|2010-05-29T14:18:42.209+0000
2199023265900|8796093032607|2010-10-21T20:51:53.445+0000
2199023265900|15393162794693|2011-03-18T11:19:30.687+0000
2199023265900|19791209305432|2011-08-14T17:51:04.009+0000
2199023265900|26388279076515|2012-02-07T06:28:22.246+0000
2199023265900|32985348833548|2012-08-14T05:48:22.593+0000
4398046517338|6597069768956|2010-07-14T13:04:37.867+0000
4398046517338|10995116278925|2010-11-23T23:46:15.737+0000
4398046517338|26388279069724|2012-02-04T21:19:03.107+0000
4398046517694|13194139544019|2011-02-25T22:47:47.371+0000
4398046517694|28587302330270|2012-05-13T06:09:26.441+0000
4398046518070|17592186053137|2011-07-02T23:39:35.926+0000
4398046518070|28587302326777|2012-03-18T19:48:09.774+0000
4398046519425|13194139537366|2011-03-17T17:45:16.898+0000
4398046519425|19791209300830|2011-07-30T15:59:36.634+0000
4398046519425|24189255819178|2011-12-14T07:30:42.935+0000
6597069770791|10995116284808|2011-01-16T15:24:05.651+0000
6597069776224|28587302328205|2012-04-21T07:37:10.185+0000
6597069776247|8796093024736|2010-11-09T14:30:46.728+0000
6597069776247|10995116280872|2011-01-10T06:36:11.262+0000
6597069776247|13194139533320|2011-03-12T15:02:43.892+0000
6597069776247|13194139539237|2011-01-28T18:06:18.178+0000
6597069776247|15393162793286|2011-04-26T02:15:50.326+0000
6597069776247|17592186047761|2011-05-26T13:12:49.510+0000
6597069776247|19791209303333|2011-09-04T15:48:20.778+0000
6597069776247|21990232556472|2011-10-28T04:31:40.861+0000
6597069776247|24189255813524|2011-11-23T09:46:57.405+0000
6597069776247|26388279068485|2012-02-17T03:31:40.902+0000
6597069776247|26388279076043|2012-01-21T23:22:44.308+0000
6597069776247|28587302326751|2012-03-25T23:20:49.790+0000
6597069776247|30786325578932|2012-06-19T05:56:49.844+0000
6597069776247|30786325588351|2012-06-06T08:45:05.481+0000
6597069777354|8796093026143|2010-10-12T07:25:09.623+0000
6597069777354|15393162789604|2011-04-07T18:52:59.570+0000
6597069777354|19791209310890|2011-08-17T15:42:42.143+0000
6597069777354|26388279070874|2012-03-13T15:19:08.047+0000
6597069777354|32985348835569|2012-08-16T16:50:43.019+0000
8796093023143|10995116283663|2011-01-19T09:50:30.426+0000
8796093023143|15393162790347|2011-04-24T19:27:48.227+0000
8796093023143|21990232555889|2011-11-04T00:02:06.888+0000
8796093023143|26388279074356|2012-03-03T21:08:14.588+0000
8796093023143|28587302332111|2012-03-13T12:33:39.178+0000
8796093024242|8796093027708|2010-11-03T13:20:30.455+0000
8796093024242|10995116282906|2011-01-09T13:52:05.157+0000
8796093024242|13194139536019|2011-02-08T00:31:04.917+0000
8796093024242|15393162790411|2011-04-08T03:23:01.578+0000
8796093024242|17592186046896|2011-06-21T14:40:36.225+0000
8796093024242|17592186053317|2011-06-08T17:58:45.647+0000
8796093024242|19791209304051|2011-09-07T19:02:35.185+0000
8796093024242|21990232562436|2011-10-15T03:33:49.688+0000
8796093024242|24189255821142|2012-01-01T07:01:40.089+0000
8796093024242|26388279073397|2012-03-05T19:04:52.800+0000
8796093024242|26388279077535|2012-02-18T09:41:35.440+0000
8796093024242|28587302327496|2012-04-01T13:35:27.891+0000
8796093024242|30786325584155|2012-07-11T16:07:36.527+0000
8796093024242|32985348842375|2012-08-17T11:18:56.030+0000
8796093026502|13194139538068|2011-02-25T02:27:56.076+0000
8796093026502|24189255811663|2011-12-07T03:33:30.357+0000
8796093026502|30786325581208|2012-05-26T04:52:32.927+0000
8796093029038|10995116281228|2010-12-31T16:19:34.063+0000
8796093029038|13194139539550|2011-02-15T10:53:40.533+0000
8796093029038|17592186047743|2011-07-08T17:52:00.789+0000
8796093029038|19791209310913|2011-08-26T18:49:18.320+0000
8796093029038|24189255814524|2011-12-07T16:48:29.994+0000
8796093029038|28587302325591|2012-03-23T09:42:24.642+0000
8796093029038|30786325585585|2012-05-30T11:23:48.090+0000
8796093029320|10995116285647|2010-11-11T11:05:36.939+0000
8796093029320|15393162797342|2011-04-16T08:44:59.332+0000
8796093029320|17592186051749|2011-06-12T17:27:56.175+0000
8796093029320|21990232558713|2011-10-27T20:47:31.530+0000
8796093029320|24189255817031|2011-12-18T03:37:39.528+0000
8796093029320|26388279077147|2012-02-23T05:19:32.026+0000
8796093029320|30786325578194|2012-05-17T07:38:07.838+0000
8796093029320|32985348840628|2012-07-29T07:07:19.527+0000
8796093030157|10995116278981|2010-12-04T20:19:10.189+0000
8796093030157|10995116286944|2011-01-04T20:04:27.806+0000
8796093030157|17592186053137|2011-06-17T00:40:14.062+0000
8796093031175|10995116278234|2010-12-23T23:21:55.477+0000
8796093031175|15393162799486|2011-04-12T05:01:32.381+0000
8796093031175|21990232557454|2011-09-28T11:11:34.262+0000
8796093031175|26388279070356|2012-02-15T17:57:01.197+0000
8796093032245|8796093032389|2010-11-08T13:13:57.798+0000
8796093032245|10995116282666|2011-01-13T04:43:50.327+0000
8796093032245|13194139536557|2011-01-29T18:14:34.068+0000
8796093032245|15393162793788|2011-05-04T10:55:57.952+0000
8796093032245|17592186052357|2011-05-12T12:29:26.351+0000
8796093032245|19791209305193|2011-08-03T02:42:40.708+0000
8796093032245|21990232560660|2011-10-16T13:16:16.420+0000
8796093032245|26388279068150|2012-02-28T22:56:07.509+0000
8796093032245|28587302325873|2012-03-23T13:43:07.223+0000
8796093032245|30786325578932|2012-06-03T06:54:06.819+0000
8796093032245|32985348833975|2012-08-06T03:33:58.197+0000
8796093032607|10995116285723|2010-12-08T11:49:26.084+0000
8796093032607|24189255813579|2011-12-23T21:58:36.177+0000
13194139533850|13194139535632|2011-02-16T19:03:26.439+0000
13194139533850|24189255822008|2012-01-04T17:43:43.853+0000
13194139533850|32985348838898|2012-08-22T15:47:35.806+0000
13194139538575|13194139539393|2011-03-08T20:13:32.843+0000
13194139538575|15393162788893|2011-04-14T18:43:34.658+0000
13194139538575|15393162794832|2011-05-28T11:52:40.532+0000
13194139538575|17592186044691|2011-06-17T09:38:49.642+0000
13194139538575|17592186047473|2011-07-06T11:50:29.336+0000
13194139538575|17592186053211|2011-06-27T12:08:58.839+0000
13194139538575|19791209300479|2011-08-25T11:38:12.663+0000
13194139538575|19791209303409|2011-08-10T10:35:27.471+0000
13194139538575|19791209307974|2011-09-26T06:39:12.450+0000
13194139538575|19791209310932|2011-08-10T21:53:43.380+0000
13194139538575|21990232562118|2011-10-24T18:46:39.199+0000
13194139538575|21990232565549|2011-10-20T15:23:15.447+0000
13194139538575|24189255815833|2011-12-18T07:40:07.415+0000
13194139538575|24189255819727|2012-01-05T21:07:17.387+0000
13194139538575|26388279068077|2012-02-27T09:44:47.941+0000
13194139538575|26388279069828|2012-03-02T21:26:48.599+0000
13194139538575|26388279075172|2012-01-12T12:31:28.671+0000
13194139538575|28587302325046|2012-04-08T23:28:56.049+0000
13194139538575|28587302328950|2012-03-22T00:08:34.696+0000
13194139538575|28587302331227|2012-04-27T00:14:22.501+0000
13194139538575|30786325578525|2012-06-05T09:53:52.781+0000
13194139538575|30786325581710|2012-06-20T02:27:34.122+0000
13194139538575|30786325585812|2012-07-08T00:58:24.400+0000
13194139538575|32985348837347|2012-08-06T15:03:37.366+0000
13194139538575|32985348843328|2012-09-07T01:28:02.207+0000
13194139539550|15393162793955|2011-05-27T12:22:12.542+0000
