user_id, book_id, book_date, book_rating
335,8647,2021-01-08 00:00:00,2
335,101169,2021-09-20 00:00:00,5
341,189331,2021-05-08 00:00:00,6
342,41047,2021-04-19 00:00:00,1
344,83830,2021-08-21 00:00:00,9
348,58021,2020-10-07 00:00:00,9
348,50530,2020-10-19 00:00:00,6
352,194004,2021-05-18 00:00:00,7
352,229676,2020-12-27 00:00:00,6
354,7340,2021-09-26 00:00:00,2
365,140678,2020-09-06 00:00:00,3
376,4046,2020-10-21 00:00:00,8
384,132720,2021-01-27 00:00:00,6
385,8662,2020-10-28 00:00:00,5
389,210351,2021-12-09 00:00:00,6
389,23214,2020-09-02 00:00:00,9
392,48981,2021-07-07 00:00:00,7
394,14126,2021-05-26 00:00:00,7
396,73030,2020-11-27 00:00:00,1
403,179169,2021-03-12 00:00:00,5
408,235366,2021-03-16 00:00:00,5
413,43961,2021-04-14 00:00:00,4
415,220585,2021-09-15 00:00:00,8
416,15100,2021-03-22 00:00:00,8
417,44182,2021-06-19 00:00:00,6
417,3623,2020-10-22 00:00:00,9
419,56359,2021-12-16 00:00:00,9
419,221607,2021-02-05 00:00:00,3
422,224650,2021-09-28 00:00:00,5
433,70164,2021-07-05 00:00:00,1
434,215978,2021-06-09 00:00:00,5
439,180499,2021-07-28 00:00:00,8
439,86771,2020-11-02 00:00:00,4
439,221321,2021-06-13 00:00:00,2
440,185938,2021-09-01 00:00:00,8
445,153541,2020-09-16 00:00:00,7
446,57556,2020-10-06 00:00:00,4
450,125870,2020-11-26 00:00:00,1
450,122211,2021-11-29 00:00:00,8
458,60138,2021-06-05 00:00:00,2
461,157053,2021-03-13 00:00:00,1
463,204960,2021-10-21 00:00:00,6
466,210858,2021-10-19 00:00:00,2
467,79979,2021-08-05 00:00:00,2
470,178133,2021-10-28 00:00:00,9
475,149510,2021-10-15 00:00:00,5
477,193165,2021-08-03 00:00:00,1
482,133883,2021-11-24 00:00:00,7
485,202608,2020-12-23 00:00:00,4
496,173964,2021-09-21 00:00:00,3
500,56889,2020-10-01 00:00:00,9
501,130141,2021-12-14 00:00:00,7
506,139944,2021-08-06 00:00:00,9
508,83447,2021-07-09 00:00:00,1
510,155683,2020-09-15 00:00:00,2
517,11947,2020-09-16 00:00:00,7
518,1960,2021-02-06 00:00:00,4
518,59180,2021-01-25 00:00:00,8
519,46169,2021-04-08 00:00:00,2
522,190455,2020-09-29 00:00:00,8
522,4299,2021-02-21 00:00:00,1
525,99914,2021-04-12 00:00:00,7
527,6304,2021-11-19 00:00:00,1
529,50622,2021-08-21 00:00:00,3
539,7829,2021-08-09 00:00:00,6
541,134872,2021-07-23 00:00:00,6
550,2585,2020-10-23 00:00:00,3
551,4057,2021-01-03 00:00:00,2
553,179693,2021-01-16 00:00:00,1
557,174928,2021-06-11 00:00:00,2
561,203220,2021-05-15 00:00:00,6
562,150378,2021-04-03 00:00:00,7
573,156145,2021-11-21 00:00:00,9
573,147998,2021-12-06 00:00:00,4
574,69793,2021-10-24 00:00:00,1
575,87734,2021-08-13 00:00:00,5
575,165451,2020-09-16 00:00:00,9
576,172962,2021-07-29 00:00:00,4
576,91506,2020-12-22 00:00:00,5
577,47311,2021-07-25 00:00:00,7
590,186514,2020-11-11 00:00:00,8
593,136637,2021-12-06 00:00:00,1
594,42791,2021-10-15 00:00:00,6
596,205062,2021-05-30 00:00:00,8
596,164098,2021-06-17 00:00:00,4
598,113325,2021-01-31 00:00:00,3
605,158615,2021-07-14 00:00:00,6
607,10666,2021-08-24 00:00:00,2
611,125229,2020-09-11 00:00:00,4
615,153996,2020-09-28 00:00:00,7
621,232393,2021-04-08 00:00:00,9
621,139096,2021-03-09 00:00:00,2
621,177809,2021-02-07 00:00:00,9
621,5052,2021-09-24 00:00:00,3
624,135403,2021-08-02 00:00:00,1
626,36488,2021-08-10 00:00:00,8
635,141094,2020-09-18 00:00:00,6
636,97792,2021-01-16 00:00:00,7
636,172709,2021-09-23 00:00:00,6
637,113659,2020-11-12 00:00:00,1
639,152958,2021-06-10 00:00:00,7
642,158089,2021-05-13 00:00:00,3
644,130974,2021-03-27 00:00:00,9
646,216682,2021-06-15 00:00:00,9
646,184387,2021-12-20 00:00:00,7
647,201738,2021-10-30 00:00:00,5
647,94581,2021-01-06 00:00:00,2
647,130404,2021-08-25 00:00:00,3
650,214796,2021-08-03 00:00:00,6
652,106316,2021-07-05 00:00:00,2
657,62930,2020-11-11 00:00:00,6
657,208119,2021-10-31 00:00:00,5
658,106435,2020-09-03 00:00:00,4
660,114477,2021-05-20 00:00:00,5
662,99111,2020-11-10 00:00:00,6
668,63491,2020-12-02 00:00:00,9
672,176545,2021-12-16 00:00:00,1
673,203839,2021-03-27 00:00:00,2
677,16098,2020-09-15 00:00:00,1
678,148415,2021-12-01 00:00:00,4
681,114962,2020-11-20 00:00:00,2
682,1295,2021-04-02 00:00:00,1
682,206522,2021-06-01 00:00:00,5
686,35692,2021-12-30 00:00:00,2
687,89758,2021-06-27 00:00:00,1
688,76787,2021-10-09 00:00:00,1
688,77505,2021-11-29 00:00:00,3
697,17462,2020-12-27 00:00:00,7
699,113069,2020-11-12 00:00:00,6
705,102203,2021-03-09 00:00:00,2
710,38845,2020-10-18 00:00:00,6
711,155183,2021-09-03 00:00:00,2
712,14502,2021-02-25 00:00:00,9
722,17000,2021-01-20 00:00:00,8
725,157157,2021-12-31 00:00:00,7
726,48210,2020-09-26 00:00:00,8
728,44581,2021-10-11 00:00:00,9
736,13421,2020-11-25 00:00:00,8
739,113440,2021-07-14 00:00:00,9
749,227724,2021-01-13 00:00:00,3
753,204258,2021-03-05 00:00:00,6
755,175143,2021-03-14 00:00:00,7
757,146182,2021-07-19 00:00:00,5
767,48592,2021-07-10 00:00:00,8
769,18476,2021-12-05 00:00:00,3
771,96515,2020-10-09 00:00:00,2
772,77836,2021-02-12 00:00:00,1
774,207048,2021-08-06 00:00:00,8
786,135880,2021-03-14 00:00:00,8
792,46724,2021-03-12 00:00:00,5
793,185531,2021-02-01 00:00:00,8
799,37962,2021-02-19 00:00:00,7
800,18451,2021-12-12 00:00:00,3
805,109386,2021-03-23 00:00:00,6
808,203127,2021-09-08 00:00:00,5
810,82884,2021-01-18 00:00:00,8
811,209547,2020-10-12 00:00:00,8
820,111796,2021-06-06 00:00:00,7
823,233887,2021-10-28 00:00:00,6
823,232161,2021-05-27 00:00:00,2
830,57514,2021-02-11 00:00:00,6
833,135676,2020-11-06 00:00:00,1
836,34221,2021-01-23 00:00:00,8
838,176253,2021-03-21 00:00:00,2
846,42406,2020-11-21 00:00:00,7
848,199051,2020-12-10 00:00:00,3
850,127626,2020-10-30 00:00:00,7
850,129274,2021-07-11 00:00:00,1
854,111228,2021-11-14 00:00:00,6
854,16967,2021-09-18 00:00:00,3
854,95325,2021-06-14 00:00:00,2
854,6783,2020-11-27 00:00:00,6
858,135902,2020-09-16 00:00:00,4
858,86418,2021-11-18 00:00:00,7
859,180391,2021-09-11 00:00:00,9
861,131534,2021-06-24 00:00:00,3
863,208812,2021-07-11 00:00:00,9
865,221332,2021-06-04 00:00:00,8
869,158419,2020-10-18 00:00:00,9
873,43975,2021-02-16 00:00:00,8
875,19203,2021-04-15 00:00:00,4
877,36233,2021-08-13 00:00:00,8
877,18108,2021-03-15 00:00:00,9
885,189634,2021-05-22 00:00:00,4
885,138604,2020-10-29 00:00:00,6
886,205208,2021-09-15 00:00:00,5
897,61779,2021-09-16 00:00:00,7
897,68480,2021-01-10 00:00:00,5
898,9300,2020-11-24 00:00:00,2
898,109022,2021-04-15 00:00:00,3
900,152968,2021-07-02 00:00:00,7
914,146864,2021-10-21 00:00:00,8
919,122055,2021-05-21 00:00:00,9
921,136278,2020-10-09 00:00:00,2
923,123308,2020-11-06 00:00:00,3
924,97926,2020-09-25 00:00:00,1
926,109224,2021-03-28 00:00:00,7
930,95995,2021-10-02 00:00:00,1
942,205840,2021-03-13 00:00:00,3
942,99121,2021-05-06 00:00:00,4
944,110931,2021-03-26 00:00:00,3
960,98926,2020-10-13 00:00:00,6
962,23812,2020-09-04 00:00:00,5
966,91164,2021-11-03 00:00:00,7
973,38144,2021-05-11 00:00:00,9
975,205665,2021-06-20 00:00:00,9
980,115179,2020-12-20 00:00:00,9
981,69694,2021-02-06 00:00:00,1
982,211983,2020-09-17 00:00:00,2
982,187721,2020-12-24 00:00:00,5
991,18915,2021-06-17 00:00:00,8
994,192290,2021-05-24 00:00:00,1
997,233536,2021-06-12 00:00:00,7
1006,178629,2021-09-10 00:00:00,1
1007,21324,2021-12-01 00:00:00,8
1011,195462,2021-09-19 00:00:00,2
1011,185346,2020-10-31 00:00:00,6
1013,235441,2021-01-09 00:00:00,5
1015,53419,2020-10-11 00:00:00,7
1015,107119,2021-04-21 00:00:00,3
1018,33785,2021-01-20 00:00:00,8
1037,120527,2020-12-25 00:00:00,5
1040,149807,2021-07-09 00:00:00,4
1041,83727,2021-07-25 00:00:00,9
1045,188067,2021-09-10 00:00:00,3
1048,51102,2021-07-18 00:00:00,7
1054,126159,2021-01-10 00:00:00,7
1057,83847,2021-12-02 00:00:00,6
1058,208509,2021-11-25 00:00:00,8
1064,198729,2021-02-14 00:00:00,5
1065,219592,2021-05-24 00:00:00,4
1067,169538,2021-09-09 00:00:00,6
1068,42204,2021-04-17 00:00:00,9
1068,21951,2021-06-19 00:00:00,9
1069,204053,2020-11-07 00:00:00,2
1070,139699,2021-11-29 00:00:00,6
1078,56508,2021-08-02 00:00:00,7
1079,6310,2020-10-27 00:00:00,2
1080,119844,2021-09-28 00:00:00,4
1088,186318,2021-08-18 00:00:00,9
1091,230595,2021-09-30 00:00:00,6
1092,18220,2021-06-15 00:00:00,7
1092,192599,2021-02-05 00:00:00,9
1094,75476,2021-09-17 00:00:00,6
1094,71686,2021-12-12 00:00:00,4
1099,140954,2020-12-10 00:00:00,6
1108,115922,2021-01-13 00:00:00,8
1113,395,2021-07-10 00:00:00,9
1114,149036,2021-04-30 00:00:00,4
1116,13809,2021-01-08 00:00:00,2
1117,138573,2021-03-16 00:00:00,5
1123,62341,2021-12-15 00:00:00,4
1123,204955,2020-12-09 00:00:00,8
1124,230730,2021-09-13 00:00:00,8
1132,83057,2021-07-10 00:00:00,4
1132,7375,2021-02-03 00:00:00,5
1135,231519,2020-11-15 00:00:00,2
1137,79098,2021-08-22 00:00:00,1
1139,224889,2021-05-18 00:00:00,8
1145,126216,2021-04-17 00:00:00,1
1146,33297,2021-01-22 00:00:00,7
1146,31317,2021-10-19 00:00:00,8
1147,20866,2021-03-23 00:00:00,6
1149,13442,2020-11-05 00:00:00,6
1152,39928,2021-01-03 00:00:00,3
1155,113384,2021-02-21 00:00:00,2
1156,28374,2020-10-21 00:00:00,8
1159,181942,2021-11-15 00:00:00,8
1159,227542,2021-05-11 00:00:00,1
1159,51302,2021-05-12 00:00:00,8
1160,120721,2021-03-29 00:00:00,8
1161,70265,2020-12-22 00:00:00,2
1167,158540,2021-12-17 00:00:00,9
1167,145232,2021-06-22 00:00:00,8
1172,188696,2021-01-02 00:00:00,1
1176,133505,2021-01-28 00:00:00,7
1177,144921,2021-11-05 00:00:00,1
1183,166383,2021-01-16 00:00:00,8
1191,87628,2021-09-13 00:00:00,1
1193,120991,2021-05-23 00:00:00,5
1196,180135,2021-05-21 00:00:00,3
1201,49729,2021-11-20 00:00:00,7
1202,90033,2021-03-07 00:00:00,5
1203,93320,2020-09-11 00:00:00,3
1204,179010,2021-02-12 00:00:00,1
1205,77415,2021-07-18 00:00:00,2
1206,5251,2021-05-07 00:00:00,4
1209,13562,2021-07-16 00:00:00,7
1209,91238,2021-07-07 00:00:00,5
1210,185018,2021-08-27 00:00:00,7
1213,140015,2020-11-19 00:00:00,7
1214,193485,2021-08-14 00:00:00,2
1218,174102,2020-11-16 00:00:00,7
1222,170314,2021-01-04 00:00:00,7
1232,116848,2021-08-06 00:00:00,8
1232,166896,2021-02-08 00:00:00,7
1233,44139,2021-07-10 00:00:00,9
1237,128609,2021-05-15 00:00:00,7
1238,200314,2021-09-03 00:00:00,3
1241,117031,2021-09-06 00:00:00,8
1243,105366,2021-08-14 00:00:00,3
1243,158957,2020-10-30 00:00:00,6
1246,53755,2021-09-20 00:00:00,6
1251,152159,2021-06-06 00:00:00,4
1251,226507,2020-11-20 00:00:00,7
1253,54014,2020-11-27 00:00:00,3
1257,152517,2021-12-02 00:00:00,7
1257,185861,2020-11-11 00:00:00,8
1259,136674,2020-11-02 00:00:00,3
1260,139791,2021-02-20 00:00:00,7
1264,165097,2021-10-08 00:00:00,8
1273,95481,2021-11-23 00:00:00,3
1277,173029,2021-02-13 00:00:00,5
1278,229879,2021-06-06 00:00:00,1
1279,235027,2021-10-05 00:00:00,8
1281,143558,2021-09-14 00:00:00,5
1283,169072,2021-08-12 00:00:00,3
1286,69195,2021-06-27 00:00:00,7
1287,203379,2021-08-05 00:00:00,7
1287,175467,2020-09-24 00:00:00,2
1292,79646,2020-11-27 00:00:00,4
1293,90926,2021-10-30 00:00:00,5
1293,35800,2021-10-31 00:00:00,9
1296,222984,2021-06-21 00:00:00,4
1298,8302,2020-10-22 00:00:00,4
1300,108992,2020-10-22 00:00:00,7
1302,64422,2021-05-11 00:00:00,3
1306,134829,2021-02-25 00:00:00,6
1309,28754,2021-10-16 00:00:00,6
1311,208352,2021-08-10 00:00:00,5
1311,156692,2020-09-25 00:00:00,3
1311,41999,2020-10-15 00:00:00,1
1313,154882,2020-10-27 00:00:00,4
1320,33015,2021-01-11 00:00:00,6
1328,170347,2020-12-02 00:00:00,9
1329,202586,2020-12-05 00:00:00,6
1332,94356,2021-02-19 00:00:00,5
1333,161369,2021-09-20 00:00:00,9
1333,104458,2021-09-07 00:00:00,6
1334,153914,2021-04-18 00:00:00,4
1336,131592,2021-07-17 00:00:00,2
1340,41004,2021-07-25 00:00:00,8
1343,171362,2021-11-15 00:00:00,7
1346,98484,2021-10-19 00:00:00,6
1346,203975,2021-06-25 00:00:00,5
1347,166035,2021-04-28 00:00:00,8
1347,90536,2021-03-21 00:00:00,3
1350,97654,2021-11-09 00:00:00,6
1351,44398,2021-05-09 00:00:00,3
1351,3085,2021-10-08 00:00:00,9
1352,21539,2020-10-05 00:00:00,5
1360,175700,2021-05-25 00:00:00,6
1365,203616,2021-09-29 00:00:00,8
1365,17517,2021-02-14 00:00:00,6
1372,189607,2021-03-14 00:00:00,8
1374,150208,2021-04-01 00:00:00,6
1376,110255,2021-06-19 00:00:00,1
1379,91912,2021-03-08 00:00:00,5
1380,100258,2020-10-18 00:00:00,6
1381,113688,2021-03-24 00:00:00,7
1388,117490,2020-12-22 00:00:00,3
1389,211697,2021-11-02 00:00:00,4
1394,222434,2021-01-26 00:00:00,3
1399,14670,2021-06-25 00:00:00,8
1401,55026,2021-11-10 00:00:00,6
1405,131939,2020-09-30 00:00:00,8
1408,25944,2021-05-04 00:00:00,4
1423,152220,2021-05-02 00:00:00,2
1428,190453,2021-06-18 00:00:00,3
1429,117796,2021-01-18 00:00:00,3
1430,45014,2020-12-06 00:00:00,5
1431,173874,2021-11-07 00:00:00,7
1431,178563,2021-02-01 00:00:00,5
1443,128564,2021-09-24 00:00:00,2
1455,100398,2021-10-31 00:00:00,8
1455,62631,2021-12-15 00:00:00,8
1456,64708,2021-05-30 00:00:00,4
1458,181435,2021-04-17 00:00:00,5
1459,18882,2020-09-16 00:00:00,4
1459,138687,2021-05-27 00:00:00,3
1460,51216,2021-08-07 00:00:00,8
1467,206617,2021-04-18 00:00:00,7
1467,2099,2021-01-18 00:00:00,1
1473,216453,2021-08-14 00:00:00,1
1473,78381,2021-11-21 00:00:00,7
1483,208220,2021-10-09 00:00:00,8
1484,38929,2021-02-22 00:00:00,8
1486,232706,2021-12-18 00:00:00,6
1487,208354,2021-03-30 00:00:00,7
1488,164121,2020-12-26 00:00:00,2
1489,4618,2021-08-09 00:00:00,5
1489,51845,2021-05-21 00:00:00,3
1494,166960,2021-01-04 00:00:00,7
1504,154442,2021-10-18 00:00:00,4
1505,146463,2020-12-05 00:00:00,8
1508,152639,2021-05-09 00:00:00,9
1508,7544,2021-08-19 00:00:00,9
1510,40996,2021-06-07 00:00:00,7
1515,53027,2021-12-11 00:00:00,8
1515,173573,2021-12-14 00:00:00,6
1521,78489,2021-11-21 00:00:00,5
1525,72293,2021-08-14 00:00:00,1
1530,195382,2021-09-30 00:00:00,3
1534,214737,2021-02-25 00:00:00,4
1535,61537,2020-12-07 00:00:00,3
1542,215737,2020-11-13 00:00:00,1
1552,228000,2021-07-23 00:00:00,6
1553,192673,2021-09-12 00:00:00,3
1557,100254,2020-12-07 00:00:00,3
1557,129671,2020-10-11 00:00:00,6
1568,219201,2021-08-20 00:00:00,1
1569,92779,2021-11-01 00:00:00,9
1571,21395,2020-12-28 00:00:00,1
1571,204944,2020-09-10 00:00:00,6
1579,204735,2021-09-07 00:00:00,3
1579,163346,2020-11-15 00:00:00,4
1581,91558,2021-08-08 00:00:00,7
1585,194852,2021-11-11 00:00:00,5
1585,159540,2021-05-08 00:00:00,9
1587,229378,2021-11-01 00:00:00,2
1588,221501,2021-04-22 00:00:00,1
1589,5733,2021-07-14 00:00:00,5
1597,144092,2020-12-14 00:00:00,6
1601,188169,2021-12-04 00:00:00,4
1607,222106,2020-10-09 00:00:00,1
1607,200816,2021-08-23 00:00:00,9
1607,65159,2021-05-31 00:00:00,8
1608,23072,2021-05-14 00:00:00,2
1609,20150,2021-08-18 00:00:00,2
1609,125130,2020-12-21 00:00:00,2
1617,24224,2021-06-25 00:00:00,1
1617,196194,2021-08-14 00:00:00,4
1617,88004,2020-11-23 00:00:00,7
1622,112739,2021-04-19 00:00:00,7
1626,233185,2021-03-26 00:00:00,3
1630,235544,2020-10-21 00:00:00,7
1635,43129,2020-12-07 00:00:00,9
1637,20713,2020-12-26 00:00:00,9
1638,207881,2021-06-15 00:00:00,9
1641,204255,2021-08-30 00:00:00,7
1643,149126,2021-07-28 00:00:00,2
1648,194304,2021-10-13 00:00:00,3
1649,156351,2021-04-26 00:00:00,3
1653,125003,2020-10-24 00:00:00,8
1656,98786,2021-08-10 00:00:00,5
1658,95210,2021-07-24 00:00:00,1
1668,151591,2021-11-22 00:00:00,9
1671,42907,2021-03-01 00:00:00,2
1675,181024,2020-12-09 00:00:00,9
1675,174352,2021-02-21 00:00:00,5
1675,51251,2021-09-02 00:00:00,5
1682,68637,2021-12-19 00:00:00,1
1688,89415,2021-04-02 00:00:00,9
1691,153491,2021-07-02 00:00:00,2
1693,67850,2021-12-21 00:00:00,9
1697,108585,2021-11-23 00:00:00,2
1697,98159,2021-10-14 00:00:00,9
1697,225704,2021-12-03 00:00:00,1
1701,48773,2021-12-18 00:00:00,4
1712,231102,2021-10-07 00:00:00,1
1715,233932,2020-12-05 00:00:00,2
1718,225552,2020-09-25 00:00:00,8
1718,134239,2021-11-14 00:00:00,1
1718,150794,2021-11-15 00:00:00,7
1719,151948,2021-03-31 00:00:00,7
1725,157194,2021-11-28 00:00:00,9
1728,56295,2021-11-13 00:00:00,1
1730,150796,2021-04-03 00:00:00,6
1732,226825,2021-01-24 00:00:00,2
1736,139067,2021-03-31 00:00:00,6
1741,224794,2021-08-24 00:00:00,5
1747,71739,2021-01-06 00:00:00,2
1749,94446,2021-12-01 00:00:00,4
1751,100744,2021-11-23 00:00:00,6
1760,20154,2021-04-22 00:00:00,2
1762,4984,2021-10-15 00:00:00,1
1762,117001,2021-07-05 00:00:00,9
1763,94051,2021-06-30 00:00:00,3
1765,215423,2020-09-28 00:00:00,9
1767,212303,2021-05-19 00:00:00,7
1769,136696,2021-10-08 00:00:00,8
1771,17654,2021-07-12 00:00:00,1
1771,8362,2021-08-18 00:00:00,6
1774,102484,2021-07-25 00:00:00,4
1782,25675,2021-12-20 00:00:00,8
1787,114100,2021-04-16 00:00:00,5
1799,75165,2020-10-15 00:00:00,1
1812,94235,2020-12-04 00:00:00,3
1822,175144,2020-09-23 00:00:00,8
1822,235838,2020-09-04 00:00:00,8
1827,133409,2021-11-20 00:00:00,3
1828,8035,2021-02-11 00:00:00,9
1830,211574,2021-06-26 00:00:00,8
1834,124250,2020-10-20 00:00:00,1
1837,46469,2020-12-21 00:00:00,1
1841,108452,2021-01-25 00:00:00,3
1845,42914,2020-11-05 00:00:00,9
1847,106541,2021-10-14 00:00:00,8
1852,223989,2021-08-22 00:00:00,1
1856,2181,2021-02-11 00:00:00,8
1864,147635,2021-12-23 00:00:00,1
1878,209548,2021-03-31 00:00:00,6
1888,214096,2020-11-14 00:00:00,5
1890,105201,2021-07-30 00:00:00,9
1890,12002,2020-12-10 00:00:00,9
1899,144246,2020-09-01 00:00:00,3
1900,172342,2021-10-27 00:00:00,6
1900,118082,2021-08-31 00:00:00,8
1901,131134,2021-07-13 00:00:00,3
1901,163386,2020-11-22 00:00:00,6
1902,140445,2020-11-28 00:00:00,9
1902,177210,2021-12-23 00:00:00,2
1902,164752,2020-10-29 00:00:00,9
1905,84389,2021-12-19 00:00:00,1
1911,9719,2021-01-21 00:00:00,2
1932,133665,2021-04-02 00:00:00,5
1934,102885,2021-07-13 00:00:00,5
1935,177152,2021-02-08 00:00:00,5
1939,189588,2021-07-29 00:00:00,6
1940,162442,2021-11-19 00:00:00,8
1941,29620,2021-08-21 00:00:00,4
1941,170889,2021-06-20 00:00:00,2
1943,44688,2020-10-13 00:00:00,9
1949,188802,2021-09-22 00:00:00,7
1951,232624,2021-02-12 00:00:00,4
1952,114182,2020-09-16 00:00:00,1
1953,95427,2021-09-06 00:00:00,9
1955,169952,2021-07-29 00:00:00,6
1957,7844,2021-05-26 00:00:00,8
1959,33981,2020-10-29 00:00:00,9
1964,86494,2021-02-14 00:00:00,7
1965,111998,2020-10-21 00:00:00,3
1970,212113,2021-04-18 00:00:00,1
1971,174165,2020-11-22 00:00:00,7
1972,33427,2021-07-17 00:00:00,4
1972,235016,2021-12-23 00:00:00,4
1975,127059,2020-09-19 00:00:00,6
1980,28578,2021-05-08 00:00:00,4
1980,188761,2021-03-31 00:00:00,7
1982,34935,2021-04-09 00:00:00,6
1983,145553,2021-07-01 00:00:00,9
1983,24136,2021-06-13 00:00:00,5
1990,167172,2020-11-17 00:00:00,2
1994,124015,2021-08-25 00:00:00,8
1995,98237,2020-10-23 00:00:00,9
1996,202960,2021-06-22 00:00:00,1
1997,163932,2021-09-21 00:00:00,2
2000,41896,2021-03-29 00:00:00,5
2000,24986,2021-11-13 00:00:00,2
2000,214747,2021-09-08 00:00:00,9
2000,80844,2021-02-20 00:00:00,3
2011,22342,2021-03-12 00:00:00,2
2013,335,2021-08-14 00:00:00,8
2015,189756,2021-10-26 00:00:00,5
2016,81873,2021-06-27 00:00:00,4
2017,170488,2021-08-15 00:00:00,5
2018,68489,2020-10-10 00:00:00,4
2020,196519,2020-09-26 00:00:00,8
2026,112096,2021-11-04 00:00:00,6
2028,18473,2021-01-13 00:00:00,7
2031,209591,2021-07-06 00:00:00,4
2033,209906,2021-04-17 00:00:00,7
