address_id,zipcode,city,state_abbr,state,county_id,county_name,msa_id,msa_name,lat,lng,population,market_id,market_name,region_id,region_name,store_id,other
16,19713,Newark,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.6777,-75.7573,33398,5,South Atlantic,3,South,115,5.773415281
17,19720,Wilmington Manor,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.6859,-75.5853,0,5,South Atlantic,3,South,115,6.866648789
18,19720,Wilmington Manor,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.6859,-75.5853,0,5,South Atlantic,3,South,115,6.866648789
19,19733,Saint Georges,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.5576,-75.6533,0,5,South Atlantic,3,South,116,3.235017339
20,19733,Saint Georges,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.5576,-75.6533,0,5,South Atlantic,3,South,116,3.235017339
21,19734,Townsend,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.3968,-75.6945,2313,5,South Atlantic,3,South,118,0
22,19734,Townsend,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.3968,-75.6945,2313,5,South Atlantic,3,South,118,0
23,19736,Yorklyn,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.8082,-75.6755,0,5,South Atlantic,3,South,115,13.06937168
24,19736,Yorklyn,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.8082,-75.6755,0,5,South Atlantic,3,South,115,13.06937168
25,19803,Rockland,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7962,-75.5721,0,5,South Atlantic,3,South,99,11.43343257
26,19803,Rockland,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7962,-75.5721,0,5,South Atlantic,3,South,99,11.43343257
27,19804,Newport,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7136,-75.6052,1050,5,South Atlantic,3,South,115,7.671454327
28,19804,Newport,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7136,-75.6052,1050,5,South Atlantic,3,South,115,7.671454327
29,19807,Montchanin,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7898,-75.5891,0,5,South Atlantic,3,South,99,12.44014993
30,19807,Montchanin,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7898,-75.5891,0,5,South Atlantic,3,South,99,12.44014993
31,19808,Marshallton,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7257,-75.6541,0,5,South Atlantic,3,South,115,7.507119266
32,19808,Marshallton,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7257,-75.6541,0,5,South Atlantic,3,South,115,7.507119266
33,19808,Pike Creek Valley,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7296,-75.6993,0,5,South Atlantic,3,South,115,7.710196981
34,19808,Pike Creek Valley,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7296,-75.6993,0,5,South Atlantic,3,South,115,7.710196981
35,19808,Pike Creek,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7485,-75.6953,0,5,South Atlantic,3,South,115,8.983177021
36,19808,Pike Creek,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7485,-75.6953,0,5,South Atlantic,3,South,115,8.983177021
37,19809,Holly Oak,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7884,-75.4788,0,5,South Atlantic,3,South,99,7.645720634
38,19809,Holly Oak,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.7884,-75.4788,0,5,South Atlantic,3,South,99,7.645720634
39,19810,Ardentown,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.8078,-75.4804,273,5,South Atlantic,3,South,99,6.824240149
40,19810,Ardentown,DE,Delaware,10003,New Castle,37980,Philadelphia-Camden-Wilmington,39.8078,-75.4804,273,5,South Atlantic,3,South,99,6.824240149
41,19901,Highland Acres,DE,Delaware,10001,Kent,20100,Dover,39.1164,-75.5217,0,5,South Atlantic,3,South,118,21.44887205
42,19901,Kent Acres,DE,Delaware,10001,Kent,20100,Dover,39.1329,-75.5159,0,5,South Atlantic,3,South,118,20.57076792
43,19901,Little Creek,DE,Delaware,10001,Kent,20100,Dover,39.1664,-75.448,234,5,South Atlantic,3,South,118,20.67068711
44,19902,Dover,DE,Delaware,10001,Kent,20100,Dover,39.16,-75.5204,116114,5,South Atlantic,3,South,118,18.81452478
45,19934,Rising Sun,DE,Delaware,10001,Kent,20100,Dover,39.1004,-75.5155,0,5,South Atlantic,3,South,118,22.58908504
46,19943,Woodside,DE,Delaware,10001,Kent,20100,Dover,39.0711,-75.5667,196,5,South Atlantic,3,South,118,23.49113861
47,19943,Felton,DE,Delaware,10001,Kent,20100,Dover,39.0125,-75.5761,1408,5,South Atlantic,3,South,118,27.26163299
48,19946,Riverview,DE,Delaware,10001,Kent,20100,Dover,39.0293,-75.5202,0,5,South Atlantic,3,South,118,27.02230842
49,19954,Houston,DE,Delaware,10001,Kent,20100,Dover,38.9177,-75.5041,393,5,South Atlantic,3,South,118,34.59590494
50,19962,Magnolia,DE,Delaware,10001,Kent,20100,Dover,39.0718,-75.4757,235,5,South Atlantic,3,South,118,25.30703481
51,19977,Clayton,DE,Delaware,10001,Kent,20100,Dover,39.2846,-75.6363,3157,5,South Atlantic,3,South,118,8.344502185
52,19979,Viola,DE,Delaware,10001,Kent,20100,Dover,39.043,-75.5716,171,5,South Atlantic,3,South,118,25.28196971
53,20010,Washington,DC,District of Columbia,11001,District of Columbia,47900,Washington-Arlington-Alexandria,38.9047,-77.0163,5191844,5,South Atlantic,3,South,119,0
54,20010,Washington,DC,District of Columbia,11001,District of Columbia,47900,Washington-Arlington-Alexandria,38.9047,-77.0163,5191844,5,South Atlantic,3,South,119,0
55,20010,Washington,DC,District of Columbia,11001,District of Columbia,47900,Washington-Arlington-Alexandria,38.9047,-77.0163,5191844,5,South Atlantic,3,South,119,0
56,20109,Sudley,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7878,-77.4961,0,5,South Atlantic,3,South,204,4.970795439
57,20109,Sudley,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7878,-77.4961,0,5,South Atlantic,3,South,204,4.970795439
58,20109,Sudley,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7878,-77.4961,0,5,South Atlantic,3,South,204,4.970795439
59,20110,Manassas,VA,Virginia,51683,Manassas (city),47900,Washington-Arlington-Alexandria,38.748,-77.484,41483,5,South Atlantic,3,South,204,3.304658323
60,20110,Manassas,VA,Virginia,51683,Manassas (city),47900,Washington-Arlington-Alexandria,38.748,-77.484,41483,5,South Atlantic,3,South,204,3.304658323
61,20110,Manassas,VA,Virginia,51683,Manassas (city),47900,Washington-Arlington-Alexandria,38.748,-77.484,41483,5,South Atlantic,3,South,204,3.304658323
62,20111,Manassas Park,VA,Virginia,51685,Manassas Park (city),47900,Washington-Arlington-Alexandria,38.7717,-77.4448,15915,5,South Atlantic,3,South,204,5.971116622
63,20111,Manassas Park,VA,Virginia,51685,Manassas Park (city),47900,Washington-Arlington-Alexandria,38.7717,-77.4448,15915,5,South Atlantic,3,South,204,5.971116622
64,20111,Manassas Park,VA,Virginia,51685,Manassas Park (city),47900,Washington-Arlington-Alexandria,38.7717,-77.4448,15915,5,South Atlantic,3,South,204,5.971116622
65,20119,Catlett,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.654,-77.637,0,5,South Atlantic,3,South,204,7.234848201
66,20119,Catlett,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.654,-77.637,0,5,South Atlantic,3,South,204,7.234848201
67,20119,Catlett,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.654,-77.637,0,5,South Atlantic,3,South,204,7.234848201
68,20124,Centreville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8391,-77.4388,0,5,South Atlantic,3,South,205,7.560088367
69,20124,Centreville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8391,-77.4388,0,5,South Atlantic,3,South,205,7.560088367
70,20124,Centreville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8391,-77.4388,0,5,South Atlantic,3,South,205,7.560088367
71,20124,Clifton,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7802,-77.3866,292,5,South Atlantic,3,South,205,6.872335343
72,20124,Clifton,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7802,-77.3866,292,5,South Atlantic,3,South,205,6.872335343
73,20124,Clifton,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7802,-77.3866,292,5,South Atlantic,3,South,205,6.872335343
74,20132,Purcellville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1378,-77.7109,14645,5,South Atlantic,3,South,203,12.57784653
75,20132,Purcellville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1378,-77.7109,14645,5,South Atlantic,3,South,203,12.57784653
76,20132,Purcellville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1378,-77.7109,14645,5,South Atlantic,3,South,203,12.57784653
77,20132,Hillsboro,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1997,-77.7244,98,5,South Atlantic,3,South,213,11.53044642
78,20132,Hillsboro,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1997,-77.7244,98,5,South Atlantic,3,South,213,11.53044642
79,20132,Hillsboro,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.1997,-77.7244,98,5,South Atlantic,3,South,213,11.53044642
80,20136,Bristow,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7229,-77.5361,0,5,South Atlantic,3,South,204,0
81,20136,Bristow,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7229,-77.5361,0,5,South Atlantic,3,South,204,0
82,20136,Bristow,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.7229,-77.5361,0,5,South Atlantic,3,South,204,0
83,20147,Belmont,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0651,-77.4963,0,5,South Atlantic,3,South,203,0
84,20147,Belmont,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0651,-77.4963,0,5,South Atlantic,3,South,203,0
85,20147,Belmont,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0651,-77.4963,0,5,South Atlantic,3,South,203,0
86,20148,Broadlands,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0169,-77.5166,0,5,South Atlantic,3,South,203,3.499695653
87,20148,Broadlands,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0169,-77.5166,0,5,South Atlantic,3,South,203,3.499695653
88,20148,Broadlands,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0169,-77.5166,0,5,South Atlantic,3,South,203,3.499695653
89,20152,South Riding,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.5132,0,5,South Atlantic,3,South,206,7.895462393
90,20152,South Riding,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.5132,0,5,South Atlantic,3,South,206,7.895462393
91,20152,South Riding,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.5132,0,5,South Atlantic,3,South,206,7.895462393
92,20152,Pleasant Valley,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.4758,0,5,South Atlantic,3,South,206,6.239938685
93,20152,Pleasant Valley,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.4758,0,5,South Atlantic,3,South,206,6.239938685
94,20152,Pleasant Valley,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,38.9121,-77.4758,0,5,South Atlantic,3,South,206,6.239938685
95,20164,Sugarland Run,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0309,-77.3762,0,5,South Atlantic,3,South,206,4.245677888
96,20164,Sugarland Run,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0309,-77.3762,0,5,South Atlantic,3,South,206,4.245677888
97,20164,Sugarland Run,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0309,-77.3762,0,5,South Atlantic,3,South,206,4.245677888
98,20165,Countryside,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0517,-77.4125,0,5,South Atlantic,3,South,203,4.600819927
99,20165,Countryside,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0517,-77.4125,0,5,South Atlantic,3,South,203,4.600819927
100,20165,Countryside,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.0517,-77.4125,0,5,South Atlantic,3,South,203,4.600819927
101,20170,Herndon,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9699,-77.3867,24393,5,South Atlantic,3,South,206,0
102,20170,Herndon,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9699,-77.3867,24393,5,South Atlantic,3,South,206,0
103,20170,Herndon,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9699,-77.3867,24393,5,South Atlantic,3,South,206,0
104,20170,Dranesville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9955,-77.3693,0,5,South Atlantic,3,South,206,1.999034558
105,20170,Dranesville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9955,-77.3693,0,5,South Atlantic,3,South,206,1.999034558
106,20170,Dranesville,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9955,-77.3693,0,5,South Atlantic,3,South,206,1.999034558
107,20180,Lovettsville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.2739,-77.6392,1985,5,South Atlantic,3,South,152,7.292861311
108,20180,Lovettsville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.2739,-77.6392,1985,5,South Atlantic,3,South,152,7.292861311
109,20180,Lovettsville,VA,Virginia,51107,Loudoun,47900,Washington-Arlington-Alexandria,39.2739,-77.6392,1985,5,South Atlantic,3,South,152,7.292861311
110,20181,Nokesville,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.694,-77.5758,0,5,South Atlantic,3,South,204,2.928802449
111,20181,Nokesville,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.694,-77.5758,0,5,South Atlantic,3,South,204,2.928802449
112,20181,Nokesville,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.694,-77.5758,0,5,South Atlantic,3,South,204,2.928802449
113,20186,Warrenton,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7177,-77.7973,9861,5,South Atlantic,3,South,208,12.64352481
114,20186,Warrenton,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7177,-77.7973,9861,5,South Atlantic,3,South,208,12.64352481
115,20186,Warrenton,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7177,-77.7973,9861,5,South Atlantic,3,South,208,12.64352481
116,20187,New Baltimore,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7495,-77.7151,0,5,South Atlantic,3,South,204,9.843256453
117,20187,New Baltimore,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7495,-77.7151,0,5,South Atlantic,3,South,204,9.843256453
118,20187,New Baltimore,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.7495,-77.7151,0,5,South Atlantic,3,South,204,9.843256453
119,20194,Reston,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9497,-77.346,0,5,South Atlantic,3,South,206,2.597404541
120,20194,Reston,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9497,-77.346,0,5,South Atlantic,3,South,206,2.597404541
121,20194,Reston,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9497,-77.346,0,5,South Atlantic,3,South,206,2.597404541
122,20198,Marshall,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8661,-77.8453,0,5,South Atlantic,3,South,209,17.27696489
123,20198,Marshall,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8661,-77.8453,0,5,South Atlantic,3,South,209,17.27696489
124,20198,Marshall,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8661,-77.8453,0,5,South Atlantic,3,South,209,17.27696489
125,20198,The Plains,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8621,-77.7745,228,5,South Atlantic,3,South,204,16.05702807
126,20198,The Plains,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8621,-77.7745,228,5,South Atlantic,3,South,204,16.05702807
127,20198,The Plains,VA,Virginia,51061,Fauquier,47900,Washington-Arlington-Alexandria,38.8621,-77.7745,228,5,South Atlantic,3,South,204,16.05702807
128,22015,Burke,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7773,-77.2633,0,5,South Atlantic,3,South,207,2.163949694
129,22015,Burke,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7773,-77.2633,0,5,South Atlantic,3,South,207,2.163949694
130,22015,Burke,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.7773,-77.2633,0,5,South Atlantic,3,South,207,2.163949694
131,22026,Dumfries,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.567,-77.3234,5186,5,South Atlantic,3,South,158,10.32048071
132,22026,Dumfries,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.567,-77.3234,5186,5,South Atlantic,3,South,158,10.32048071
133,22026,Dumfries,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.567,-77.3234,5186,5,South Atlantic,3,South,158,10.32048071
134,22027,Dunn Loring,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8945,-77.2315,0,5,South Atlantic,3,South,205,4.660405647
135,22027,Dunn Loring,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8945,-77.2315,0,5,South Atlantic,3,South,205,4.660405647
136,22027,Dunn Loring,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8945,-77.2315,0,5,South Atlantic,3,South,205,4.660405647
137,22030,Fairfax,VA,Virginia,51600,Fairfax (city),47900,Washington-Arlington-Alexandria,38.8531,-77.2998,24164,5,South Atlantic,3,South,205,0
138,22030,Fairfax,VA,Virginia,51600,Fairfax (city),47900,Washington-Arlington-Alexandria,38.8531,-77.2998,24164,5,South Atlantic,3,South,205,0
139,22030,Fairfax,VA,Virginia,51600,Fairfax (city),47900,Washington-Arlington-Alexandria,38.8531,-77.2998,24164,5,South Atlantic,3,South,205,0
140,22031,Mantua,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8526,-77.2571,0,5,South Atlantic,3,South,205,2.303430692
141,22031,Mantua,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8526,-77.2571,0,5,South Atlantic,3,South,205,2.303430692
142,22031,Mantua,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8526,-77.2571,0,5,South Atlantic,3,South,205,2.303430692
143,22041,Baileys Crossroads,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8477,-77.1306,0,5,South Atlantic,3,South,202,3.138364765
144,22041,Baileys Crossroads,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8477,-77.1306,0,5,South Atlantic,3,South,202,3.138364765
145,22041,Baileys Crossroads,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8477,-77.1306,0,5,South Atlantic,3,South,202,3.138364765
146,22042,West Falls Church,VA,Virginia,51610,Falls Church (city),47900,Washington-Arlington-Alexandria,38.8648,-77.1878,0,5,South Atlantic,3,South,207,5.120496177
147,22042,West Falls Church,VA,Virginia,51610,Falls Church (city),47900,Washington-Arlington-Alexandria,38.8648,-77.1878,0,5,South Atlantic,3,South,207,5.120496177
148,22042,West Falls Church,VA,Virginia,51610,Falls Church (city),47900,Washington-Arlington-Alexandria,38.8648,-77.1878,0,5,South Atlantic,3,South,207,5.120496177
149,22042,Annandale,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8324,-77.196,0,5,South Atlantic,3,South,207,3.124342038
150,22042,Annandale,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8324,-77.196,0,5,South Atlantic,3,South,207,3.124342038
151,22042,Annandale,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8324,-77.196,0,5,South Atlantic,3,South,207,3.124342038
152,22042,Woodburn,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8503,-77.2322,0,5,South Atlantic,3,South,207,3.314473921
153,22042,Woodburn,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8503,-77.2322,0,5,South Atlantic,3,South,207,3.314473921
154,22042,Woodburn,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8503,-77.2322,0,5,South Atlantic,3,South,207,3.314473921
155,22042,Jefferson,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8646,-77.1878,0,5,South Atlantic,3,South,207,5.108943938
156,22042,Jefferson,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8646,-77.1878,0,5,South Atlantic,3,South,207,5.108943938
157,22042,Jefferson,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8646,-77.1878,0,5,South Atlantic,3,South,207,5.108943938
158,22044,Lake Barcroft,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8514,-77.1579,0,5,South Atlantic,3,South,202,4.493070169
159,22044,Lake Barcroft,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8514,-77.1579,0,5,South Atlantic,3,South,202,4.493070169
160,22044,Lake Barcroft,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8514,-77.1579,0,5,South Atlantic,3,South,202,4.493070169
161,22044,Seven Corners,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8657,-77.1445,0,5,South Atlantic,3,South,202,4.535536074
162,22044,Seven Corners,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8657,-77.1445,0,5,South Atlantic,3,South,202,4.535536074
163,22044,Seven Corners,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8657,-77.1445,0,5,South Atlantic,3,South,202,4.535536074
164,22046,Idylwood,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8896,-77.2056,0,5,South Atlantic,3,South,205,5.669429933
165,22046,Idylwood,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8896,-77.2056,0,5,South Atlantic,3,South,205,5.669429933
166,22046,Idylwood,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.8896,-77.2056,0,5,South Atlantic,3,South,205,5.669429933
167,22046,McLean,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9436,-77.1943,0,5,South Atlantic,3,South,160,5.511681605
168,22046,McLean,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9436,-77.1943,0,5,South Atlantic,3,South,160,5.511681605
169,22046,McLean,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,38.9436,-77.1943,0,5,South Atlantic,3,South,160,5.511681605
170,22066,Great Falls,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,39.011,-77.3013,0,5,South Atlantic,3,South,206,5.401358053
171,22066,Great Falls,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,39.011,-77.3013,0,5,South Atlantic,3,South,206,5.401358053
172,22066,Great Falls,VA,Virginia,51059,Fairfax,47900,Washington-Arlington-Alexandria,39.011,-77.3013,0,5,South Atlantic,3,South,206,5.401358053
173,22125,Occoquan,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.6823,-77.2604,1061,5,South Atlantic,3,South,207,8.373877424
174,22125,Occoquan,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.6823,-77.2604,1061,5,South Atlantic,3,South,207,8.373877424
175,22125,Occoquan,VA,Virginia,51153,Prince William,47900,Washington-Arlington-Alexandria,38.6823,-77.2604,1061,5,South Atlantic,3,South,207,8.373877424
