user_id, order_nbr, order_source, order_timestamp, order_type, store_id, promo_id, order_qty, order_amt, order_profit, item_id, item_qty, item_price, item_cost, item_amt, item_profit
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,4380-7004,3,85.87,60.11,257.61,77.28000000000003
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,0332-ef83,1,18.46,7.38,18.46,11.080000000000002
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,2916-fff2,2,22.86,11.43,45.72,22.86
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,2554-7398,3,295.11,177.07,885.33,354.12
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,3405-e068,2,326.15,195.69,652.3,260.91999999999996
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,1639-0064,1,37.49,15.0,37.49,22.490000000000002
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,3589-8003,1,369.99,185.0,369.99,184.99
2,103,Target,2021-10-14 00:00:00,eCommerce-Web,273,716,9,2873.939999999999,1154.8300000000002,1195-7bfb,2,206.09,144.26,412.18,123.66000000000003
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,4967-38b7,3,70.99,35.5,212.96999999999997,106.46999999999997
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,3590-80cf,3,79.99,47.99,239.96999999999997,95.99999999999997
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,5177-85a3,1,197.98,138.59,197.98,59.389999999999986
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,2533-dc70,3,23.99,7.2,71.97,50.37
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,2453-7a5c,1,499.99,299.99,499.99,200.0
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,2692-fe10,2,567.33,170.2,1134.66,794.2600000000001
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,1981-fdcb,3,36.98,18.49,110.94,55.47
2,104,shopify,2021-08-23 00:00:00,eCommerce-Web,170,761,8,2812.04,1533.74,4754-f8b9,3,114.52,57.26,343.56,171.78
2,105,Tiger-Mart,2021-08-11 00:00:00,eCommerce-Web,273,492,5,2073.4,810.95,3966-ae75,2,399.0,279.3,798.0,239.39999999999998
2,105,Tiger-Mart,2021-08-11 00:00:00,eCommerce-Web,273,492,5,2073.4,810.95,5214-718d,2,221.22,88.49,442.44,265.46000000000004
2,105,Tiger-Mart,2021-08-11 00:00:00,eCommerce-Web,273,492,5,2073.4,810.95,1427-e02e,2,261.0,182.7,522.0,156.60000000000002
2,105,Tiger-Mart,2021-08-11 00:00:00,eCommerce-Web,273,492,5,2073.4,810.95,4113-bcb3,3,19.99,11.99,59.97,24.0
2,105,Tiger-Mart,2021-08-11 00:00:00,eCommerce-Web,273,492,5,2073.4,810.95,0289-cc3f,1,250.99,125.5,250.99,125.49000000000001
3,106,Amazon,2020-11-14 00:00:00,eCommerce-Mobile,30,535,1,242.96999999999997,72.89999999999998,2375-9a42,3,80.99,56.69,242.96999999999997,72.89999999999998
3,107,Tiger-Mart,2021-04-27 00:00:00,eCommerce-Mobile,236,833,4,2914.05,1264.1499999999999,0997-e653,2,299.9,89.97,599.8,419.85999999999996
3,107,Tiger-Mart,2021-04-27 00:00:00,eCommerce-Mobile,236,833,4,2914.05,1264.1499999999999,4858-5906,3,171.43,120.0,514.29,154.28999999999996
3,107,Tiger-Mart,2021-04-27 00:00:00,eCommerce-Mobile,236,833,4,2914.05,1264.1499999999999,2453-7a5c,3,499.99,299.99,1499.97,600.0
3,107,Tiger-Mart,2021-04-27 00:00:00,eCommerce-Mobile,236,833,4,2914.05,1264.1499999999999,5305-4ca8,1,299.99,209.99,299.99,90.0
3,108,Tiger-Mart,2021-11-03 00:00:00,Store,139,262,1,279.9,111.95999999999998,0608-50af,2,139.95,83.97,279.9,111.95999999999998
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,3889-f8f8,3,445.42,267.25,1336.26,534.51
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,1038-f6b3,1,299.99,209.99,299.99,90.0
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,4799-fc09,3,23.63,16.54,70.89,21.270000000000003
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,1637-f491,2,44.99,26.99,89.98,36.00000000000001
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,0456-8347,3,23.03,16.12,69.09,20.730000000000004
4,109,Tiger-Mart,2020-11-18 00:00:00,eCommerce-Web,235,603,6,1953.21,746.01,5186-71e9,3,29.0,14.5,87.0,43.5
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,0400-716e,1,35.24,17.62,35.24,17.62
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,4873-1942,2,999.0,399.6,1998.0,1198.8
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,1476-8ff4,3,269.99,135.0,809.97,404.97
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,0081-473e,1,55.25,38.68,55.25,16.57
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,0874-34c5,3,289.99,145.0,869.97,434.97
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,4388-b043,3,140.39,98.27,421.16999999999996,126.35999999999996
4,110,Target,2020-11-10 00:00:00,Store,123,577,7,4239.59,2224.2799999999997,2541-7fa3,1,49.99,25.0,49.99,24.990000000000002
4,111,Amazon,2021-03-01 00:00:00,Other,135,308,2,1390.65,597.8199999999999,2498-5d99,1,415.65,207.83,415.65,207.81999999999996
4,111,Amazon,2021-03-01 00:00:00,Other,135,308,2,1390.65,597.8199999999999,0865-261c,3,325.0,195.0,975.0,390.0
4,112,shopify,2021-01-01 00:00:00,Partner,78,738,4,480.54,228.19000000000003,4954-f1bc,3,59.95,23.98,179.85000000000002,107.91000000000003
4,112,shopify,2021-01-01 00:00:00,Partner,78,738,4,480.54,228.19000000000003,4925-a4cd,1,29.94,17.96,29.94,11.98
4,112,shopify,2021-01-01 00:00:00,Partner,78,738,4,480.54,228.19000000000003,3369-e1e1,3,24.48,14.69,73.44,29.369999999999997
4,112,shopify,2021-01-01 00:00:00,Partner,78,738,4,480.54,228.19000000000003,0859-cde7,3,65.77,39.46,197.31,78.93
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,3940-571c,2,87.99,52.79,175.98,70.39999999999999
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,2392-d3fc,3,96.19,38.48,288.57,173.13
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,5263-bccc,3,18.25,12.78,54.75,16.410000000000004
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,1898-4f70,1,400.0,280.0,400.0,120.0
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,1263-26db,1,250.0,100.0,250.0,150.0
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,4625-63d1,2,69.99,35.0,139.98,69.97999999999999
5,113,Tiger-Mart,2020-10-31 00:00:00,Partner,198,601,7,4163.6,2312.5,4081-ef24,3,951.44,380.58,2854.32,1712.5800000000002
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,2147-92a5,1,288.21,201.75,288.21,86.45999999999998
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,5318-b577,1,880.88,528.53,880.88,352.35
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,1351-292a,1,12.71,7.63,12.71,5.080000000000001
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,2156-f386,3,583.17,174.95,1749.5099999999998,1224.6599999999999
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,5272-4bc9,2,731.26,438.76,1462.52,585.0
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,0423-1fe6,3,808.55,323.42,2425.6499999999996,1455.3899999999996
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,1912-3eeb,2,21.99,15.39,43.98,13.199999999999996
5,114,Tiger-Mart,2020-12-15 00:00:00,Store,167,814,8,6977.5199999999995,3756.359999999999,3853-16e2,1,114.06,79.84,114.06,34.22
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,5180-2f87,2,24.38,9.75,48.76,29.259999999999998
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,3405-e068,1,326.15,195.69,326.15,130.45999999999998
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,4857-d465,1,314.58,94.37,314.58,220.20999999999998
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,0123-d0b1,2,239.99,167.99,479.98,144.0
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,1437-8c60,1,34.99,17.5,34.99,17.490000000000002
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,1126-b14e,3,19.38,9.69,58.14,29.07
5,115,Tiger-Mart,2020-10-03 00:00:00,Store,36,524,7,1402.5800000000002,612.49,0132-5220,2,69.99,48.99,139.98,41.999999999999986
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,3032-5603,3,14.99,8.99,44.97,18.0
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,4095-b304,3,42.99,25.79,128.97,51.599999999999994
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,0288-4e06,1,278.99,167.39,278.99,111.60000000000002
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,3889-f8f8,1,445.42,267.25,445.42,178.17000000000002
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,3868-e9ba,2,44.99,18.0,89.98,53.980000000000004
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,0123-d0b1,2,239.99,167.99,479.98,144.0
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,4741-f052,1,39.99,12.0,39.99,27.990000000000002
6,116,shopify,2021-10-17 00:00:00,eCommerce-Mobile,251,311,8,2244.2799999999997,953.32,2033-8917,2,367.99,184.0,735.98,367.98
6,117,Tiger-Mart,2021-07-02 00:00:00,eCommerce-Mobile,262,769,2,215.68,116.66,5376-c11e,2,75.99,30.4,151.98,91.17999999999999
6,117,Tiger-Mart,2021-07-02 00:00:00,eCommerce-Mobile,262,769,2,215.68,116.66,2737-36ab,2,31.85,19.11,63.7,25.480000000000004
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,3516-8ec3,2,159.0,79.5,318.0,159.0
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,4001-0825,2,66.0,33.0,132.0,66.0
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,4129-6c7c,2,125.89,37.77,251.78,176.24
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,2235-3146,1,7.99,5.59,7.99,2.4000000000000004
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,4894-3b40,2,15.27,6.11,30.54,18.32
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,1046-56e2,3,98.52,39.41,295.56,177.33
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,5318-b577,2,880.88,528.53,1761.76,704.7
7,118,Tiger-Mart,2021-01-28 00:00:00,eCommerce-Web,33,653,8,3375.63,1592.99,1712-863a,2,289.0,144.5,578.0,289.0
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,2389-79f5,2,609.99,183.0,1219.98,853.98
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,4450-5f6f,2,30.47,21.33,60.94,18.28
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,0008-1331,3,390.0,156.0,1170.0,702.0
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,1694-fdc0,3,204.99,122.99,614.97,246.00000000000006
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,0372-decc,3,17.24,10.34,51.72,20.7
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,3054-adfa,2,399.0,119.7,798.0,558.6
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,0709-b21c,3,89.95,44.98,269.85,134.91000000000003
7,119,Tiger-Mart,2021-01-27 00:00:00,Partner,93,835,8,5400.9400000000005,3385.2999999999997,1616-0343,3,405.16,121.55,1215.48,850.83
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,1547-8b4a,3,189.0,94.5,567.0,283.5
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,2968-7864,1,103.85,31.16,103.85,72.69
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,2567-513f,3,61.48,30.74,184.44,92.22
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,0870-cd0d,2,126.0,75.6,252.0,100.80000000000001
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,3446-0970,2,139.99,97.99,279.98,84.00000000000003
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,0528-f122,3,13.38,8.03,40.14,16.050000000000004
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,2554-7398,2,295.11,177.07,590.22,236.08000000000004
8,120,shopify,2021-08-29 00:00:00,Partner,92,736,8,2226.94,1010.9200000000001,5457-aa93,3,69.77,27.91,209.31,125.58
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,2449-1621,3,879.99,264.0,2639.9700000000003,1847.9700000000003
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,0242-f877,3,63.58,25.43,190.74,114.45000000000002
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,2033-8917,3,367.99,184.0,1103.97,551.97
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,0434-ae77,1,279.0,167.4,279.0,111.6
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,5403-004f,1,261.99,131.0,261.99,130.99
8,121,Tiger-Mart,2021-07-23 00:00:00,eCommerce-Web,267,536,6,4907.52,2972.8900000000003,3432-6516,3,143.95,71.98,431.84999999999997,215.90999999999997
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,1789-54f8,2,14.99,8.99,29.98,12.0
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,2127-80dd,1,637.57,318.79,637.57,318.78000000000003
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,0216-7953,3,29.99,9.0,89.97,62.97
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,0356-e95b,1,410.59,246.35,410.59,164.23999999999998
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,2482-538a,2,327.95,163.98,655.9,327.94
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,3531-0e78,2,785.0,235.5,1570.0,1099.0
9,122,Amazon,2020-11-12 00:00:00,Store,246,582,7,3573.0,2038.63,4462-8d63,1,178.99,125.29,178.99,53.7
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,1556-3938,2,35.99,10.8,71.98,50.38
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,3631-735d,3,639.99,320.0,1919.97,959.97
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,1543-e56d,1,5.86,2.34,5.86,3.5200000000000005
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,4102-3ed6,3,42.99,21.5,128.97,64.47
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,4844-fa75,3,17.99,12.59,53.97,16.200000000000003
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,0230-7bf2,3,21.29,10.65,63.87,31.919999999999995
9,123,Wish,2021-01-31 00:00:00,eCommerce-Web,286,723,7,2562.5899999999992,1349.03,2839-53a3,3,105.99,31.8,317.96999999999997,222.56999999999996
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,4873-1942,2,999.0,399.6,1998.0,1198.8
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,2148-551e,2,758.57,303.43,1517.14,910.2800000000001
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,1662-66cc,3,676.26,405.76,2028.78,811.5
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,2666-947b,3,288.0,144.0,864.0,432.0
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,2431-eab0,1,135.0,81.0,135.0,54.0
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,5213-cdbb,3,556.12,166.84,1668.3600000000001,1167.8400000000001
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,5259-4a4c,2,189.9,132.93,379.8,113.94
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,5399-7017,2,149.99,104.99,299.98,90.00000000000003
9,124,eBay,2021-09-23 00:00:00,Partner,156,925,9,8947.46,4795.28,4283-6e69,3,18.8,13.16,56.400000000000006,16.92
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,0912-6e18,1,373.96,224.38,373.96,149.57999999999998
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,0688-5d83,2,41.4,20.7,82.8,41.4
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,0747-8ae1,1,59.95,35.97,59.95,23.980000000000004
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,5329-a312,3,294.0,176.4,882.0,352.79999999999995
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,0049-55fc,1,216.31,108.16,216.31,108.15
9,125,Target,2020-12-24 00:00:00,eCommerce-Web,176,54,6,1720.25,718.0,5054-1991,1,105.23,63.14,105.23,42.09
10,126,Tiger-Mart,2021-07-25 00:00:00,Store,31,660,1,434.99,304.49,2639-73b6,1,434.99,130.5,434.99,304.49
10,127,eBay,2020-10-15 00:00:00,eCommerce-Mobile,144,224,2,837.86,371.33000000000004,1139-2387,3,145.99,102.19,437.97,131.40000000000003
10,127,eBay,2020-10-15 00:00:00,eCommerce-Mobile,144,224,2,837.86,371.33000000000004,4808-dae4,1,399.89,159.96,399.89,239.92999999999998
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,1002-d59d,1,221.94,133.16,221.94,88.78
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,0711-f20f,1,274.99,110.0,274.99,164.99
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,4232-97f0,1,399.99,120.0,399.99,279.99
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,5117-900f,1,284.99,142.5,284.99,142.49
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,3912-12d9,2,34.99,14.0,69.98,41.980000000000004
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,4470-30be,3,204.13,61.24,612.39,428.66999999999996
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,2818-2d92,1,79.88,31.95,79.88,47.92999999999999
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,1463-baf3,3,45.0,27.0,135.0,54.0
10,128,eBay,2021-06-12 00:00:00,eCommerce-Web,111,656,9,2260.51,1303.2300000000002,4630-dbed,1,181.35,126.95,181.35,54.39999999999999
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,2156-f386,2,583.17,174.95,1166.34,816.4399999999999
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,0247-98a5,2,29.72,8.92,59.44,41.599999999999994
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,3847-9a77,3,29.95,20.97,89.85,26.939999999999998
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,4240-df72,3,233.99,163.79,701.97,210.60000000000002
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,1118-f48a,1,299.99,179.99,299.99,120.0
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,4692-033f,2,299.99,120.0,599.98,359.98
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,1307-16db,1,7.96,5.57,7.96,2.3899999999999997
11,129,Tiger-Mart,2021-11-13 00:00:00,Store,209,625,8,3481.65,1967.23,5213-cdbb,1,556.12,166.84,556.12,389.28
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,4739-9cd3,2,299.0,89.7,598.0,418.6
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,2627-a604,1,225.41,67.62,225.41,157.79
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,5318-b577,2,880.88,528.53,1761.76,704.7
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,2504-0e53,1,295.57,177.34,295.57,118.22999999999999
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,0259-617f,3,11.52,5.76,34.56,17.28
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,2232-d6d0,1,409.99,286.99,409.99,123.0
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,4081-ef24,1,951.44,380.58,951.44,570.8600000000001
11,130,Tiger-Mart,2020-10-23 00:00:00,eCommerce-Web,54,74,8,4287.719999999999,2113.76,2801-e3ef,1,10.99,7.69,10.99,3.3
11,131,Tiger-Mart,2021-06-25 00:00:00,eCommerce-Web,102,886,9,5205.719999999999,2102.7800000000007,2232-d6d0,3,409.99,286.99,1229.97,369.0
11,131,Tiger-Mart,2021-06-25 00:00:00,eCommerce-Web,102,886,9,5205.719999999999,2102.7800000000007,3769-3b88,3,501.99,251.0,1505.97,752.97
11,131,Tiger-Mart,2021-06-25 00:00:00,eCommerce-Web,102,886,9,5205.719999999999,2102.7800000000007,2258-cbd7,3,29.95,20.97,89.85,26.939999999999998
11,131,Tiger-Mart,2021-06-25 00:00:00,eCommerce-Web,102,886,9,5205.719999999999,2102.7800000000007,1046-56e2,2,98.52,39.41,197.04,118.22
