user_id, campaign_id, resp_timestamp, resp_chnl
1068,338,2021-04-17 00:00:00,Support
1071,196,2021-11-02 00:00:00,Website
1071,423,2021-07-07 00:00:00,Website
1074,222,2021-07-05 00:00:00,email
1074,118,2021-07-07 00:00:00,social
1077,231,2020-10-23 00:00:00,social
1078,41,2020-11-29 00:00:00,SMS
1084,133,2021-01-30 00:00:00,SMS
1086,415,2020-10-31 00:00:00,SMS
1088,358,2020-11-30 00:00:00,social
1092,118,2021-05-24 00:00:00,social
1094,188,2021-09-17 00:00:00,email
1094,199,2021-02-03 00:00:00,social
1097,392,2021-06-21 00:00:00,email
1098,248,2021-01-15 00:00:00,Chat
1100,284,2021-12-07 00:00:00,email
1102,282,2020-09-06 00:00:00,social
1102,197,2021-10-15 00:00:00,SMS
1103,171,2021-05-22 00:00:00,email
1105,103,2020-10-14 00:00:00,email
1108,304,2020-10-29 00:00:00,social
1108,109,2021-11-24 00:00:00,Website
1108,263,2020-10-10 00:00:00,email
1110,55,2021-10-30 00:00:00,Website
1113,33,2021-12-07 00:00:00,Website
1114,246,2021-09-15 00:00:00,email
1120,150,2020-09-10 00:00:00,social
1121,123,2021-04-08 00:00:00,email
1124,119,2021-02-24 00:00:00,SMS
1124,190,2021-03-01 00:00:00,social
1124,307,2020-10-08 00:00:00,SMS
1125,247,2021-09-18 00:00:00,email
1127,376,2020-11-08 00:00:00,social
1128,379,2020-12-08 00:00:00,social
1132,52,2021-08-23 00:00:00,Chat
1132,180,2021-10-06 00:00:00,social
1133,327,2021-03-18 00:00:00,Chat
1134,288,2020-11-12 00:00:00,social
1138,361,2021-09-03 00:00:00,email
1140,266,2020-12-31 00:00:00,email
1141,68,2021-09-06 00:00:00,email
1142,226,2021-06-08 00:00:00,Website
1142,227,2020-09-15 00:00:00,Support
1142,342,2021-10-12 00:00:00,email
1152,59,2021-05-22 00:00:00,SMS
1155,201,2021-07-29 00:00:00,social
1163,53,2021-11-12 00:00:00,social
1167,146,2021-01-16 00:00:00,Website
1172,257,2020-11-06 00:00:00,social
1173,47,2021-07-16 00:00:00,Website
1176,125,2020-11-18 00:00:00,social
1179,180,2021-03-20 00:00:00,Website
1180,257,2021-04-01 00:00:00,SMS
1185,22,2020-11-22 00:00:00,social
1185,410,2021-08-23 00:00:00,email
1185,425,2021-05-30 00:00:00,social
1187,71,2021-09-12 00:00:00,Website
1194,139,2021-09-18 00:00:00,Website
1194,88,2021-03-05 00:00:00,social
1201,46,2020-11-09 00:00:00,Website
1202,360,2020-09-10 00:00:00,social
1203,186,2021-10-22 00:00:00,Support
1205,320,2021-02-04 00:00:00,email
1207,45,2021-05-13 00:00:00,email
1211,369,2020-10-07 00:00:00,Website
1219,229,2021-04-16 00:00:00,email
1222,149,2021-08-17 00:00:00,social
1222,112,2020-10-15 00:00:00,email
1223,14,2020-10-05 00:00:00,email
1223,35,2020-12-10 00:00:00,social
1227,447,2020-11-18 00:00:00,Website
1228,288,2020-09-12 00:00:00,Website
1229,113,2021-09-27 00:00:00,Phone
1230,210,2021-07-03 00:00:00,SMS
1233,326,2021-05-15 00:00:00,Phone
1236,347,2021-06-29 00:00:00,social
1237,146,2021-11-19 00:00:00,email
1237,247,2020-12-19 00:00:00,Website
1238,34,2021-03-30 00:00:00,social
1245,404,2020-11-25 00:00:00,social
1246,351,2021-09-16 00:00:00,Website
1246,119,2020-09-27 00:00:00,social
1248,333,2020-10-22 00:00:00,SMS
1248,133,2021-04-06 00:00:00,social
1251,139,2021-01-24 00:00:00,Support
1252,54,2020-11-07 00:00:00,social
1254,170,2021-01-24 00:00:00,social
1257,470,2021-12-02 00:00:00,Website
1264,388,2021-09-11 00:00:00,Website
1265,341,2021-05-09 00:00:00,email
1266,48,2020-12-17 00:00:00,SMS
1272,193,2021-10-26 00:00:00,email
1278,91,2020-11-09 00:00:00,SMS
1279,130,2021-04-06 00:00:00,social
1285,30,2021-06-04 00:00:00,Phone
1294,254,2021-08-15 00:00:00,Chat
1294,375,2020-10-28 00:00:00,Support
1295,123,2021-06-12 00:00:00,email
1295,23,2020-11-13 00:00:00,Website
1295,233,2021-06-15 00:00:00,social
1296,170,2021-10-12 00:00:00,email
1300,332,2020-12-22 00:00:00,email
1306,223,2020-09-10 00:00:00,social
1307,172,2021-01-04 00:00:00,social
1308,149,2021-08-12 00:00:00,Support
1314,63,2021-11-18 00:00:00,social
1314,46,2021-12-31 00:00:00,Support
1315,226,2021-12-21 00:00:00,Chat
1317,46,2021-01-21 00:00:00,Support
1319,172,2021-11-26 00:00:00,email
1320,316,2021-08-21 00:00:00,SMS
1321,107,2021-12-03 00:00:00,Chat
1326,276,2021-01-19 00:00:00,social
1332,227,2020-09-05 00:00:00,SMS
1333,315,2021-07-16 00:00:00,social
1334,41,2021-11-15 00:00:00,Support
1337,430,2021-11-02 00:00:00,Website
1340,376,2021-07-25 00:00:00,SMS
1344,349,2021-04-03 00:00:00,Support
1347,133,2021-01-03 00:00:00,social
1347,344,2021-08-13 00:00:00,social
1350,414,2021-04-28 00:00:00,social
1351,180,2021-06-16 00:00:00,social
1352,66,2021-08-16 00:00:00,Website
1354,125,2021-10-29 00:00:00,SMS
1356,13,2021-07-15 00:00:00,social
1361,298,2021-06-22 00:00:00,Website
1363,224,2021-11-17 00:00:00,social
1364,370,2021-08-08 00:00:00,Support
1370,40,2021-09-14 00:00:00,Website
1372,305,2021-12-01 00:00:00,SMS
1374,7,2021-12-16 00:00:00,social
1381,242,2021-01-08 00:00:00,email
1383,366,2021-11-15 00:00:00,social
1391,240,2021-01-27 00:00:00,Support
1394,437,2021-02-07 00:00:00,social
1394,58,2020-11-01 00:00:00,Website
1395,382,2021-02-21 00:00:00,social
1397,65,2021-07-28 00:00:00,email
1397,44,2021-10-11 00:00:00,email
1407,63,2021-10-20 00:00:00,Website
1408,56,2021-05-04 00:00:00,social
1409,229,2021-12-06 00:00:00,email
1412,229,2021-07-30 00:00:00,email
1413,305,2021-08-26 00:00:00,Website
1413,468,2020-11-28 00:00:00,Website
1415,399,2020-11-14 00:00:00,Website
1416,247,2021-01-27 00:00:00,social
1417,362,2021-08-06 00:00:00,Support
1418,140,2021-08-08 00:00:00,social
1424,115,2020-12-04 00:00:00,Website
1424,181,2021-05-17 00:00:00,email
1426,277,2020-10-12 00:00:00,email
1429,304,2021-05-11 00:00:00,social
1436,80,2021-08-31 00:00:00,SMS
1437,397,2021-03-13 00:00:00,social
1437,88,2021-03-18 00:00:00,Website
1439,216,2021-01-14 00:00:00,email
1441,91,2021-01-05 00:00:00,Phone
1443,166,2021-04-20 00:00:00,social
1452,258,2021-05-21 00:00:00,Phone
1453,448,2021-02-02 00:00:00,social
1455,210,2021-07-11 00:00:00,social
1456,320,2021-11-27 00:00:00,email
1457,178,2021-12-05 00:00:00,social
1458,6,2021-01-12 00:00:00,social
1460,392,2020-12-26 00:00:00,Support
1460,417,2021-10-25 00:00:00,SMS
1461,449,2021-10-24 00:00:00,Support
1462,231,2021-03-08 00:00:00,SMS
1465,223,2021-08-28 00:00:00,Website
1467,412,2020-11-09 00:00:00,Website
1468,247,2021-05-18 00:00:00,Website
1469,400,2021-08-30 00:00:00,email
1469,42,2020-12-15 00:00:00,social
1470,356,2021-05-12 00:00:00,email
1476,297,2020-12-18 00:00:00,Phone
1476,333,2020-10-27 00:00:00,email
1479,167,2020-10-10 00:00:00,SMS
1479,408,2020-11-03 00:00:00,email
1483,434,2021-03-14 00:00:00,email
1483,463,2020-11-29 00:00:00,SMS
1484,221,2021-06-18 00:00:00,Website
1484,345,2020-09-13 00:00:00,Support
1484,414,2020-09-16 00:00:00,social
1488,328,2021-04-26 00:00:00,email
1491,125,2021-07-15 00:00:00,email
1491,170,2021-04-23 00:00:00,Website
1496,239,2021-02-17 00:00:00,SMS
1504,247,2021-04-22 00:00:00,Phone
1506,35,2020-11-01 00:00:00,Website
1508,301,2021-07-18 00:00:00,social
1511,60,2021-11-11 00:00:00,social
1518,468,2021-09-23 00:00:00,Phone
1519,223,2021-09-24 00:00:00,social
1521,325,2021-11-21 00:00:00,email
1525,177,2021-10-18 00:00:00,Website
1527,269,2021-05-31 00:00:00,Support
1528,215,2021-09-30 00:00:00,Website
1531,464,2020-12-25 00:00:00,Support
1532,478,2021-10-29 00:00:00,Support
1533,39,2021-10-12 00:00:00,Website
1535,398,2021-03-12 00:00:00,Website
1537,12,2020-10-22 00:00:00,social
1538,404,2021-02-08 00:00:00,email
1538,59,2021-02-05 00:00:00,social
1545,168,2021-08-15 00:00:00,email
1547,182,2020-09-13 00:00:00,email
1547,450,2021-01-31 00:00:00,Website
1551,71,2021-12-03 00:00:00,Website
1551,267,2021-09-07 00:00:00,Chat
1552,118,2021-04-05 00:00:00,Website
1560,131,2021-08-01 00:00:00,Website
1561,348,2021-01-21 00:00:00,Website
1566,379,2020-12-11 00:00:00,Phone
1568,243,2021-09-01 00:00:00,social
1568,301,2021-04-11 00:00:00,SMS
1571,283,2021-03-15 00:00:00,Website
1573,7,2021-06-04 00:00:00,Website
1574,456,2021-11-30 00:00:00,Support
1575,92,2021-08-24 00:00:00,email
1578,476,2020-12-24 00:00:00,Website
1578,449,2021-08-06 00:00:00,email
1580,326,2021-12-02 00:00:00,social
