user_id, campaign_id, solicit_timestamp
30,434,2020-10-09 00:00:00
30,293,2020-09-10 00:00:00
31,354,2020-12-28 00:00:00
32,404,2021-06-19 00:00:00
32,385,2020-10-01 00:00:00
32,305,2021-03-20 00:00:00
32,260,2021-02-23 00:00:00
33,408,2021-04-10 00:00:00
33,396,2021-06-18 00:00:00
33,132,2021-09-16 00:00:00
33,333,2021-10-23 00:00:00
33,197,2021-07-24 00:00:00
34,338,2021-08-31 00:00:00
34,119,2021-12-28 00:00:00
34,179,2021-07-14 00:00:00
34,438,2021-07-13 00:00:00
35,322,2020-11-06 00:00:00
35,38,2020-12-19 00:00:00
35,331,2021-01-14 00:00:00
37,113,2021-10-11 00:00:00
37,277,2021-10-09 00:00:00
37,158,2020-12-03 00:00:00
37,219,2020-10-31 00:00:00
37,255,2021-07-09 00:00:00
37,307,2021-11-16 00:00:00
39,397,2021-07-10 00:00:00
39,16,2021-10-18 00:00:00
40,324,2020-12-15 00:00:00
40,119,2020-11-21 00:00:00
40,180,2021-01-12 00:00:00
41,396,2021-03-01 00:00:00
41,167,2021-03-06 00:00:00
41,6,2021-07-07 00:00:00
41,181,2021-04-03 00:00:00
42,171,2021-04-08 00:00:00
42,143,2021-07-28 00:00:00
43,271,2021-09-04 00:00:00
44,295,2021-04-15 00:00:00
44,347,2021-06-11 00:00:00
44,463,2021-09-18 00:00:00
44,252,2020-11-16 00:00:00
44,145,2021-02-09 00:00:00
45,101,2021-10-16 00:00:00
45,177,2021-10-11 00:00:00
45,9,2021-05-12 00:00:00
46,275,2021-10-01 00:00:00
46,276,2021-11-01 00:00:00
46,139,2020-10-06 00:00:00
46,229,2021-04-19 00:00:00
47,328,2021-12-05 00:00:00
47,226,2021-06-17 00:00:00
48,263,2020-10-24 00:00:00
48,166,2021-07-21 00:00:00
48,38,2021-04-08 00:00:00
49,114,2021-07-14 00:00:00
49,219,2021-04-20 00:00:00
49,91,2021-09-15 00:00:00
49,214,2021-12-09 00:00:00
49,240,2021-09-05 00:00:00
50,269,2021-10-10 00:00:00
51,477,2021-02-17 00:00:00
51,440,2021-09-29 00:00:00
51,161,2021-01-15 00:00:00
51,408,2021-08-13 00:00:00
51,429,2020-10-24 00:00:00
52,456,2021-08-07 00:00:00
52,108,2021-12-31 00:00:00
52,234,2021-07-30 00:00:00
52,303,2021-07-21 00:00:00
52,231,2021-12-18 00:00:00
52,381,2021-04-29 00:00:00
52,124,2021-05-18 00:00:00
53,176,2021-03-08 00:00:00
53,90,2020-11-21 00:00:00
53,335,2020-12-19 00:00:00
53,251,2021-10-14 00:00:00
53,411,2021-05-24 00:00:00
53,183,2020-10-20 00:00:00
54,413,2021-06-11 00:00:00
55,279,2021-12-02 00:00:00
55,323,2021-03-07 00:00:00
55,163,2021-05-28 00:00:00
55,238,2021-03-06 00:00:00
55,65,2021-03-23 00:00:00
57,51,2020-10-27 00:00:00
57,190,2021-01-26 00:00:00
57,90,2021-12-11 00:00:00
57,369,2021-01-23 00:00:00
57,376,2021-12-12 00:00:00
57,85,2020-11-22 00:00:00
58,109,2021-01-07 00:00:00
58,180,2021-05-02 00:00:00
60,4,2020-12-21 00:00:00
60,197,2021-07-13 00:00:00
61,79,2021-11-09 00:00:00
61,416,2021-08-03 00:00:00
61,8,2021-03-02 00:00:00
62,81,2021-11-09 00:00:00
62,320,2021-06-07 00:00:00
62,135,2021-10-10 00:00:00
63,357,2021-02-28 00:00:00
63,217,2021-12-11 00:00:00
63,163,2021-06-30 00:00:00
64,350,2020-10-26 00:00:00
64,450,2021-10-11 00:00:00
64,221,2021-04-05 00:00:00
64,68,2021-12-26 00:00:00
64,76,2021-11-30 00:00:00
64,356,2021-10-29 00:00:00
64,212,2021-08-13 00:00:00
64,207,2020-10-31 00:00:00
64,169,2021-03-31 00:00:00
65,363,2021-10-02 00:00:00
65,170,2021-04-24 00:00:00
66,398,2021-04-15 00:00:00
66,272,2021-12-12 00:00:00
66,380,2021-05-19 00:00:00
66,480,2021-01-13 00:00:00
66,234,2020-11-08 00:00:00
66,388,2020-11-09 00:00:00
66,222,2021-09-04 00:00:00
66,236,2020-11-12 00:00:00
66,115,2021-05-04 00:00:00
66,76,2021-10-21 00:00:00
67,233,2021-09-23 00:00:00
67,403,2021-10-17 00:00:00
67,150,2021-04-16 00:00:00
67,257,2021-09-11 00:00:00
67,11,2021-10-28 00:00:00
68,470,2021-10-24 00:00:00
69,435,2021-07-20 00:00:00
69,235,2020-09-08 00:00:00
69,225,2021-02-25 00:00:00
69,251,2021-03-02 00:00:00
70,315,2021-06-19 00:00:00
70,35,2021-07-14 00:00:00
70,155,2021-12-09 00:00:00
70,174,2021-10-18 00:00:00
71,262,2021-02-01 00:00:00
72,25,2020-11-18 00:00:00
72,346,2021-04-26 00:00:00
72,80,2021-08-09 00:00:00
72,96,2020-12-27 00:00:00
73,305,2020-09-30 00:00:00
74,318,2021-04-09 00:00:00
74,412,2021-06-22 00:00:00
74,455,2021-03-21 00:00:00
74,462,2021-05-18 00:00:00
74,47,2021-05-08 00:00:00
75,396,2021-06-30 00:00:00
75,83,2021-09-28 00:00:00
76,393,2021-06-07 00:00:00
76,148,2020-12-21 00:00:00
77,382,2021-12-04 00:00:00
77,395,2021-07-16 00:00:00
77,394,2021-06-05 00:00:00
77,343,2020-12-31 00:00:00
77,99,2021-07-03 00:00:00
78,165,2021-02-15 00:00:00
78,176,2020-10-02 00:00:00
78,408,2021-08-17 00:00:00
80,358,2021-11-30 00:00:00
80,69,2021-05-28 00:00:00
80,182,2021-09-12 00:00:00
80,356,2020-10-03 00:00:00
80,466,2021-10-08 00:00:00
80,206,2021-01-21 00:00:00
80,322,2020-12-03 00:00:00
82,274,2020-09-05 00:00:00
82,41,2020-11-19 00:00:00
82,11,2021-03-12 00:00:00
82,480,2021-06-09 00:00:00
82,458,2021-07-13 00:00:00
82,243,2021-11-07 00:00:00
82,329,2020-10-10 00:00:00
83,403,2021-09-08 00:00:00
83,178,2021-09-28 00:00:00
84,261,2021-05-13 00:00:00
84,118,2021-03-02 00:00:00
84,466,2020-11-20 00:00:00
85,83,2021-10-15 00:00:00
85,169,2021-01-05 00:00:00
85,359,2021-01-30 00:00:00
86,242,2021-05-20 00:00:00
87,197,2021-04-13 00:00:00
87,242,2020-12-19 00:00:00
87,263,2021-03-30 00:00:00
87,125,2020-10-03 00:00:00
88,160,2021-04-15 00:00:00
88,234,2021-06-14 00:00:00
89,258,2021-11-14 00:00:00
89,45,2021-02-17 00:00:00
89,235,2021-11-05 00:00:00
89,173,2021-04-16 00:00:00
90,154,2021-12-02 00:00:00
90,267,2021-02-19 00:00:00
90,62,2021-11-30 00:00:00
90,218,2021-11-21 00:00:00
90,306,2021-06-07 00:00:00
90,80,2021-05-17 00:00:00
90,279,2020-09-30 00:00:00
91,13,2020-11-26 00:00:00
91,16,2021-02-15 00:00:00
91,112,2021-05-10 00:00:00
91,423,2020-11-23 00:00:00
93,243,2021-08-24 00:00:00
93,322,2020-10-05 00:00:00
94,391,2020-12-07 00:00:00
94,447,2021-10-22 00:00:00
94,244,2021-06-18 00:00:00
95,439,2021-12-03 00:00:00
95,369,2021-02-06 00:00:00
95,408,2021-10-28 00:00:00
95,5,2021-11-09 00:00:00
95,78,2021-06-08 00:00:00
95,201,2021-04-03 00:00:00
96,163,2021-03-25 00:00:00
96,350,2020-12-01 00:00:00
96,120,2021-11-23 00:00:00
97,298,2021-06-22 00:00:00
98,373,2021-03-31 00:00:00
98,354,2020-09-09 00:00:00
99,196,2021-09-27 00:00:00
100,405,2020-11-15 00:00:00
100,45,2021-04-26 00:00:00
100,347,2021-04-14 00:00:00
100,204,2020-11-27 00:00:00
100,247,2020-10-11 00:00:00
101,229,2020-12-03 00:00:00
101,400,2021-07-03 00:00:00
101,235,2021-07-19 00:00:00
102,81,2021-09-10 00:00:00
102,280,2021-10-20 00:00:00
102,365,2021-01-24 00:00:00
102,199,2021-05-24 00:00:00
103,144,2021-03-18 00:00:00
103,467,2021-02-25 00:00:00
103,411,2021-06-07 00:00:00
103,386,2021-09-27 00:00:00
103,12,2021-10-06 00:00:00
104,145,2021-12-31 00:00:00
104,149,2021-01-28 00:00:00
104,47,2021-05-27 00:00:00
104,417,2021-10-06 00:00:00
104,317,2020-11-12 00:00:00
104,352,2021-10-11 00:00:00
104,259,2021-04-22 00:00:00
105,169,2020-10-07 00:00:00
105,265,2021-07-11 00:00:00
106,420,2021-09-07 00:00:00
106,81,2021-08-13 00:00:00
106,301,2020-09-14 00:00:00
106,270,2021-10-09 00:00:00
106,305,2020-10-05 00:00:00
107,204,2020-11-08 00:00:00
108,52,2020-12-07 00:00:00
108,444,2021-02-02 00:00:00
108,157,2021-04-16 00:00:00
108,162,2021-07-16 00:00:00
108,423,2020-12-16 00:00:00
108,409,2021-03-01 00:00:00
109,465,2021-02-10 00:00:00
109,90,2020-12-14 00:00:00
109,294,2021-06-06 00:00:00
109,264,2021-07-26 00:00:00
109,424,2021-10-16 00:00:00
109,290,2021-02-11 00:00:00
110,394,2020-12-21 00:00:00
110,11,2020-09-17 00:00:00
110,388,2021-10-17 00:00:00
110,439,2021-07-28 00:00:00
110,133,2021-02-28 00:00:00
110,457,2021-11-13 00:00:00
110,256,2021-12-12 00:00:00
110,340,2021-03-16 00:00:00
111,28,2021-05-06 00:00:00
111,68,2021-04-27 00:00:00
111,242,2020-11-25 00:00:00
111,63,2021-06-26 00:00:00
111,278,2021-03-27 00:00:00
111,334,2020-11-20 00:00:00
112,253,2021-01-17 00:00:00
112,226,2021-04-02 00:00:00
112,414,2020-10-18 00:00:00
112,277,2021-12-28 00:00:00
112,53,2021-06-08 00:00:00
112,72,2021-04-01 00:00:00
113,269,2020-09-24 00:00:00
113,328,2021-09-29 00:00:00
113,38,2021-01-13 00:00:00
113,292,2021-12-26 00:00:00
114,240,2021-02-26 00:00:00
115,143,2021-08-11 00:00:00
115,418,2021-06-30 00:00:00
115,131,2021-09-15 00:00:00
115,315,2021-09-09 00:00:00
115,170,2020-11-04 00:00:00
115,45,2020-10-04 00:00:00
116,95,2021-05-02 00:00:00
116,375,2021-06-02 00:00:00
116,360,2021-10-01 00:00:00
116,48,2021-04-23 00:00:00
116,451,2020-12-28 00:00:00
117,61,2020-10-23 00:00:00
117,457,2020-10-30 00:00:00
118,42,2021-04-29 00:00:00
118,275,2021-01-23 00:00:00
119,221,2020-12-23 00:00:00
121,254,2021-07-31 00:00:00
122,116,2021-06-20 00:00:00
122,223,2020-12-06 00:00:00
122,69,2020-10-12 00:00:00
123,461,2020-11-29 00:00:00
123,115,2021-07-02 00:00:00
123,281,2021-10-08 00:00:00
124,351,2020-11-24 00:00:00
124,419,2021-06-18 00:00:00
125,304,2020-09-29 00:00:00
125,43,2021-11-25 00:00:00
125,337,2020-11-21 00:00:00
125,245,2021-09-09 00:00:00
125,204,2021-10-07 00:00:00
125,181,2020-10-07 00:00:00
125,377,2021-11-29 00:00:00
126,240,2021-02-23 00:00:00
126,61,2021-01-16 00:00:00
126,51,2021-07-25 00:00:00
126,325,2021-04-17 00:00:00
127,444,2021-12-30 00:00:00
127,270,2021-11-30 00:00:00
128,60,2020-11-21 00:00:00
128,147,2020-12-15 00:00:00
130,88,2021-09-30 00:00:00
130,36,2021-02-20 00:00:00
130,52,2021-12-19 00:00:00
130,223,2020-11-08 00:00:00
130,26,2021-06-27 00:00:00
132,369,2020-12-20 00:00:00
132,65,2021-01-12 00:00:00
132,285,2021-07-04 00:00:00
132,360,2021-06-01 00:00:00
134,444,2021-11-04 00:00:00
134,71,2020-10-06 00:00:00
134,207,2021-08-24 00:00:00
135,474,2020-12-24 00:00:00
135,215,2021-10-28 00:00:00
135,462,2020-11-01 00:00:00
136,262,2021-01-21 00:00:00
136,451,2021-12-30 00:00:00
137,469,2021-01-16 00:00:00
137,134,2020-11-11 00:00:00
137,63,2021-05-17 00:00:00
137,51,2021-10-04 00:00:00
137,363,2021-07-06 00:00:00
137,187,2020-12-10 00:00:00
138,208,2021-03-26 00:00:00
138,442,2021-12-20 00:00:00
138,450,2021-09-08 00:00:00
138,347,2021-08-24 00:00:00
139,68,2021-06-19 00:00:00
139,375,2021-09-23 00:00:00
139,192,2021-09-16 00:00:00
139,29,2021-01-20 00:00:00
139,221,2021-07-24 00:00:00
140,316,2021-03-31 00:00:00
140,109,2021-05-04 00:00:00
140,229,2021-05-26 00:00:00
140,337,2020-11-15 00:00:00
140,193,2021-11-15 00:00:00
141,347,2021-10-01 00:00:00
141,409,2021-01-21 00:00:00
142,247,2021-01-03 00:00:00
142,397,2020-10-27 00:00:00
143,353,2021-04-10 00:00:00
143,391,2021-07-01 00:00:00
145,379,2021-11-03 00:00:00
145,151,2021-05-24 00:00:00
145,171,2021-01-02 00:00:00
146,80,2021-11-17 00:00:00
146,376,2021-12-22 00:00:00
147,356,2021-02-05 00:00:00
147,276,2021-02-10 00:00:00
147,349,2021-08-22 00:00:00
147,453,2021-11-07 00:00:00
147,184,2021-11-14 00:00:00
147,304,2021-08-05 00:00:00
148,255,2021-05-08 00:00:00
148,442,2021-07-20 00:00:00
149,69,2021-02-13 00:00:00
149,267,2021-05-07 00:00:00
149,208,2020-11-10 00:00:00
149,323,2021-11-03 00:00:00
150,390,2021-02-03 00:00:00
150,467,2021-08-03 00:00:00
151,153,2021-01-18 00:00:00
151,76,2020-10-29 00:00:00
152,148,2020-09-23 00:00:00
152,442,2021-08-01 00:00:00
152,398,2021-09-02 00:00:00
152,225,2021-08-09 00:00:00
153,280,2020-12-19 00:00:00
153,90,2021-05-04 00:00:00
153,236,2021-07-18 00:00:00
153,407,2021-10-23 00:00:00
153,234,2020-10-29 00:00:00
154,79,2021-12-13 00:00:00
155,64,2021-06-06 00:00:00
155,51,2021-05-29 00:00:00
155,207,2021-03-28 00:00:00
157,240,2020-09-25 00:00:00
157,54,2021-10-29 00:00:00
158,442,2021-10-05 00:00:00
159,457,2021-12-14 00:00:00
159,230,2021-09-12 00:00:00
159,146,2021-03-07 00:00:00
160,200,2021-12-24 00:00:00
160,145,2021-04-25 00:00:00
160,365,2021-09-15 00:00:00
160,297,2021-12-16 00:00:00
161,288,2021-03-01 00:00:00
161,414,2020-12-20 00:00:00
162,20,2021-07-04 00:00:00
162,32,2021-07-08 00:00:00
162,129,2021-10-27 00:00:00
162,401,2021-05-09 00:00:00
163,59,2021-01-07 00:00:00
163,398,2020-11-09 00:00:00
163,196,2020-10-26 00:00:00
163,301,2021-05-17 00:00:00
163,32,2021-08-26 00:00:00
163,6,2021-02-23 00:00:00
164,31,2021-05-29 00:00:00
164,182,2020-11-11 00:00:00
164,292,2021-07-13 00:00:00
164,248,2021-01-12 00:00:00
164,319,2021-11-15 00:00:00
164,358,2020-10-28 00:00:00
165,104,2021-01-24 00:00:00
165,181,2020-12-28 00:00:00
165,257,2021-07-16 00:00:00
165,35,2021-08-06 00:00:00
165,450,2021-05-15 00:00:00
166,58,2021-10-15 00:00:00
166,113,2021-07-27 00:00:00
166,63,2020-09-08 00:00:00
166,101,2021-07-16 00:00:00
166,168,2021-01-07 00:00:00
166,435,2021-10-07 00:00:00
166,309,2021-11-05 00:00:00
166,76,2021-01-10 00:00:00
167,52,2021-05-03 00:00:00
168,309,2021-12-10 00:00:00
168,262,2020-12-23 00:00:00
169,42,2021-03-02 00:00:00
169,418,2021-06-28 00:00:00
169,453,2020-10-07 00:00:00
169,414,2020-12-17 00:00:00
170,155,2021-11-23 00:00:00
170,35,2020-12-06 00:00:00
171,410,2021-07-22 00:00:00
171,460,2021-05-03 00:00:00
172,14,2021-07-01 00:00:00
173,269,2021-01-31 00:00:00
174,81,2021-08-29 00:00:00
174,272,2020-11-15 00:00:00
175,416,2021-09-29 00:00:00
175,392,2021-06-29 00:00:00
175,219,2020-10-27 00:00:00
175,373,2020-09-28 00:00:00
175,181,2020-12-19 00:00:00
176,43,2021-08-21 00:00:00
176,212,2021-05-22 00:00:00
177,14,2021-03-05 00:00:00
177,364,2020-11-18 00:00:00
177,57,2021-02-25 00:00:00
177,461,2021-05-23 00:00:00
178,27,2021-09-14 00:00:00
178,357,2021-11-05 00:00:00
178,382,2020-12-17 00:00:00
178,361,2020-09-29 00:00:00
178,123,2021-03-13 00:00:00
178,175,2021-11-11 00:00:00
179,239,2021-09-28 00:00:00
179,158,2020-10-05 00:00:00
179,446,2021-06-06 00:00:00
181,279,2021-06-03 00:00:00
181,168,2020-09-05 00:00:00
184,40,2021-06-12 00:00:00
184,68,2021-10-14 00:00:00
185,13,2021-09-08 00:00:00
185,145,2021-12-09 00:00:00
186,179,2021-12-11 00:00:00
186,314,2020-12-13 00:00:00
186,84,2021-11-13 00:00:00
186,19,2021-09-28 00:00:00
186,416,2021-02-20 00:00:00
186,60,2021-02-08 00:00:00
186,402,2021-08-03 00:00:00
186,48,2021-03-22 00:00:00
188,407,2021-07-18 00:00:00
190,181,2021-05-11 00:00:00
190,19,2021-02-04 00:00:00
190,60,2021-12-20 00:00:00
190,456,2020-09-18 00:00:00
190,443,2021-12-07 00:00:00
191,235,2021-10-14 00:00:00
191,83,2021-12-07 00:00:00
191,356,2021-10-20 00:00:00
191,209,2021-03-29 00:00:00
191,381,2021-11-03 00:00:00
191,30,2021-08-06 00:00:00
192,171,2021-09-10 00:00:00
193,481,2020-11-03 00:00:00
193,198,2021-03-24 00:00:00
194,213,2020-09-05 00:00:00
194,356,2021-10-22 00:00:00
194,422,2021-12-09 00:00:00
194,146,2021-01-10 00:00:00
195,36,2021-10-10 00:00:00
195,240,2021-07-22 00:00:00
195,94,2021-02-02 00:00:00
195,66,2021-04-02 00:00:00
195,456,2021-07-13 00:00:00
195,429,2021-03-04 00:00:00
195,80,2021-10-18 00:00:00
195,429,2021-05-08 00:00:00
196,428,2021-01-01 00:00:00
197,41,2020-09-26 00:00:00
197,358,2021-08-01 00:00:00
197,364,2021-04-20 00:00:00
197,255,2021-07-28 00:00:00
197,438,2021-01-13 00:00:00
197,220,2021-06-01 00:00:00
197,243,2021-07-31 00:00:00
197,371,2020-11-30 00:00:00
198,304,2020-12-01 00:00:00
198,170,2020-09-07 00:00:00
199,420,2021-02-04 00:00:00
199,278,2021-02-06 00:00:00
200,364,2020-12-21 00:00:00
200,147,2020-12-17 00:00:00
200,439,2021-10-03 00:00:00
202,141,2020-12-23 00:00:00
202,312,2020-12-26 00:00:00
203,99,2021-05-12 00:00:00
204,255,2021-10-30 00:00:00
205,320,2021-11-22 00:00:00
205,173,2021-01-05 00:00:00
205,234,2020-10-17 00:00:00
206,77,2021-08-27 00:00:00
206,240,2021-05-10 00:00:00
206,361,2021-07-01 00:00:00
206,276,2021-04-21 00:00:00
206,185,2021-02-06 00:00:00
206,447,2020-10-18 00:00:00
207,320,2020-11-08 00:00:00
207,233,2021-08-25 00:00:00
207,160,2021-04-09 00:00:00
207,20,2021-01-23 00:00:00
208,74,2021-12-20 00:00:00
208,230,2020-11-03 00:00:00
208,376,2021-02-10 00:00:00
209,208,2021-05-27 00:00:00
209,135,2020-12-02 00:00:00
209,474,2021-11-11 00:00:00
209,103,2021-05-17 00:00:00
210,118,2020-12-12 00:00:00
210,414,2021-02-17 00:00:00
210,187,2021-05-24 00:00:00
210,442,2021-04-21 00:00:00
210,411,2021-06-09 00:00:00
210,193,2021-01-10 00:00:00
210,85,2021-10-20 00:00:00
211,346,2021-07-31 00:00:00
211,456,2021-06-30 00:00:00
211,223,2021-04-22 00:00:00
211,471,2021-02-13 00:00:00
211,27,2021-07-13 00:00:00
211,100,2021-01-20 00:00:00
211,54,2020-12-31 00:00:00
211,439,2021-09-22 00:00:00
212,109,2021-06-24 00:00:00
213,20,2021-01-18 00:00:00
213,184,2021-02-21 00:00:00
214,107,2021-04-16 00:00:00
215,381,2021-05-12 00:00:00
215,444,2021-09-15 00:00:00
215,133,2021-05-29 00:00:00
215,319,2021-07-14 00:00:00
215,302,2020-11-21 00:00:00
215,157,2020-09-27 00:00:00
215,429,2021-05-09 00:00:00
216,456,2021-04-08 00:00:00
216,291,2021-01-27 00:00:00
216,136,2021-05-17 00:00:00
216,480,2021-10-30 00:00:00
216,60,2021-05-20 00:00:00
216,471,2021-12-09 00:00:00
216,366,2020-09-18 00:00:00
217,80,2021-02-22 00:00:00
217,178,2021-12-11 00:00:00
217,247,2021-06-05 00:00:00
217,169,2021-01-25 00:00:00
217,464,2021-09-06 00:00:00
218,131,2020-11-01 00:00:00
218,325,2021-06-29 00:00:00
218,93,2020-12-04 00:00:00
218,339,2021-05-21 00:00:00
219,44,2021-08-26 00:00:00
219,162,2021-07-21 00:00:00
219,252,2021-06-06 00:00:00
219,117,2021-07-03 00:00:00
220,99,2021-10-18 00:00:00
220,20,2021-02-27 00:00:00
220,439,2021-07-26 00:00:00
220,313,2021-02-21 00:00:00
221,307,2021-07-11 00:00:00
221,246,2021-07-30 00:00:00
221,16,2021-10-12 00:00:00
221,254,2020-12-19 00:00:00
221,204,2021-01-25 00:00:00
222,243,2021-09-24 00:00:00
222,269,2021-03-31 00:00:00
223,138,2021-07-10 00:00:00
224,132,2021-11-13 00:00:00
224,42,2020-10-26 00:00:00
224,209,2020-09-21 00:00:00
224,30,2021-07-19 00:00:00
225,378,2020-10-05 00:00:00
225,49,2021-12-27 00:00:00
225,236,2021-02-12 00:00:00
225,20,2021-10-25 00:00:00
225,38,2020-11-11 00:00:00
225,131,2020-09-29 00:00:00
226,66,2021-07-22 00:00:00
226,205,2021-05-06 00:00:00
226,6,2021-11-13 00:00:00
226,118,2021-05-11 00:00:00
227,21,2021-10-17 00:00:00
228,324,2021-12-31 00:00:00
229,209,2021-08-08 00:00:00
230,15,2021-07-12 00:00:00
231,95,2021-07-01 00:00:00
231,403,2021-04-28 00:00:00
231,316,2021-09-26 00:00:00
232,155,2020-10-18 00:00:00
232,50,2020-12-11 00:00:00
232,421,2021-01-20 00:00:00
232,134,2021-08-28 00:00:00
233,320,2021-02-15 00:00:00
233,198,2021-07-18 00:00:00
233,334,2020-12-31 00:00:00
234,122,2021-09-23 00:00:00
234,193,2020-12-14 00:00:00
235,219,2021-01-11 00:00:00
235,432,2021-07-18 00:00:00
235,131,2021-02-22 00:00:00
235,281,2021-01-30 00:00:00
235,81,2021-11-07 00:00:00
235,437,2020-09-06 00:00:00
235,30,2021-09-21 00:00:00
235,70,2021-01-05 00:00:00
236,157,2020-10-23 00:00:00
237,459,2021-03-12 00:00:00
237,27,2021-11-07 00:00:00
237,5,2021-04-13 00:00:00
237,371,2021-04-20 00:00:00
237,480,2021-12-17 00:00:00
239,69,2021-03-02 00:00:00
239,479,2021-05-24 00:00:00
239,162,2021-03-01 00:00:00
239,196,2021-04-08 00:00:00
239,36,2021-07-20 00:00:00
239,464,2021-07-28 00:00:00
239,53,2021-09-03 00:00:00
241,49,2020-11-03 00:00:00
241,408,2020-10-03 00:00:00
241,134,2021-06-01 00:00:00
241,163,2021-04-22 00:00:00
241,170,2021-12-03 00:00:00
242,236,2021-06-24 00:00:00
242,18,2021-01-11 00:00:00
242,233,2021-09-10 00:00:00
242,126,2021-10-01 00:00:00
242,120,2021-05-23 00:00:00
242,228,2021-09-21 00:00:00
242,323,2021-12-19 00:00:00
242,322,2020-12-29 00:00:00
242,425,2020-09-14 00:00:00
243,208,2021-01-18 00:00:00
244,401,2021-09-25 00:00:00
244,177,2021-05-21 00:00:00
244,61,2020-12-08 00:00:00
244,312,2021-11-26 00:00:00
244,424,2020-10-22 00:00:00
245,117,2021-09-20 00:00:00
245,266,2021-11-26 00:00:00
245,236,2020-10-10 00:00:00
245,406,2021-03-24 00:00:00
246,91,2021-10-26 00:00:00
246,143,2021-01-02 00:00:00
246,30,2021-04-14 00:00:00
246,410,2020-11-01 00:00:00
247,227,2021-12-26 00:00:00
247,385,2021-12-08 00:00:00
248,279,2021-05-04 00:00:00
248,138,2021-06-22 00:00:00
248,314,2021-09-28 00:00:00
251,258,2021-09-04 00:00:00
251,126,2020-09-30 00:00:00
251,321,2020-10-31 00:00:00
251,422,2021-09-12 00:00:00
251,250,2021-06-16 00:00:00
251,449,2021-10-11 00:00:00
251,267,2021-11-29 00:00:00
251,270,2021-08-07 00:00:00
252,375,2020-09-29 00:00:00
252,255,2020-09-23 00:00:00
253,479,2021-07-29 00:00:00
254,175,2021-12-08 00:00:00
254,126,2020-10-01 00:00:00
254,207,2020-09-28 00:00:00
254,89,2021-01-19 00:00:00
254,176,2021-08-27 00:00:00
256,46,2021-12-10 00:00:00
256,369,2021-05-28 00:00:00
258,443,2021-04-20 00:00:00
258,385,2020-09-10 00:00:00
258,435,2021-05-13 00:00:00
259,342,2021-10-11 00:00:00
259,34,2021-11-02 00:00:00
260,361,2021-09-19 00:00:00
260,106,2021-04-02 00:00:00
261,49,2021-03-21 00:00:00
261,366,2021-02-03 00:00:00
261,177,2021-04-13 00:00:00
