user_id, movie_id, movie_date, movie_rating
52,17985,2021-06-18 00:00:00,4
52,18536,2021-08-31 00:00:00,8
52,4129,2020-09-11 00:00:00,6
52,19058,2021-10-20 00:00:00,1
52,11716,2020-10-12 00:00:00,8
53,9942,2021-04-07 00:00:00,2
53,13117,2021-03-29 00:00:00,5
53,3870,2020-12-20 00:00:00,6
53,26599,2020-10-20 00:00:00,6
53,12784,2021-03-27 00:00:00,7
54,25238,2020-10-06 00:00:00,1
54,18453,2021-09-02 00:00:00,9
54,22960,2020-11-28 00:00:00,1
54,12807,2021-03-06 00:00:00,5
55,19474,2021-07-23 00:00:00,7
55,20450,2021-08-23 00:00:00,3
55,6016,2021-03-23 00:00:00,4
55,14991,2020-11-28 00:00:00,2
55,4781,2021-05-21 00:00:00,6
55,23161,2021-03-31 00:00:00,6
56,22600,2021-04-30 00:00:00,8
57,26127,2021-07-13 00:00:00,6
57,4518,2021-03-21 00:00:00,1
57,18434,2020-10-02 00:00:00,3
57,12869,2021-07-10 00:00:00,3
57,14962,2020-10-24 00:00:00,7
57,26767,2021-11-19 00:00:00,7
58,13997,2020-09-13 00:00:00,8
58,19274,2021-04-10 00:00:00,6
58,25171,2021-01-04 00:00:00,5
58,2912,2021-10-21 00:00:00,7
58,12578,2021-01-27 00:00:00,6
60,24723,2021-10-04 00:00:00,8
60,3203,2021-04-25 00:00:00,8
60,325,2020-12-24 00:00:00,1
60,14226,2021-11-18 00:00:00,4
60,18277,2021-02-15 00:00:00,8
60,2023,2021-09-02 00:00:00,5
61,26291,2021-12-25 00:00:00,1
61,3486,2021-06-13 00:00:00,8
61,13118,2021-06-10 00:00:00,8
62,24837,2020-09-26 00:00:00,1
62,16018,2020-12-15 00:00:00,9
62,1336,2020-09-01 00:00:00,2
62,2744,2021-02-25 00:00:00,4
62,26270,2021-01-07 00:00:00,6
63,16092,2021-11-21 00:00:00,4
63,18395,2021-02-28 00:00:00,8
63,15881,2021-08-12 00:00:00,5
64,6794,2021-10-14 00:00:00,8
64,16416,2021-12-13 00:00:00,3
64,1079,2021-11-30 00:00:00,5
64,4530,2021-08-13 00:00:00,3
64,21984,2020-10-31 00:00:00,1
65,3512,2020-10-06 00:00:00,7
65,27259,2021-11-21 00:00:00,4
65,24461,2021-11-05 00:00:00,8
66,7063,2020-12-06 00:00:00,9
66,1489,2020-12-12 00:00:00,5
67,3277,2021-05-16 00:00:00,6
67,7114,2021-07-18 00:00:00,2
67,4312,2021-05-27 00:00:00,4
67,8474,2021-10-10 00:00:00,9
67,4466,2021-10-28 00:00:00,8
67,26672,2021-07-06 00:00:00,2
67,26794,2021-06-28 00:00:00,3
67,12399,2020-10-30 00:00:00,7
67,2771,2021-08-20 00:00:00,9
68,23773,2021-10-24 00:00:00,9
69,20073,2021-05-05 00:00:00,9
69,3669,2021-08-23 00:00:00,6
69,26372,2021-11-09 00:00:00,7
69,9567,2020-11-13 00:00:00,1
69,23495,2021-06-15 00:00:00,4
69,12887,2021-12-24 00:00:00,9
69,24114,2020-11-28 00:00:00,9
70,5157,2021-06-19 00:00:00,4
70,3928,2021-10-24 00:00:00,3
70,21813,2021-11-29 00:00:00,1
70,15745,2021-11-04 00:00:00,7
71,13026,2021-02-01 00:00:00,5
71,4800,2021-06-21 00:00:00,7
72,8936,2021-09-01 00:00:00,8
72,15364,2021-05-09 00:00:00,1
72,2600,2021-02-08 00:00:00,9
72,19738,2021-08-09 00:00:00,5
72,3202,2020-11-22 00:00:00,8
72,19900,2020-09-28 00:00:00,7
72,15124,2020-12-27 00:00:00,3
73,17029,2021-04-14 00:00:00,9
73,4189,2021-10-05 00:00:00,7
73,19741,2020-09-06 00:00:00,7
74,4442,2021-06-10 00:00:00,6
74,18708,2021-03-21 00:00:00,1
74,8280,2021-01-11 00:00:00,2
75,15943,2021-06-30 00:00:00,6
76,15278,2021-09-24 00:00:00,4
76,26626,2021-01-24 00:00:00,8
76,18129,2021-01-05 00:00:00,4
76,24282,2020-12-21 00:00:00,9
76,22465,2021-02-25 00:00:00,4
77,9978,2021-05-17 00:00:00,4
77,19791,2020-10-08 00:00:00,9
77,6454,2021-07-03 00:00:00,8
77,24112,2021-07-28 00:00:00,8
79,23114,2021-11-29 00:00:00,2
79,5743,2020-10-31 00:00:00,6
80,9773,2020-10-19 00:00:00,2
80,15404,2020-10-03 00:00:00,1
80,11091,2020-10-31 00:00:00,9
80,17553,2021-06-22 00:00:00,2
80,11342,2020-12-03 00:00:00,6
80,11196,2021-07-10 00:00:00,9
80,4516,2020-09-25 00:00:00,7
81,8755,2020-11-23 00:00:00,6
82,19274,2020-11-14 00:00:00,7
82,14777,2020-10-12 00:00:00,5
82,10447,2021-03-12 00:00:00,8
82,19377,2021-06-11 00:00:00,3
82,15255,2021-06-09 00:00:00,1
82,17099,2021-07-21 00:00:00,5
83,16049,2021-10-26 00:00:00,4
83,40,2020-09-20 00:00:00,1
83,1970,2021-02-10 00:00:00,7
83,11163,2021-09-08 00:00:00,2
83,7955,2020-11-27 00:00:00,6
83,55,2021-10-21 00:00:00,8
83,21355,2020-12-18 00:00:00,2
84,21285,2021-08-31 00:00:00,8
84,9994,2021-01-09 00:00:00,2
85,4291,2020-10-16 00:00:00,9
85,21716,2021-02-22 00:00:00,3
85,6894,2021-08-05 00:00:00,8
86,4382,2020-11-07 00:00:00,1
86,12105,2021-05-20 00:00:00,3
86,9394,2021-09-28 00:00:00,2
86,21103,2021-02-14 00:00:00,2
87,18065,2020-10-10 00:00:00,3
87,5495,2021-07-26 00:00:00,9
87,15296,2021-04-01 00:00:00,1
87,4777,2021-04-20 00:00:00,1
87,14961,2021-12-11 00:00:00,8
88,3482,2021-11-02 00:00:00,3
88,5676,2021-01-15 00:00:00,1
88,15936,2021-09-26 00:00:00,7
88,5370,2021-07-23 00:00:00,8
88,7245,2021-05-10 00:00:00,2
89,6798,2021-12-08 00:00:00,9
89,11716,2020-11-03 00:00:00,1
89,4288,2021-10-14 00:00:00,6
89,16286,2021-04-16 00:00:00,5
89,16233,2020-09-22 00:00:00,3
90,19787,2021-12-16 00:00:00,6
90,3843,2021-12-02 00:00:00,4
90,23617,2020-09-07 00:00:00,3
90,13466,2021-06-07 00:00:00,3
90,18942,2021-09-03 00:00:00,2
90,16105,2021-11-02 00:00:00,5
91,3034,2020-11-26 00:00:00,2
91,14432,2021-02-15 00:00:00,5
92,7446,2021-11-19 00:00:00,3
93,20279,2021-10-07 00:00:00,8
93,15830,2020-10-31 00:00:00,3
94,14467,2020-09-19 00:00:00,3
94,2499,2021-08-22 00:00:00,6
94,22103,2021-10-22 00:00:00,1
95,12663,2021-02-05 00:00:00,9
95,8595,2021-11-24 00:00:00,1
95,2797,2021-12-03 00:00:00,5
95,17243,2021-06-17 00:00:00,1
95,8751,2021-04-30 00:00:00,2
95,2500,2021-01-20 00:00:00,2
96,3412,2021-05-01 00:00:00,3
96,10613,2021-08-12 00:00:00,9
96,23292,2020-10-07 00:00:00,7
97,12718,2021-12-22 00:00:00,1
97,7781,2021-02-16 00:00:00,3
97,27098,2021-10-02 00:00:00,6
97,14049,2021-06-03 00:00:00,2
97,23984,2021-06-22 00:00:00,9
98,12255,2021-01-25 00:00:00,6
98,3850,2021-11-21 00:00:00,2
98,3238,2021-01-07 00:00:00,8
98,8672,2020-09-09 00:00:00,6
100,9539,2021-06-30 00:00:00,7
100,6878,2021-05-26 00:00:00,4
100,23557,2021-06-16 00:00:00,9
100,15073,2021-09-07 00:00:00,1
100,5272,2021-06-18 00:00:00,2
101,2758,2021-11-01 00:00:00,3
101,23098,2021-11-15 00:00:00,8
101,26538,2021-08-30 00:00:00,6
102,14541,2021-10-28 00:00:00,6
102,10346,2021-09-10 00:00:00,3
102,23721,2021-04-19 00:00:00,9
102,25952,2021-01-12 00:00:00,3
102,22672,2021-05-05 00:00:00,1
102,16366,2020-11-23 00:00:00,7
103,13405,2021-03-18 00:00:00,7
103,2517,2021-01-02 00:00:00,2
104,21189,2021-12-31 00:00:00,3
104,24853,2021-01-09 00:00:00,4
104,6016,2021-01-28 00:00:00,9
104,8153,2021-12-28 00:00:00,9
104,1828,2020-12-22 00:00:00,3
106,21233,2021-12-23 00:00:00,9
106,18975,2021-08-13 00:00:00,1
106,3530,2021-10-07 00:00:00,6
106,743,2021-07-26 00:00:00,2
107,14445,2021-08-23 00:00:00,9
108,2629,2021-11-05 00:00:00,8
108,23986,2021-01-22 00:00:00,8
108,23187,2021-04-18 00:00:00,8
109,19033,2021-05-11 00:00:00,9
109,16010,2021-06-06 00:00:00,2
109,25287,2021-07-26 00:00:00,7
109,23219,2021-01-26 00:00:00,1
110,4363,2020-09-18 00:00:00,1
110,13058,2020-11-21 00:00:00,6
110,10408,2021-02-01 00:00:00,5
110,6179,2021-11-21 00:00:00,5
110,3997,2021-10-23 00:00:00,2
111,10984,2021-05-06 00:00:00,6
111,13500,2021-04-27 00:00:00,7
111,12035,2021-11-14 00:00:00,3
111,5600,2021-10-12 00:00:00,3
111,23875,2020-11-20 00:00:00,5
112,12984,2021-04-02 00:00:00,8
112,7764,2021-02-10 00:00:00,1
112,21534,2021-09-30 00:00:00,9
112,10681,2020-12-05 00:00:00,1
112,6984,2021-09-07 00:00:00,7
112,15307,2020-09-05 00:00:00,4
112,1985,2021-04-01 00:00:00,2
113,26605,2021-04-11 00:00:00,6
113,19778,2021-04-04 00:00:00,3
113,12667,2021-10-19 00:00:00,5
113,13950,2021-10-20 00:00:00,9
113,795,2020-11-08 00:00:00,4
113,1097,2021-07-09 00:00:00,7
113,11056,2021-12-27 00:00:00,4
113,16381,2020-11-15 00:00:00,9
113,1286,2021-02-27 00:00:00,8
113,497,2021-01-07 00:00:00,9
113,18726,2021-03-13 00:00:00,7
113,11087,2021-06-21 00:00:00,3
114,13905,2021-12-19 00:00:00,7
115,18024,2021-08-11 00:00:00,3
115,6037,2021-08-19 00:00:00,3
115,24751,2021-09-06 00:00:00,8
115,11386,2021-11-04 00:00:00,1
115,5404,2021-06-02 00:00:00,5
116,26300,2020-12-04 00:00:00,3
117,17079,2021-04-07 00:00:00,8
117,18636,2021-03-19 00:00:00,1
117,13597,2020-10-30 00:00:00,1
118,338,2020-12-08 00:00:00,2
118,911,2021-01-23 00:00:00,2
118,5689,2020-09-06 00:00:00,7
119,2419,2020-12-23 00:00:00,8
119,22701,2021-03-18 00:00:00,1
120,10317,2021-04-06 00:00:00,3
121,7193,2021-09-05 00:00:00,3
121,19812,2020-09-06 00:00:00,6
121,14991,2021-01-16 00:00:00,5
122,19093,2021-12-27 00:00:00,5
122,13990,2020-10-12 00:00:00,7
122,5752,2021-06-26 00:00:00,5
122,26962,2020-11-02 00:00:00,1
122,24557,2021-03-06 00:00:00,9
123,4335,2021-05-11 00:00:00,8
123,8985,2021-10-08 00:00:00,9
123,2302,2020-11-26 00:00:00,1
123,945,2021-12-23 00:00:00,7
123,18458,2021-08-17 00:00:00,1
123,536,2020-10-15 00:00:00,3
123,24977,2021-10-13 00:00:00,4
124,19493,2021-10-16 00:00:00,9
124,4011,2021-09-13 00:00:00,9
124,22171,2021-06-20 00:00:00,3
124,8948,2021-06-18 00:00:00,1
125,712,2021-10-07 00:00:00,3
125,3376,2020-10-16 00:00:00,7
125,25947,2020-12-02 00:00:00,9
125,26448,2021-08-24 00:00:00,9
126,3754,2020-11-07 00:00:00,5
126,17160,2021-12-07 00:00:00,6
126,2324,2021-09-07 00:00:00,9
126,12184,2020-09-29 00:00:00,8
127,12065,2021-04-18 00:00:00,2
128,24643,2021-08-16 00:00:00,2
128,22453,2021-08-28 00:00:00,3
128,13861,2021-01-11 00:00:00,5
129,15820,2021-01-23 00:00:00,4
129,23918,2021-08-14 00:00:00,3
130,20905,2021-12-04 00:00:00,6
130,19559,2021-08-22 00:00:00,5
130,23788,2020-09-23 00:00:00,2
131,22401,2021-06-02 00:00:00,1
132,22044,2020-09-22 00:00:00,4
132,13130,2021-01-12 00:00:00,5
132,15261,2021-08-16 00:00:00,2
133,18428,2021-12-01 00:00:00,5
134,23821,2021-11-04 00:00:00,9
135,6510,2021-03-17 00:00:00,9
135,26176,2020-11-01 00:00:00,4
136,9475,2021-08-10 00:00:00,6
137,12062,2021-04-12 00:00:00,4
137,24651,2021-02-28 00:00:00,8
137,84,2020-11-11 00:00:00,1
137,11867,2021-05-15 00:00:00,7
137,22736,2020-10-05 00:00:00,5
137,21601,2020-12-08 00:00:00,7
137,7935,2020-10-12 00:00:00,5
137,10121,2021-10-14 00:00:00,9
137,16759,2020-12-10 00:00:00,6
138,8821,2021-03-26 00:00:00,3
138,8648,2021-12-20 00:00:00,8
138,926,2020-09-10 00:00:00,1
138,12452,2020-12-11 00:00:00,3
138,26773,2021-07-03 00:00:00,1
138,5360,2021-02-23 00:00:00,1
139,15762,2020-10-25 00:00:00,8
139,10062,2021-09-23 00:00:00,8
139,25610,2021-01-20 00:00:00,6
139,1747,2021-02-23 00:00:00,9
139,19063,2021-09-13 00:00:00,4
139,8799,2021-10-31 00:00:00,1
139,15764,2021-02-06 00:00:00,7
140,12159,2021-03-31 00:00:00,9
140,13976,2021-05-16 00:00:00,5
140,22955,2020-09-19 00:00:00,8
140,24360,2021-04-16 00:00:00,6
140,3299,2021-03-07 00:00:00,7
140,8690,2021-09-18 00:00:00,2
141,17827,2021-11-05 00:00:00,2
141,2563,2021-10-01 00:00:00,2
141,24370,2021-01-21 00:00:00,7
141,15602,2021-11-29 00:00:00,2
141,20053,2020-11-11 00:00:00,7
142,13889,2020-09-19 00:00:00,8
142,3359,2020-10-27 00:00:00,1
142,14692,2021-12-09 00:00:00,6
142,22818,2020-12-27 00:00:00,2
143,21762,2021-08-12 00:00:00,6
143,10757,2021-03-01 00:00:00,1
143,5381,2021-07-30 00:00:00,8
144,12864,2021-09-30 00:00:00,3
144,983,2021-07-04 00:00:00,8
144,5865,2021-02-23 00:00:00,6
145,23315,2021-01-02 00:00:00,3
145,26325,2020-09-08 00:00:00,5
146,26974,2021-03-24 00:00:00,6
147,523,2020-10-19 00:00:00,9
147,10247,2021-01-29 00:00:00,7
147,7335,2021-02-25 00:00:00,7
147,19012,2021-09-29 00:00:00,4
147,20107,2021-11-07 00:00:00,7
147,9644,2021-11-14 00:00:00,1
148,11752,2021-05-31 00:00:00,7
149,17352,2021-02-13 00:00:00,6
149,15937,2021-10-12 00:00:00,8
149,4708,2021-07-09 00:00:00,5
150,24858,2020-11-20 00:00:00,9
150,19003,2021-11-13 00:00:00,6
150,19789,2021-09-02 00:00:00,2
150,19786,2021-01-13 00:00:00,6
150,9793,2021-11-04 00:00:00,9
150,14615,2021-08-03 00:00:00,8
151,3691,2021-03-16 00:00:00,7
152,24137,2021-05-17 00:00:00,5
152,37,2021-10-06 00:00:00,3
152,1177,2021-12-30 00:00:00,9
153,17696,2021-03-07 00:00:00,9
153,9134,2021-07-18 00:00:00,4
153,24296,2021-11-22 00:00:00,5
153,15873,2021-11-19 00:00:00,8
153,19649,2021-03-10 00:00:00,8
154,20516,2021-03-23 00:00:00,1
154,20241,2021-02-23 00:00:00,7
154,5101,2021-02-03 00:00:00,8
154,7035,2021-05-24 00:00:00,9
155,23148,2020-11-12 00:00:00,2
155,4892,2021-05-12 00:00:00,2
155,7722,2020-10-15 00:00:00,7
155,22154,2021-07-05 00:00:00,4
157,1544,2021-10-07 00:00:00,8
158,19075,2021-11-24 00:00:00,1
158,15629,2021-08-28 00:00:00,9
158,22772,2021-03-19 00:00:00,4
158,408,2021-06-25 00:00:00,7
158,14229,2020-10-21 00:00:00,1
158,3113,2021-05-09 00:00:00,7
159,24945,2021-03-07 00:00:00,7
159,19137,2021-04-03 00:00:00,8
160,21333,2021-04-25 00:00:00,1
160,4199,2021-08-05 00:00:00,3
160,1970,2021-06-06 00:00:00,9
161,3272,2021-05-30 00:00:00,7
161,24226,2021-11-26 00:00:00,1
161,18120,2021-05-18 00:00:00,5
161,3655,2021-12-26 00:00:00,9
162,14528,2021-10-27 00:00:00,5
162,14527,2021-11-06 00:00:00,5
163,25283,2021-05-03 00:00:00,3
163,4787,2020-12-25 00:00:00,4
163,5636,2021-01-30 00:00:00,1
164,25006,2020-09-02 00:00:00,8
164,354,2021-09-30 00:00:00,1
164,22555,2021-07-24 00:00:00,7
164,8135,2021-08-19 00:00:00,1
164,22559,2021-09-23 00:00:00,8
164,22973,2021-08-24 00:00:00,5
165,24817,2021-01-26 00:00:00,9
165,18264,2021-12-21 00:00:00,1
165,26812,2021-05-16 00:00:00,5
165,22908,2021-05-15 00:00:00,4
165,4082,2021-03-17 00:00:00,4
165,11454,2021-09-11 00:00:00,4
166,24332,2021-12-19 00:00:00,3
166,23488,2020-12-13 00:00:00,5
166,15490,2021-10-11 00:00:00,2
166,17117,2021-07-12 00:00:00,6
166,18874,2021-10-07 00:00:00,1
166,23943,2021-04-04 00:00:00,4
166,16930,2021-01-10 00:00:00,3
167,20827,2020-11-02 00:00:00,8
168,22003,2021-08-06 00:00:00,2
168,23659,2021-05-13 00:00:00,8
168,5258,2021-04-19 00:00:00,5
168,1753,2020-10-09 00:00:00,8
168,6647,2021-04-11 00:00:00,7
168,6188,2021-03-01 00:00:00,5
169,25012,2021-10-24 00:00:00,2
170,10173,2020-10-15 00:00:00,6
171,16546,2020-10-26 00:00:00,7
171,19591,2021-06-12 00:00:00,1
171,23149,2021-11-25 00:00:00,7
172,10109,2021-07-26 00:00:00,8
173,25386,2020-09-30 00:00:00,9
173,25257,2020-09-22 00:00:00,7
173,18953,2021-03-22 00:00:00,9
173,13778,2021-08-31 00:00:00,5
173,27079,2021-07-31 00:00:00,1
174,21599,2021-11-26 00:00:00,6
174,5205,2020-12-29 00:00:00,5
174,22573,2021-06-02 00:00:00,1
174,9541,2021-08-28 00:00:00,4
175,27005,2021-09-13 00:00:00,9
175,20451,2020-10-29 00:00:00,1
175,10157,2021-12-15 00:00:00,5
176,316,2021-08-21 00:00:00,5
176,12594,2021-03-03 00:00:00,4
176,14017,2021-03-20 00:00:00,9
176,6187,2021-06-12 00:00:00,2
176,3655,2020-12-21 00:00:00,9
176,12568,2021-09-23 00:00:00,7
176,21719,2021-06-07 00:00:00,6
177,13312,2021-04-05 00:00:00,6
177,1495,2021-06-06 00:00:00,4
177,15903,2021-02-16 00:00:00,7
177,22198,2021-02-25 00:00:00,7
177,2063,2021-03-10 00:00:00,9
178,2833,2020-12-12 00:00:00,1
178,9030,2021-11-05 00:00:00,9
178,10790,2021-10-03 00:00:00,9
178,17169,2021-03-13 00:00:00,4
179,20047,2020-09-10 00:00:00,7
179,8024,2021-12-31 00:00:00,7
179,2452,2021-11-29 00:00:00,3
179,19178,2020-12-20 00:00:00,3
181,27177,2021-06-03 00:00:00,8
181,26683,2021-01-19 00:00:00,4
181,3185,2021-07-08 00:00:00,6
181,25969,2021-01-14 00:00:00,3
182,22755,2020-09-03 00:00:00,3
182,24190,2020-11-11 00:00:00,8
182,21059,2020-12-26 00:00:00,1
183,24404,2021-02-25 00:00:00,5
184,13176,2021-11-19 00:00:00,2
184,24627,2021-03-23 00:00:00,8
184,4168,2021-10-03 00:00:00,3
186,3530,2021-12-11 00:00:00,7
186,7386,2020-12-13 00:00:00,1
186,911,2020-10-08 00:00:00,6
186,12657,2021-09-28 00:00:00,7
186,13424,2021-02-20 00:00:00,1
186,950,2021-02-08 00:00:00,2
188,26764,2021-03-29 00:00:00,2
188,23827,2021-07-18 00:00:00,5
188,19058,2020-11-08 00:00:00,1
190,470,2021-06-16 00:00:00,1
190,15532,2020-09-23 00:00:00,2
190,715,2021-02-04 00:00:00,1
190,22824,2021-10-17 00:00:00,7
190,24337,2021-12-20 00:00:00,4
190,1403,2021-12-07 00:00:00,6
191,23247,2021-01-16 00:00:00,1
191,14708,2021-01-11 00:00:00,6
191,11303,2021-06-22 00:00:00,4
192,14951,2021-09-03 00:00:00,2
192,11227,2021-12-01 00:00:00,2
192,12403,2021-05-19 00:00:00,4
192,14864,2021-03-09 00:00:00,9
192,8607,2020-09-17 00:00:00,3
192,16518,2021-09-10 00:00:00,9
193,14754,2020-10-08 00:00:00,2
193,4579,2020-11-03 00:00:00,1
194,21006,2021-07-13 00:00:00,6
194,15568,2021-01-10 00:00:00,3
195,16867,2020-10-09 00:00:00,8
195,24109,2021-12-11 00:00:00,5
195,4325,2021-08-11 00:00:00,8
196,977,2021-07-05 00:00:00,7
196,22220,2020-10-18 00:00:00,9
196,10381,2021-02-25 00:00:00,3
196,21375,2021-07-17 00:00:00,5
197,20078,2021-06-01 00:00:00,7
197,18593,2020-10-27 00:00:00,5
197,21575,2021-05-20 00:00:00,7
197,3899,2021-03-25 00:00:00,7
198,10689,2021-05-30 00:00:00,5
198,9099,2020-12-17 00:00:00,7
198,147,2021-01-14 00:00:00,8
199,22289,2020-11-05 00:00:00,4
199,3176,2021-08-02 00:00:00,6
199,11174,2021-02-06 00:00:00,9
200,81,2021-01-10 00:00:00,6
200,10527,2021-01-13 00:00:00,5
201,15014,2020-11-02 00:00:00,4
201,10287,2020-11-17 00:00:00,2
201,22935,2021-05-02 00:00:00,8
204,966,2021-08-14 00:00:00,6
205,9927,2021-02-28 00:00:00,2
